check_key,area,region,attributed_boss,nearest_grace_flag,nearest_grace_name,grace_dist_u,within_cap,tier,field_dist_u
"614542,0:2045427700::",gravesite,Mountaintops of the Giants,Ghostflame Dragon Boss,61454200,Main Gate Cross,3,1,2field,375
"614543,0:2045437000::",gravesite,Mountaintops of the Giants,Ghostflame Dragon Boss,61464400,"Greatbridge, North",253,0,2field,154
"614543,0:2045437700::",gravesite,Mountaintops of the Giants,Ghostflame Dragon Boss,61464400,"Greatbridge, North",190,0,2field,210
"614544,0:2045447000::",gravesite,Mountaintops of the Giants,Ghostflame Dragon Boss,61464400,"Greatbridge, North",209,0,2field,142
"614544,0:2045447010::",gravesite,Mountaintops of the Giants,Ghostflame Dragon Boss,61464400,"Greatbridge, North",136,1,2field,19
"614544,0:2045447020::",gravesite,Mountaintops of the Giants,Ghostflame Dragon Boss,61464400,"Greatbridge, North",318,0,2field,165
"614545,0:2045457000::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69444500,"Ancient Ruins, Grand Stairway",86,1,2field,355
"614545,0:2045457010::",rauhbase,Mountaintops of the Giants,Ghostflame Dragon Boss,69454600,Temple Town Ruins,200,0,2field,306
"614545,0:2045457020::",rauhruins,Mountaintops of the Giants,Ghostflame Dragon Boss,69444500,"Ancient Ruins, Grand Stairway",76,1,2field,350
"614546,0:2045467000::",rauhruins_high,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69444600,"Church of the Bud, Main Entrance",214,0,2field,329
"614546,0:2045467020::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69454501,"Rauh Ancient Ruins, West",57,1,2field,221
"614546,0:2045467040::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69444600,"Church of the Bud, Main Entrance",253,0,2field,314
"614546,0:2045467050::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69464700,"Rauh Ancient Ruins, East",124,1,2field,82
"614546,0:2045467060::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69454600,Temple Town Ruins,96,1,2field,63
"614546,0:2045467070::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69454700,Ravine North,147,1,2field,252
"614546,0:2045467080::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69454600,Temple Town Ruins,106,1,2field,102
"614546,0:2045467090::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69454700,Ravine North,161,0,2field,202
"614546,0:2045467900::",rauhruins_high,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69464700,"Rauh Ancient Ruins, East",254,0,2field,289
"614546,0:2045467910::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69454600,Temple Town Ruins,84,1,2field,73
"614546,0:2045467995::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69464700,"Rauh Ancient Ruins, East",258,0,2field,298
"614547,0:2045477010::",rauhruins,Mountaintops of the Giants,Rugalea the Great Red Bear,69464700,"Rauh Ancient Ruins, East",200,0,2field,347
"614547,0:2045477020::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69464700,"Rauh Ancient Ruins, East",98,1,2field,177
"614547,0:2045477040::",rauhruins,Mountaintops of the Giants,Rugalea the Great Red Bear,69454700,Ravine North,253,0,2field,272
"614547,0:2045477050::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69464700,"Rauh Ancient Ruins, East",213,0,2field,409
"614547,0:2045477060::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69464700,"Rauh Ancient Ruins, East",49,1,2field,195
"614547,0:2045477070::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69464700,"Rauh Ancient Ruins, East",206,0,2field,400
"614548,0:2045487000::",rauhbase,Mountaintops of the Giants,Rugalea the Great Red Bear,69464700,"Rauh Ancient Ruins, East",316,0,2field,390
"614638,0:2046387000::",cerulean,Mountaintops of the Giants,Ghostflame Dragon and Skeletons,68463900,Cerulean Coast West,175,0,2field,325
"614638,0:2046387010::",cerulean,Mountaintops of the Giants,Death Rite Bird,68463900,Cerulean Coast West,141,1,2field,363
"614638,0:2046387020::",cerulean,Mountaintops of the Giants,Death Rite Bird,68463900,Cerulean Coast West,136,1,2field,361
"614638,0:2046387030::",cerulean,Mountaintops of the Giants,Death Rite Bird,68463900,Cerulean Coast West,151,1,2field,327
"614638,0:2046387040::",cerulean,Mountaintops of the Giants,Demi-Human Queen Marigga,68463900,Cerulean Coast West,119,1,2field,439
"614638,0:2046387050::",cerulean,Mountaintops of the Giants,Death Rite Bird,68463900,Cerulean Coast West,175,0,2field,313
"614638,0:2046387070::",cerulean,Mountaintops of the Giants,Ghostflame Dragon and Skeletons,68463900,Cerulean Coast West,188,0,2field,492
"614639,0:2046397000::",cerulean,Mountaintops of the Giants,Demi-Human Queen Marigga,68463900,Cerulean Coast West,41,1,2field,300
"614639,0:2046397020::",cerulean,Mountaintops of the Giants,Death Rite Bird,68463900,Cerulean Coast West,126,1,2field,307
"614639,0:2046397030::",charo,Mountaintops of the Giants,Demi-Human Queen Marigga,68463900,Cerulean Coast West,167,0,2field,222
"614639,0:2046397040::",charo,Mountaintops of the Giants,Demi-Human Queen Marigga,68463900,Cerulean Coast West,219,0,2field,272
"614639,0:2046397050::",cerulean,Mountaintops of the Giants,Demi-Human Queen Marigga,68463900,Cerulean Coast West,70,1,2field,311
"614640,0:2046407000::",gravesite,Mountaintops of the Giants,Demi-Human Queen Marigga,61464000,Gravesite Plain,87,1,2field,89
"614640,0:2046407001::",gravesite,Mountaintops of the Giants,Demi-Human Queen Marigga,61464000,Gravesite Plain,87,1,2field,89
"614640,0:2046407002::",gravesite,Mountaintops of the Giants,Demi-Human Queen Marigga,61464000,Gravesite Plain,87,1,2field,89
"614640,0:2046407003::",gravesite,Mountaintops of the Giants,Demi-Human Queen Marigga,61464000,Gravesite Plain,87,1,2field,89
"614640,0:2046407004::",gravesite,Mountaintops of the Giants,Demi-Human Queen Marigga,61464000,Gravesite Plain,87,1,2field,89
"614640,0:2046407040::",cerulean,Mountaintops of the Giants,Demi-Human Queen Marigga,68463900,Cerulean Coast West,321,0,2field,24
"614640,0:2046407050::",charo,Mountaintops of the Giants,Demi-Human Queen Marigga,61464000,Gravesite Plain,258,0,2field,90
"614640,0:2046407060::",charo,Mountaintops of the Giants,Demi-Human Queen Marigga,61464000,Gravesite Plain,257,0,2field,121
"614640,0:2046407700::",gravesite,Mountaintops of the Giants,Demi-Human Queen Marigga,61464000,Gravesite Plain,134,1,2field,98
"614642,0:2046427700::",gravesite,Mountaintops of the Giants,Ghostflame Dragon Boss,61464200,Three-Path Cross,5,1,2field,393
"614643,0:2046437000::",gravesite,Mountaintops of the Giants,Black Knight Garrew,61474400,Castle Front,150,1,2field,314
"614643,0:2046437010::",gravesite,Mountaintops of the Giants,Black Knight Garrew,61474400,Castle Front,138,1,2field,302
"614643,0:2046437020::",gravesite,Mountaintops of the Giants,Black Knight Garrew,61474400,Castle Front,109,1,2field,279
"614643,0:2046437700::",gravesite,Mountaintops of the Giants,Ghostflame Dragon Boss,61464400,"Greatbridge, North",157,1,2field,284
"614643,0:2046437710::",gravesite,Mountaintops of the Giants,Ghostflame Dragon Boss,61464400,"Greatbridge, North",154,1,2field,281
"614644,0:2046447000::",gravesite,Mountaintops of the Giants,Ghostflame Dragon Boss,61464400,"Greatbridge, North",84,1,2field,174
"614644,0:2046447010::",gravesite,Mountaintops of the Giants,Ghostflame Dragon Boss,61464400,"Greatbridge, North",102,1,2field,219
"614644,0:2046447020::",gravesite,Mountaintops of the Giants,Ghostflame Dragon Boss,61464400,"Greatbridge, North",128,1,2field,177
"614644,0:2046447030::",gravesite,Mountaintops of the Giants,Black Knight Garrew,61464400,"Greatbridge, North",159,1,2field,221
"614644,0:2046447050::",ellac,Mountaintops of the Giants,Black Knight Garrew,61464400,"Greatbridge, North",179,0,2field,218
"614644,0:2046447060::",ellac,Mountaintops of the Giants,Black Knight Garrew,61474400,Castle Front,173,0,2field,240
"614644,0:2046447070::",gravesite,Mountaintops of the Giants,Ghostflame Dragon Boss,61464400,"Greatbridge, North",110,1,2field,231
"614644,0:2046447700::",gravesite,Mountaintops of the Giants,Ghostflame Dragon Boss,61464400,"Greatbridge, North",137,1,2field,224
"614644,0:2046447710::",ellac,Mountaintops of the Giants,Ghostflame Dragon Boss,61464400,"Greatbridge, North",240,0,2field,193
"614644,0:2046447900::",gravesite,Mountaintops of the Giants,Ghostflame Dragon Boss,61464400,"Greatbridge, North",49,1,2field,196
"614645,0:2046457000::",ellac,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69454600,Temple Town Ruins,244,0,2field,244
"614645,0:2046457020::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69454600,Temple Town Ruins,85,1,2field,157
"614645,0:2046457030::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69454600,Temple Town Ruins,175,0,2field,242
"614645,0:2046457040::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69454600,Temple Town Ruins,145,1,2field,210
"614645,0:2046457050::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69454600,Temple Town Ruins,113,1,2field,175
"614645,0:2046457060::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69454600,Temple Town Ruins,132,1,2field,202
"614645,0:2046457070::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69454600,Temple Town Ruins,163,0,2field,209
"614645,0:2046457720::",rauhbase,Mountaintops of the Giants,Ghostflame Dragon Boss,61464400,"Greatbridge, North",261,0,2field,233
"614645,0:2046457910::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69454600,Temple Town Ruins,48,1,2field,131
"614645,0:2046457920::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69454600,Temple Town Ruins,115,1,2field,46
"614645,0:2046457950::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69454600,Temple Town Ruins,173,0,2field,234
"614646,0:2046467010::",rauhruins_limited,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69464700,"Rauh Ancient Ruins, East",179,0,2field,202
"614646,0:2046467020::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69454600,Temple Town Ruins,252,0,2field,123
"614646,0:2046467800::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69474500,"Scadu Altus, West",280,0,2field,196
"614647,0:2046477000::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69464700,"Rauh Ancient Ruins, East",154,1,2field,328
"614647,0:2046477010::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69464700,"Rauh Ancient Ruins, East",119,1,2field,317
"614647,0:2046477020::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69474700,Viaduct Minor Tower,135,1,2field,403
"614647,0:2046477030::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69464700,"Rauh Ancient Ruins, East",154,1,2field,336
"614647,0:2046477060::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69464700,"Rauh Ancient Ruins, East",225,0,2field,416
"614647,0:2046477070::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69464700,"Rauh Ancient Ruins, East",141,1,2field,328
"614647,0:2046477090::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69474700,Viaduct Minor Tower,136,1,2field,343
"614647,0:2046477100::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69474700,Viaduct Minor Tower,153,1,2field,258
"614647,0:2046477120::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69474700,Viaduct Minor Tower,147,1,2field,407
"614647,0:2046477130::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69474700,Viaduct Minor Tower,135,1,2field,399
"614647,0:2046477140::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69464700,"Rauh Ancient Ruins, East",175,0,2field,354
"614647,0:2046477150::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69464700,"Rauh Ancient Ruins, East",81,1,2field,258
"614647,0:2046477160::",rauhruins_limited,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69464700,"Rauh Ancient Ruins, East",41,1,2field,194
"614747,0:2046477700::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69474700,Viaduct Minor Tower,94,1,2field,360
"614647,0:2046477720::",rauhruins_limited,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69464700,"Rauh Ancient Ruins, East",157,1,2field,273
"614647,0:2046477750::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69464700,"Rauh Ancient Ruins, East",16,1,2field,213
"614647,0:2046477950::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69464700,"Rauh Ancient Ruins, East",138,1,2field,325
"614647,0:2046477955::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69464700,"Rauh Ancient Ruins, East",213,0,2field,408
"614647,0:2046477960::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69464700,"Rauh Ancient Ruins, East",116,1,2field,307
"614647,0:2046477970::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69454700,Ravine North,199,0,2field,188
"614648,0:2046487000::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69474700,Viaduct Minor Tower,234,0,2field,445
"614648,0:2046487010::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69474700,Viaduct Minor Tower,230,0,2field,487
"614735,0:2047357000::",cerulean,Mountaintops of the Giants,Ghostflame Dragon and Skeletons,68473600,The Fissure,113,1,2field,693
"614736,0:2047367000::",cerulean,Mountaintops of the Giants,Ghostflame Dragon and Skeletons,68473600,The Fissure,244,0,2field,512
"614736,0:2047367010::",cerulean,Mountaintops of the Giants,Ghostflame Dragon and Skeletons,68473600,The Fissure,25,1,2field,666
"614737,0:2047377000::",cerulean,Mountaintops of the Giants,Ghostflame Dragon and Skeletons,68483700,Cerulean Coast Cross,260,0,2field,330
"614738,0:2047387000::",cerulean,Mountaintops of the Giants,Death Rite Bird,68463900,Cerulean Coast West,158,1,2field,291
"614738,0:2047387010::",cerulean,Mountaintops of the Giants,Ghostflame Dragon and Skeletons,68483900,Cerulean Coast,166,0,2field,113
"614739,0:2047397000::",cerulean,Mountaintops of the Giants,Death Rite Bird,68483900,Cerulean Coast,144,1,2field,18
"614739,0:2047397040::",charo,Mountaintops of the Giants,Death Rite Bird,68483900,Cerulean Coast,235,0,2field,116
"614739,0:2047397050::",charo,Mountaintops of the Giants,Death Rite Bird,68463900,Cerulean Coast West,225,0,2field,206
"614739,0:2047397080::",cerulean,Mountaintops of the Giants,Death Rite Bird,68483900,Cerulean Coast,164,0,2field,182
"614739,0:2047397090::",cerulean,Mountaintops of the Giants,Death Rite Bird,68483900,Cerulean Coast,241,0,2field,139
"614739,0:2047397995::",cerulean,Mountaintops of the Giants,Death Rite Bird,68463900,Cerulean Coast West,251,0,2field,155
"614740,0:2047407000::",gravesite,Mountaintops of the Giants,Death Rite Bird,61464000,Gravesite Plain,296,0,2field,219
"614740,0:2047407010::",gravesite,Mountaintops of the Giants,Death Rite Bird,68474101,Ellac River Downstream,297,0,2field,225
"614740,0:2047407020::",gravesite,Mountaintops of the Giants,Death Rite Bird,68474101,Ellac River Downstream,291,0,2field,234
"614740,0:2047407030::",gravesite,Mountaintops of the Giants,Death Rite Bird,61464000,Gravesite Plain,146,1,2field,203
"614740,0:2047407100::",cerulean,Mountaintops of the Giants,Death Rite Bird,68463900,Cerulean Coast West,320,0,2field,191
"614741,0:2047407710::",gravesite,Mountaintops of the Giants,Jagged Peak Drake Boss,61474100,Scorched Ruins,199,0,2field,534
"614740,0:2047407900::",gravesite,Mountaintops of the Giants,Death Rite Bird,61464000,Gravesite Plain,223,0,2field,271
"614741,0:2047417000::",gravesite,Mountaintops of the Giants,Demi-Human Queen Marigga,61474100,Scorched Ruins,57,1,2field,377
"614741,0:2047417010::",gravesite,Mountaintops of the Giants,Demi-Human Queen Marigga,61474100,Scorched Ruins,90,1,2field,334
"614741,0:2047417020::",gravesite,Mountaintops of the Giants,Demi-Human Queen Marigga,61474100,Scorched Ruins,88,1,2field,339
"614741,0:2047417030::",gravesite,Mountaintops of the Giants,Demi-Human Queen Marigga,61474100,Scorched Ruins,79,1,2field,401
"614741,0:2047417060::",gravesite,Mountaintops of the Giants,Demi-Human Queen Marigga,61474100,Scorched Ruins,98,1,2field,490
"614741,0:2047417100::",ellac,Mountaintops of the Giants,Demi-Human Queen Marigga,68474101,Ellac River Downstream,39,1,2field,502
"614741,0:2047417110::",ellac,Mountaintops of the Giants,Death Rite Bird,68474101,Ellac River Downstream,121,1,2field,413
"614741,0:2047417700::",gravesite,Mountaintops of the Giants,Death Rite Bird,61474100,Scorched Ruins,223,0,2field,398
"614741,0:2047417800::",gravesite,Mountaintops of the Giants,Demi-Human Queen Marigga,61474100,Scorched Ruins,48,1,2field,406
"614741,0:2047417995::",gravesite,Mountaintops of the Giants,Demi-Human Queen Marigga,61474100,Scorched Ruins,93,1,2field,492
"614742,0:2047427000::",gravesite,Mountaintops of the Giants,Black Knight Garrew,61474300,Ellac River Cave,161,0,2field,494
"614742,0:2047427030::",ellac,Mountaintops of the Giants,Demi-Human Queen Marigga,68474101,Ellac River Downstream,171,0,2field,587
"614742,0:2047427040::",ellac,Mountaintops of the Giants,Black Knight Edredd,61474300,Ellac River Cave,201,0,2field,550
"614742,0:2047427700::",gravesite,Mountaintops of the Giants,Black Knight Edredd,61474100,Scorched Ruins,201,0,2field,605
"614742,0:2047427950::",ellac,Mountaintops of the Giants,Black Knight Edredd,61474300,Ellac River Cave,208,0,2field,549
"614743,0:2047437000::",gravesite,Mountaintops of the Giants,Ghostflame Dragon Boss,61484401,Castle-Lord's Chamber,179,0,2field,322
"614743,0:2047437010::",gravesite,Mountaintops of the Giants,Black Knight Garrew,61474400,Castle Front,132,1,2field,306
"614743,0:2047437020::",gravesite,Mountaintops of the Giants,Black Knight Garrew,61474400,Castle Front,123,1,2field,296
"614743,0:2047437030::",gravesite,Mountaintops of the Giants,Black Knight Garrew,61474400,Castle Front,199,0,2field,328
"614743,0:2047437040::",ellac,Mountaintops of the Giants,Black Knight Garrew,61474300,Ellac River Cave,181,0,2field,353
"614743,0:2047437700::",ellac,Mountaintops of the Giants,Black Knight Garrew,61474300,Ellac River Cave,33,1,2field,403
"614744,0:2047447010::",ensis,Mountaintops of the Giants,Black Knight Garrew,61474400,Castle Front,61,1,2field,125
"614744,0:2047447020::",ensis,Mountaintops of the Giants,Black Knight Garrew,61474400,Castle Front,103,1,2field,79
"614744,0:2047447030::",ensis,Mountaintops of the Giants,Black Knight Garrew,61474401,Castle Ensis Checkpoint,83,1,2field,105
"614744,0:2047447040::",ensis,Mountaintops of the Giants,Black Knight Garrew,61474401,Castle Ensis Checkpoint,57,1,2field,63
"614744,0:2047447050::",ensis,Mountaintops of the Giants,Black Knight Garrew,61474401,Castle Ensis Checkpoint,30,1,2field,94
"614744,0:2047447060::",ensis,Mountaintops of the Giants,Black Knight Garrew,61474401,Castle Ensis Checkpoint,45,1,2field,105
"614744,0:2047447070::",ensis,Mountaintops of the Giants,Black Knight Garrew,61474401,Castle Ensis Checkpoint,92,1,2field,138
"614744,0:2047447080::",ensis,Mountaintops of the Giants,Black Knight Garrew,61484400,Ensis Moongazing Grounds,95,1,2field,193
"614744,0:2047447090::",ensis,Mountaintops of the Giants,Black Knight Garrew,61474401,Castle Ensis Checkpoint,136,1,2field,204
"614744,0:2047447100::",ensis,Mountaintops of the Giants,Black Knight Garrew,61474400,Castle Front,134,1,2field,223
"614744,0:2047447110::",ensis,Mountaintops of the Giants,Black Knight Garrew,61474400,Castle Front,146,1,2field,225
"614744,0:2047447120::",ensis,Mountaintops of the Giants,Black Knight Garrew,61484401,Castle-Lord's Chamber,148,1,2field,244
"614744,0:2047447130::",ensis,Mountaintops of the Giants,Black Knight Garrew,61474401,Castle Ensis Checkpoint,11,1,2field,104
"614744,0:2047447140::",ensis,Mountaintops of the Giants,Black Knight Garrew,61474401,Castle Ensis Checkpoint,52,1,2field,123
"614744,0:2047447150::",ensis,Mountaintops of the Giants,Black Knight Garrew,61474401,Castle Ensis Checkpoint,53,1,2field,77
"614744,0:2047447160::",ensis,Mountaintops of the Giants,Black Knight Garrew,61474400,Castle Front,131,1,2field,214
"614744,0:2047447170::",ensis,Mountaintops of the Giants,Black Knight Garrew,61484400,Ensis Moongazing Grounds,109,1,2field,209
"614744,0:2047447190::",gravesite,Mountaintops of the Giants,Black Knight Garrew,61474400,Castle Front,104,1,2field,123
"614744,0:2047447200::",ensis,Mountaintops of the Giants,Black Knight Garrew,61474401,Castle Ensis Checkpoint,50,1,2field,163
"614744,0:2047447210::",ensis,Mountaintops of the Giants,Black Knight Garrew,61474401,Castle Ensis Checkpoint,41,1,2field,124
"614744,0:2047447600::",ensis,Mountaintops of the Giants,Black Knight Garrew,61474401,Castle Ensis Checkpoint,89,1,2field,121
"614744,0:2047447610::",ensis,Mountaintops of the Giants,Black Knight Garrew,61474401,Castle Ensis Checkpoint,92,1,2field,131
"614744,0:2047447620::",scadualtus,Mountaintops of the Giants,Black Knight Garrew,61474401,Castle Ensis Checkpoint,28,1,2field,125
"614744,0:2047447700::",ensis,Mountaintops of the Giants,Black Knight Garrew,61484401,Castle-Lord's Chamber,155,1,2field,233
"614744,0:2047447710::",ensis,Mountaintops of the Giants,Black Knight Garrew,61474401,Castle Ensis Checkpoint,16,1,2field,120
"614744,0:2047447720::",ensis,Mountaintops of the Giants,Black Knight Garrew,61474401,Castle Ensis Checkpoint,8,1,2field,120
"614744,0:2047447730::",scadualtus,Mountaintops of the Giants,Black Knight Garrew,61474401,Castle Ensis Checkpoint,68,1,2field,109
"614744,0:2047447750::",gravesite,Mountaintops of the Giants,Black Knight Garrew,61474400,Castle Front,29,1,2field,205
"614744,0:2047447800::",ensis,Mountaintops of the Giants,Black Knight Garrew,61474401,Castle Ensis Checkpoint,97,1,2field,74
"614744,0:2047447820::",scadualtus,Mountaintops of the Giants,Black Knight Garrew,61474401,Castle Ensis Checkpoint,51,1,2field,147
"614744,0:2047447830::",ensis,Mountaintops of the Giants,Black Knight Garrew,61474401,Castle Ensis Checkpoint,132,1,2field,212
"614744,0:2047447840::",gravesite,Mountaintops of the Giants,Black Knight Garrew,61474400,Castle Front,75,1,2field,253
"614745,0:2047457000::",gravesite,Mountaintops of the Giants,Black Knight Garrew,69474500,"Scadu Altus, West",126,1,2field,59
"614745,0:2047457010::",gravesite,Mountaintops of the Giants,Black Knight Garrew,69474500,"Scadu Altus, West",121,1,2field,81
"614745,0:2047457020::",ensis_fort,Mountaintops of the Giants,Black Knight Garrew,69474500,"Scadu Altus, West",120,1,2field,41
"614745,0:2047457040::",ensis_fort,Mountaintops of the Giants,Black Knight Garrew,69474500,"Scadu Altus, West",101,1,2field,34
"614745,0:2047457070::",ensis_fort,Mountaintops of the Giants,Black Knight Garrew,69474500,"Scadu Altus, West",94,1,2field,50
"614745,0:2047457080::",ensis_fort,Mountaintops of the Giants,Black Knight Garrew,69474500,"Scadu Altus, West",78,1,2field,66
"614744,0:2047457180::",scadualtus,Mountaintops of the Giants,Black Knight Garrew,61474401,Castle Ensis Checkpoint,56,1,2field,58
"614745,0:2047457800::",scadualtus,Mountaintops of the Giants,Black Knight Garrew,69474500,"Scadu Altus, West",163,0,2field,241
"614745,0:2047457900::",ensis_fort,Mountaintops of the Giants,Black Knight Garrew,69474500,"Scadu Altus, West",74,1,2field,68
"614745,0:2047457910::",ensis_fort,Mountaintops of the Giants,Black Knight Garrew,69474500,"Scadu Altus, West",111,1,2field,21
"614745,0:2047457920::",ensis_fort,Mountaintops of the Giants,Black Knight Garrew,69474500,"Scadu Altus, West",99,1,2field,2
"614746,0:2047467000::",scadualtus,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69474500,"Scadu Altus, West",240,0,2field,307
"614746,0:2047467010::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69484700,Ancient Ruins Base,152,1,2field,375
"614746,0:2047467030::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69484700,Ancient Ruins Base,86,1,2field,438
"614746,0:2047467500::",scadualtus,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69474500,"Scadu Altus, West",259,0,2field,303
"614647,0:2047477000::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69464700,"Rauh Ancient Ruins, East",19,1,2field,215
"614747,0:2047477010::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69474700,Viaduct Minor Tower,78,1,2field,476
"614747,0:2047477020::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69474700,Viaduct Minor Tower,162,0,2field,361
"614747,0:2047477030::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69484700,Ancient Ruins Base,233,0,2field,424
"614747,0:2047477040::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69484700,Ancient Ruins Base,212,0,2field,558
"614747,0:2047477050::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69484700,Ancient Ruins Base,226,0,2field,572
"614747,0:2047477070::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69484700,Ancient Ruins Base,223,0,2field,470
"614747,0:2047477900::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69484700,Ancient Ruins Base,133,1,2field,432
"614747,0:2047477950::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69484700,Ancient Ruins Base,194,0,2field,545
"614747,0:2047477995::",rauhbase,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69484700,Ancient Ruins Base,235,0,2field,431
"614837,0:2048377010::",cerulean,Mountaintops of the Giants,Ghostflame Dragon and Skeletons,68483700,Cerulean Coast Cross,130,1,2field,246
"614837,0:2048377020::",cerulean,Mountaintops of the Giants,Ghostflame Dragon and Skeletons,68483700,Cerulean Coast Cross,177,0,2field,285
"614837,0:2048377030::",cerulean,Mountaintops of the Giants,Ghostflame Dragon and Skeletons,68483700,Cerulean Coast Cross,247,0,2field,139
"614837,0:2048377050::",cerulean,Mountaintops of the Giants,Ghostflame Dragon and Skeletons,68483700,Cerulean Coast Cross,11,1,2field,371
"614838,0:2048387000::",cerulean,Mountaintops of the Giants,Ghostflame Dragon and Skeletons,68483900,Cerulean Coast,283,0,2field,72
"614838,0:2048387010::",cerulean,Mountaintops of the Giants,Ghostflame Dragon and Skeletons,68483700,Cerulean Coast Cross,285,0,2field,139
"614838,0:2048387030::",charo,Mountaintops of the Giants,Ghostflame Dragon and Skeletons,68483901,Charo's Hidden Grave,210,0,2field,72
"614839,0:2048397000::",cerulean,Mountaintops of the Giants,Ghostflame Dragon and Skeletons,68483900,Cerulean Coast,210,0,2field,10
