kind	group	flag	ap_ids	name	status	region	maps	evidence	sites	graces	note	question
region	ground-m61_48_41	2048417980	7773475	Jagged Peak :: Black Steel Greathammer - m61_48_41, may be sweep-granted by Jagged Peak Drake (m61_49_41) [f2048417980]	review	Jagged Peak	m61_48_41		m61_48_41:event:lot2048410980		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_48_44	2048447010	7773485	Ensis :: Shadow Realm Rune [2] - near Castle-Lord's Chamber, may be sweep-granted by Rellana, Twin Moon Knight (m61_48_44) [f2048447010]	review	Ensis	m61_48_44	tile-default buckets=68200	m61_48_44:treasure:lot2048440010	Castle-Lord's Chamber via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_48_44	2048447020	7773486	Ensis :: Hefty Beast Bone - near Castle-Lord's Chamber, may be sweep-granted by Rellana, Twin Moon Knight (m61_48_44) [f2048447020]	review	Ensis	m61_48_44	tile-default buckets=68200	m61_48_44:treasure:lot2048440020	Castle-Lord's Chamber via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_48_44	2048447040	7773488	Ensis :: Lump of Flesh - near Castle-Lord's Chamber, may be sweep-granted by Rellana, Twin Moon Knight (m61_48_44) [f2048447040]	review	Ensis	m61_48_44	tile-default buckets=68200	m61_48_44:treasure:lot2048440040	Castle-Lord's Chamber via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_48_44	2048447080	7773492	Ensis :: Ghost Glovewort [7] - near Castle-Lord's Chamber, may be sweep-granted by Rellana, Twin Moon Knight (m61_48_44) [f2048447080]	review	Ensis	m61_48_44	seam:プレイ領域 6900000 {2}@4.8m buckets=69000	m61_48_44:treasure:lot2048440080	Castle-Lord's Chamber via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_48_44	2048447500	7773493	Ensis :: Scadutree Fragment - near Highroad Cross, may be sweep-granted by Rellana, Twin Moon Knight (m61_48_44) [f2048447500]	review	Ensis	m61_48_44	tile-default buckets=69000	m61_48_44:treasure:lot2048440500	Highroad Cross via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_49_42	2049427700	7773516	Jagged Peak :: Swollen Grape - m61_49_42 (1), may be sweep-granted by Jagged Peak Drake (m61_49_41) [f2049427700]	review	Jagged Peak	m61_49_42		m61_49_42:event:lot2049420700		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_49_42	2049427720	7773517	Jagged Peak :: Swollen Grape - m61_49_42 (2), may be sweep-granted by Jagged Peak Drake (m61_49_41) [f2049427720]	review	Jagged Peak	m61_49_42		m61_49_42:event:lot2049420720		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_50_40	2050407000	7773579	Shadow Keep :: Ring the Finger Ruins of Dheo bell - m61_50_40 [f2050407000]	review	Shadow Keep	m61_50_40		m61_50_40:event:lot2050400000		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_50_41	2050417010	7773580	Scadu Altus :: Clarifying Boluses - near Abyssal Woods, may be sweep-granted by Dryleaf Dane (m61_50_43) [f2050417010]	review	Scadu Altus	m61_50_41	none buckets=-	m61_50_41:treasure:lot2050410010	Abyssal Woods via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_50_41	2050417700	7773581	Scadu Altus :: Swollen Grape - m61_50_41, may be sweep-granted by Jori, Elder Inquisitor (m61_52_43) [f2050417700]	review	Scadu Altus	m61_50_41		m61_50_41:event:lot2050410700		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_50_46	2050467500	7773613	Shadow Keep :: Furnace Visage - m61_50_46 (1), may be sweep-granted by Tree Sentinel (m61_50_47) [f2050467500]	review	Shadow Keep	m61_50_46		m61_50_46:event:lot2050460500		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_50_46	2050467510	7773614	Shadow Keep :: Furnace Visage - m61_50_46 (2), may be sweep-granted by Tree Sentinel (m61_50_47) [f2050467510]	review	Shadow Keep	m61_50_46		m61_50_46:event:lot2050460510		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_51_41	2051417000	7773624	Scadu Altus :: Ghost Glovewort [9] - near Church Ruins, may be sweep-granted by Black Knight Edredd (m61_49_43) [f2051417000]	review	Scadu Altus	m61_51_41	none buckets=-	m61_51_41:treasure:lot2051410000	Church Ruins via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_51_41	2051417700	7773625	Scadu Altus :: Aged One's Exultation - m61_51_41, may be sweep-granted by Dryleaf Dane (m61_50_43) [f2051417700]	review	Scadu Altus	m61_51_41		m61_51_41:event:lot2051410700		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_51_41	2051417710	7773626	Scadu Altus :: Swollen Grape - m61_51_41, may be sweep-granted by Jori, Elder Inquisitor (m61_52_43) [f2051417710]	review	Scadu Altus	m61_51_41		m61_51_41:event:lot2051410710		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_51_46	2051467020	7773635	Scadu Altus :: Spellmachinist's Bell Bearing - near Church District Highroad, may be sweep-granted by Rakshasa (m61_51_44) [f2051467020]	confirmed	Scadu Altus	m61_51_46	volume:マルチプレイ領域 6902000 buckets=69020	m61_51_46:treasure:lot2051460020	Church District Highroad via=	All available placement maps covered by exact point-in-volume rows agreeing with the current region.	
region	ground-m61_51_47	2051477010	7773638	Scadu Altus :: Shadow Sunflower - near Hinterland Bridge, may be sweep-granted by Ralva the Great Red Bear (m61_49_45) [f2051477010]	review	Scadu Altus	m61_51_47	none buckets=-	m61_51_47:treasure:lot2051470010	Hinterland Bridge via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_51_47	2051477020	7773639	Scadu Altus :: Pearlescent Scale - near Hinterland Bridge, may be sweep-granted by Ralva the Great Red Bear (m61_49_45) [f2051477020]	review	Scadu Altus	m61_51_47	none buckets=-	m61_51_47:treasure:lot2051470020	Hinterland Bridge via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_51_47	2051477030	7773640	Scadu Altus :: Fingerprint Nostrum - near Hinterland Bridge, may be sweep-granted by Ralva the Great Red Bear (m61_49_45) [f2051477030]	review	Scadu Altus	m61_51_47	none buckets=-	m61_51_47:treasure:lot2051470030	Hinterland Bridge via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_52_42	2052427500	7773646	Scadu Altus :: Madding Hand - m61_52_42, may be sweep-granted by Jori, Elder Inquisitor (m61_52_43) [f2052427500]	review	Scadu Altus	m61_52_42		m61_52_42:event:lot2052420500		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
acquisition	sweep-backed-60430	60430	7770021	Liurnia :: Memory Stone - near Manor Lower Level, may be sweep-granted by Glintstone Dragon Adula (m60_34_50) [f60430]	review	Liurnia	m60_34_50	"sweep owners {""7770021"": [1034500800]}"			Every AP sibling has a generated sweep route; this is not a proof of the vanilla hand route or of runtime availability.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	hand-route-60500	60500	7770025	Roundtable Hold :: Talisman Pouch - from Twin Maiden Husks [f60500]	review	Roundtable Hold		sweep owners {}	talk/m11_10_00_00-only/t102001110.py:t102001110_x3:lot101100; talk/m11_10_00_00-only/t102001110.py:t102001110_x40:lot101100		At least one AP sibling has no generated sweep fallback; prioritize complete hand-route and permanent-loss review.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	hand-route-65430	65430	7773683	Scadu Altus :: Cerulean-Sapping Cracked Tear [f65430]	review	Scadu Altus		sweep owners {}			Furnace-golem family lacks c4900 placement evidence in the bundle; needs targeted game-data extraction or live observation, not an invented boss prerequisite.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	hand-route-65450	65450	7773685	Scadu Altus :: Bloodsucking Cracked Tear [f65450]	review	Scadu Altus		sweep owners {}			Furnace-golem family lacks c4900 placement evidence in the bundle; needs targeted game-data extraction or live observation, not an invented boss prerequisite.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	hand-route-65460	65460	7773686	Gravesite :: Glovewort Crystal Tear [f65460]	review	Gravesite		sweep owners {}			Furnace-golem family lacks c4900 placement evidence in the bundle; needs targeted game-data extraction or live observation, not an invented boss prerequisite.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	hand-route-400031	400031	7770557	Liurnia :: Lord of Blood's Favor - m10_01 (1) [f400031]	review	Liurnia		sweep owners {}	talk/m60_00_00_00-only/t301006000.py:t301006000_x54:lot100310		At least one AP sibling has no generated sweep fallback; prioritize complete hand-route and permanent-loss review.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	sweep-backed-400036	400036	7770559	Mohgwyn :: Festering Bloody Finger - around Palace Approach Ledge-Road, may be sweep-granted by Mohg, Lord of Blood (m12_05) [f400036]	review	Mohgwyn	m60_35_44;m60_42_36	"sweep owners {""7770559"": [12050800]}"			Every AP sibling has a generated sweep route; this is not a proof of the vanilla hand route or of runtime availability.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	sweep-backed-400050	400050	7770561	Limgrave :: Grace Mimic - around Waypoint Ruins Cellar, may be sweep-granted by Mad Pumpkin Head (m60_44_36) [f400050]	review	Limgrave		"sweep owners {""7770561"": [1044360800]}"	talk/m10_00_00_00-only/t302001000.py:t302001000_x3:lot100500; talk/m10_00_00_00-only/t302001000.py:t302001000_x47:lot100500; talk/m10_00_00_00-only/t302011000.py:t302011000_x3:lot100500; talk/m10_00_00_00-only/t302011000.py:t302011000_x46:lot100500; talk/m10_00_00_00-only/t302021000.py:t302021000_x3:lot100500; talk/m10_00_00_00-only/t302021000.py:t302021000_x46:lot100500; talk/m10_00_00_00-only/t302031000.py:t302031000_x3:lot100500; talk/m10_00_00_00-only/t302031000.py:t302031000_x47:lot100500; talk/m10_00_00_00-only/t302041000.py:t302041000_x3:lot100500; talk/m10_00_00_00-only/t302041000.py:t302041000_x46:lot100500; talk/m10_00_00_00-only/t302051000.py:t302051000_x3:lot100500; talk/m10_00_00_00-only/t302051000.py:t302051000_x47:lot100500; talk/m10_00_00_00-only/t302061000.py:t302061000_x3:lot100500; talk/m10_00_00_00-only/t302061000.py:t302061000_x47:lot100500		Every AP sibling has a generated sweep route; this is not a proof of the vanilla hand route or of runtime availability.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	sweep-backed-400051	400051	7773703	Stormveil :: Gostoc's Bell Bearing - around Castleward Tunnel, may be sweep-granted by Godrick the Grafted (m10_00) [f400051]	review	Stormveil	m10_00	"sweep owners {""7773703"": [10000800]}"			Every AP sibling has a generated sweep route; this is not a proof of the vanilla hand route or of runtime availability.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	sweep-backed-400073	400073	7770566	Mt. Gelmir :: Letter from Volcano Manor - around Volcano Manor (1), may be sweep-granted by Abductor Virgin (Swinging Sickle) (m16_00) [f400073]	review	Mt. Gelmir	m16_00	"sweep owners {""7770566"": [16000860]}"	m16_00_00_00.emevd.dcx.js:90005750:lot100730		Every AP sibling has a generated sweep route; this is not a proof of the vanilla hand route or of runtime availability.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	sweep-backed-400074	400074	7770567	Mt. Gelmir :: Letter from Volcano Manor - around Volcano Manor (2), may be sweep-granted by Rykard, Lord of Blasphemy (m16_00) [f400074]	review	Mt. Gelmir	m16_00	"sweep owners {""7770567"": [16000800]}"	m16_00_00_00.emevd.dcx.js:90005750:lot100740		Every AP sibling has a generated sweep route; this is not a proof of the vanilla hand route or of runtime availability.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	sweep-backed-400075	400075	7770568	Mt. Gelmir :: Red Letter - around Volcano Manor, may be sweep-granted by Godskin Noble (m16_00) [f400075]	review	Mt. Gelmir	m16_00	"sweep owners {""7770568"": [16000850]}"	m16_00_00_00.emevd.dcx.js:90005750:lot100750		Every AP sibling has a generated sweep route; this is not a proof of the vanilla hand route or of runtime availability.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	sweep-backed-400090	400090	7773705	Mt. Gelmir :: Volcano Manor Invitation - around Volcano Manor, may be sweep-granted by Rykard, Lord of Blasphemy (m16_00) [f400090]	review	Mt. Gelmir		"sweep owners {""7773705"": [16000800]}"	talk/m16_00_00_00-only/t313001600.py:t313001600_x15:lot100900; talk/m16_00_00_00-only/t313001600.py:t313001600_x31:lot100900; talk/m60_00_00_00-only/t313006000.py:t313006000_x15:lot100900; talk/m60_00_00_00-only/t313006000.py:t313006000_x31:lot100900		Every AP sibling has a generated sweep route; this is not a proof of the vanilla hand route or of runtime availability.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	sweep-backed-400148	400148	7770576;7900008;7900009;7900010;7900011	Liurnia :: Seluvis's Bell Bearing - near Royal Moongazing Grounds, may be sweep-granted by Glintstone Dragon Adula (m60_34_50) [f400148] / Liurnia :: Preceptor's Big Hat - near Royal Moongazing Grounds, may be sweep-granted by Glintstone Dragon Adula (m60_34_50) [f400148] / Liurnia :: Preceptor's Long Gown - near Royal Moongazing Grounds, may be sweep-granted by Glintstone Dragon Adula (m60_34_50) [f400148] / Liurnia :: Preceptor's Gloves - near Royal Moongazing Grounds, may be sweep-granted by Glintstone Dragon Adula (m60_34_50) [f400148] / Liurnia :: Preceptor's Trousers - near Royal Moongazing Grounds, may be sweep-granted by Glintstone Dragon Adula (m60_34_50) [f400148]	review	Liurnia	m60_34_50	"sweep owners {""7770576"": [1034500800], ""7900008"": [1034500800], ""7900009"": [1034500800], ""7900010"": [1034500800], ""7900011"": [1034500800]}"	m60_34_50_00.emevd.dcx.js:90005750:lot101480		Every AP sibling has a generated sweep route; this is not a proof of the vanilla hand route or of runtime availability.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	sweep-backed-400149	400149	7770577	Liurnia :: Pidia's Bell Bearing - near Royal Moongazing Grounds, may be sweep-granted by Royal Knight Loretta (m60_35_50) [f400149]	review	Liurnia	m60_35_50	"sweep owners {""7770577"": [1035500800]}"	m60_35_50_00.emevd.dcx.js:90005750:lot101490; m60_35_50_00.emevd.dcx.js:90005750:lot101495		Every AP sibling has a generated sweep route; this is not a proof of the vanilla hand route or of runtime availability.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	hand-route-400159	400159	7773710	Ainsel River :: Discarded Palace Key [f400159]	review	Ainsel River		sweep owners {}	common.emevd.dcx.js:3050:lot101590		Existing questline_check_gates requires Miniature Ranni for the Baleful Shadow reward when item_shuffle is active; do not restore the bypassed mansion quest chain. Check permanent-loss semantics separately.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	sweep-backed-400163	400163	7770578	Altus :: Nagakiba with Ash of War: Piercing Fang - m60_39_52 (region unconfirmed), may be sweep-granted by Black Knife Assassin (m60_40_52) [f400163]	review	Altus	m60_35_46;m60_39_52;m60_43_35;m60_44_38	"sweep owners {""7770578"": [1040520800]}"	m60_39_52_00.emevd.dcx.js:90005750:lot101630		Every AP sibling has a generated sweep route; this is not a proof of the vanilla hand route or of runtime availability.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	sweep-backed-400164	400164	7773711;7900015;7900016;7900017	Mountaintops of the Giants :: Iron Kasa - around Zamor Ruins, may be sweep-granted by Black Blade Kindred (m60_49_52) [f400164] / Mountaintops of the Giants :: Ronin's Armor - around Zamor Ruins, may be sweep-granted by Black Blade Kindred (m60_49_52) [f400164] / Mountaintops of the Giants :: Ronin's Gauntlets - around Zamor Ruins, may be sweep-granted by Black Blade Kindred (m60_49_52) [f400164] / Mountaintops of the Giants :: Ronin's Greaves - around Zamor Ruins, may be sweep-granted by Black Blade Kindred (m60_49_52) [f400164]	review	Mountaintops of the Giants	m60_49_53	"sweep owners {""7773711"": [1049520800], ""7900015"": [1049520800], ""7900016"": [1049520800], ""7900017"": [1049520800]}"			Every AP sibling has a generated sweep route; this is not a proof of the vanilla hand route or of runtime availability.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	sweep-backed-400175	400175	7770580	Farum Azula :: Warrior Jar Shard - near Starscourge Radahn, may be sweep-granted by Godskin Duo (m13_00) [f400175]	review	Farum Azula	m13_00;m32_07;m60_35_53;m60_39_44;m60_43_39;m60_51_36;m60_52_38	"sweep owners {""7770580"": [13000850]}"			Every AP sibling has a generated sweep route; this is not a proof of the vanilla hand route or of runtime availability.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	sweep-backed-400180	400180	7770581	Mt. Gelmir :: Letter to Patches - around Volcano Manor, may be sweep-granted by Rykard, Lord of Blasphemy (m16_00) [f400180]	review	Mt. Gelmir		"sweep owners {""7770581"": [16000800]}"	talk/m16_00_00_00-only/t309001600.py:t309001600_x28:lot101800; talk/m31_00_00_00-only/t309003100.py:t309003100_x28:lot101800; talk/m60_00_00_00-only/t309006000.py:t309006000_x28:lot101800		Every AP sibling has a generated sweep route; this is not a proof of the vanilla hand route or of runtime availability.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	sweep-backed-400209	400209	7773713;7900019	Liurnia :: Glowstone - around Church of Vows, may be sweep-granted by Bell Bearing Hunter (m60_37_46) [f400209] / Liurnia :: Miriel's Bell Bearing - around Church of Vows, may be sweep-granted by Bell Bearing Hunter (m60_37_46) [f400209]	review	Liurnia	m60_37_46	"sweep owners {""7773713"": [1037460800], ""7900019"": [1037460800]}"			Every AP sibling has a generated sweep route; this is not a proof of the vanilla hand route or of runtime availability.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	hand-route-400220	400220	7773714	Stormveil :: Golden Seed - around Lake-Facing Cliffs (region unconfirmed) [f400220]	review	Stormveil	m10_00;m60_45_38;m60_46_36	sweep owners {}			At least one AP sibling has no generated sweep fallback; prioritize complete hand-route and permanent-loss review.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	sweep-backed-400241	400241	7770586	Liurnia :: Iji's Mirrorhelm - around Road to the Manor, may be sweep-granted by Glintstone Dragon Adula (m60_34_50) [f400241]	review	Liurnia		"sweep owners {""7770586"": [1034500800]}"			Every AP sibling has a generated sweep route; this is not a proof of the vanilla hand route or of runtime availability.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	hand-route-400285	400285	7770591;7900022	Roundtable Hold :: [Incantation] Law of Causality - around Table of Lost Grace [f400285] / Roundtable Hold :: All-Knowing Greaves - around Table of Lost Grace [f400285]	review	Roundtable Hold		sweep owners {}	talk/m11_10_00_00-only/t324001110.py:t324001110_x55:lot102850		Shared flag: map102850 Law of Causality AND map102864 All-Knowing Greaves. A dialogue-only analysis would omit the other collection route; settle the shared-flag acquisition semantics first.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	sweep-backed-400290	400290	7770592	Mt. Gelmir :: Letter to Bernahl - around Volcano Manor, may be sweep-granted by Godskin Noble (m16_00) [f400290]	review	Mt. Gelmir		"sweep owners {""7770592"": [16000850]}"	talk/m16_00_00_00-only/t326001600.py:t326001600_x42:lot102900; talk/m60_00_00_00-only/t326006000.py:t326006000_x12:lot102900		Every AP sibling has a generated sweep route; this is not a proof of the vanilla hand route or of runtime availability.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	sweep-backed-400291	400291	7770593	Mt. Gelmir :: [Sorcery] Gelmir's Fury - around Volcano Manor, may be sweep-granted by Abductor Virgin (Swinging Sickle) (m16_00) [f400291]	review	Mt. Gelmir	m16_00	"sweep owners {""7770593"": [16000860]}"	m16_00_00_00.emevd.dcx.js:90005750:lot102910; talk/m16_00_00_00-only/t326001600.py:t326001600_x42:lot102910; talk/m60_00_00_00-only/t326006000.py:t326006000_x12:lot102910		Every AP sibling has a generated sweep route; this is not a proof of the vanilla hand route or of runtime availability.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	sweep-backed-400292	400292	7770594	Farum Azula :: Blasphemous Claw - around Crumbling Beast Grave, may be sweep-granted by Maliketh, the Black Blade (m13_00) [f400292]	review	Farum Azula	m13_00	"sweep owners {""7770594"": [13000800]}"	m13_00_00_00.emevd.dcx.js:90005792:lot102920		Every AP sibling has a generated sweep route; this is not a proof of the vanilla hand route or of runtime availability.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	hand-route-400309	400309	7770597;7900023;7900024	Caelid :: [Sorcery] Death Lightning - m60_44_52 (region unconfirmed) [f400309] / Caelid :: Blackguard's Iron Mask - m60_44_52 (region unconfirmed) [f400309] / Caelid :: Blackguard's Bell Bearing - m60_44_52 (region unconfirmed) [f400309]	review	Caelid		sweep owners {}			Shared flag spans the Death Lightning and Blackguard item lots. Review every lot route before changing the whole flag; the displayed Caelid region is also unresolved.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	hand-route-400325	400325	7770602	Haligtree :: Somber Ancient Dragon Smithing Stone - around Caelem Ruins [f400325]	review	Haligtree		sweep owners {}			At least one AP sibling has no generated sweep fallback; prioritize complete hand-route and permanent-loss review.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	hand-route-400380	400380	7773732	Roundtable Hold :: Sewer-Gaol Key - around Table of Lost Grace (region unconfirmed) [f400380]	review	Roundtable Hold		sweep owners {}	talk/m11_10_00_00-only/t323001110.py:t323001110_x36:lot103800; talk/m11_10_00_00-only/t323001110.py:t323001110_x3:lot103800		At least one AP sibling has no generated sweep fallback; prioritize complete hand-route and permanent-loss review.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
acquisition	sweep-backed-400401	400401	7770618;7900044;7900045;7900046	Raya Lucaria Academy :: Eccentric's Hood - around Church of the Cuckoo, may be sweep-granted by Rennala, Queen of the Full Moon (m14_00) [f400401] / Raya Lucaria Academy :: Eccentric's Armor - around Church of the Cuckoo, may be sweep-granted by Rennala, Queen of the Full Moon (m14_00) [f400401] / Raya Lucaria Academy :: Eccentric's Manchettes - around Church of the Cuckoo, may be sweep-granted by Red Wolf of Radagon (m14_00) [f400401] / Raya Lucaria Academy :: Eccentric's Breeches - around Church of the Cuckoo, may be sweep-granted by Rennala, Queen of the Full Moon (m14_00) [f400401]	review	Raya Lucaria Academy	m14_00;m60_41_33;m60_51_36	"sweep owners {""7770618"": [14000800], ""7900044"": [14000800], ""7900045"": [14000850], ""7900046"": [14000800]}"	m14_00_00_00.emevd.dcx.js:14000712:lot104010		Every AP sibling has a generated sweep route; this is not a proof of the vanilla hand route or of runtime availability.	Confirm the complete obtainable route, permanent-loss trigger, and whether an AP sweep is the intended fallback. Preserve OR alternatives; do not turn extracted root unions into AND rules.
