evidence_id	claim_id	source_id	stance	value	citation	method	independence_notes	valid_from	valid_to	notes
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774337:region	check:7774337/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Altus"""	greenfield/eldenring/data.py:LOCATIONS['Altus'] ap_id=7774337	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774338:identity	check:7774338/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774338,""flag"":1042547080,""id"":1042547080,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774338 flag=1042547080	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774338:region	check:7774338/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Altus"""	greenfield/eldenring/data.py:LOCATIONS['Altus'] ap_id=7774338	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774339:identity	check:7774339/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774339,""flag"":1042547090,""id"":1042547090,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774339 flag=1042547090	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774339:region	check:7774339/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Altus"""	greenfield/eldenring/data.py:LOCATIONS['Altus'] ap_id=7774339	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774340:identity	check:7774340/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774340,""flag"":1042547100,""id"":1042547100,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774340 flag=1042547100	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774340:region	check:7774340/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Altus"""	greenfield/eldenring/data.py:LOCATIONS['Altus'] ap_id=7774340	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774341:identity	check:7774341/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774341,""flag"":1043327000,""id"":1043327000,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774341 flag=1043327000	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774341:region	check:7774341/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Weeping"""	greenfield/eldenring/data.py:LOCATIONS['Weeping'] ap_id=7774341	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774342:identity	check:7774342/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774342,""flag"":1043327010,""id"":1043327010,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774342 flag=1043327010	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774342:region	check:7774342/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Weeping"""	greenfield/eldenring/data.py:LOCATIONS['Weeping'] ap_id=7774342	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774343:identity	check:7774343/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774343,""flag"":1043327990,""id"":1043327990,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774343 flag=1043327990	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774343:region	check:7774343/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Weeping"""	greenfield/eldenring/data.py:LOCATIONS['Weeping'] ap_id=7774343	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774344:identity	check:7774344/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774344,""flag"":1043337010,""id"":1043337010,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774344 flag=1043337010	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774344:region	check:7774344/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Weeping"""	greenfield/eldenring/data.py:LOCATIONS['Weeping'] ap_id=7774344	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774345:identity	check:7774345/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774345,""flag"":1043357500,""id"":1043357500,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774345 flag=1043357500	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774345:region	check:7774345/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Limgrave"""	greenfield/eldenring/data.py:LOCATIONS['Limgrave'] ap_id=7774345	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774346:identity	check:7774346/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774346,""flag"":1043377010,""id"":1043377010,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774346 flag=1043377010	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774346:region	check:7774346/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Limgrave"""	greenfield/eldenring/data.py:LOCATIONS['Limgrave'] ap_id=7774346	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774347:identity	check:7774347/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774347,""flag"":1043377020,""id"":1043377020,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774347 flag=1043377020	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774347:region	check:7774347/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Limgrave"""	greenfield/eldenring/data.py:LOCATIONS['Limgrave'] ap_id=7774347	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774348:identity	check:7774348/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774348,""flag"":1043397010,""id"":1043397010,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774348 flag=1043397010	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774348:region	check:7774348/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Limgrave"""	greenfield/eldenring/data.py:LOCATIONS['Limgrave'] ap_id=7774348	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774349:identity	check:7774349/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774349,""flag"":1043397020,""id"":1043397020,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774349 flag=1043397020	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774349:region	check:7774349/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Limgrave"""	greenfield/eldenring/data.py:LOCATIONS['Limgrave'] ap_id=7774349	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774350:identity	check:7774350/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774350,""flag"":1043397030,""id"":1043397030,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774350 flag=1043397030	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774350:region	check:7774350/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Limgrave"""	greenfield/eldenring/data.py:LOCATIONS['Limgrave'] ap_id=7774350	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774351:identity	check:7774351/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774351,""flag"":1043397200,""id"":1043397200,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774351 flag=1043397200	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774351:region	check:7774351/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Limgrave"""	greenfield/eldenring/data.py:LOCATIONS['Limgrave'] ap_id=7774351	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774352:identity	check:7774352/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774352,""flag"":1043397500,""id"":1043397500,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774352 flag=1043397500	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774352:region	check:7774352/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Limgrave"""	greenfield/eldenring/data.py:LOCATIONS['Limgrave'] ap_id=7774352	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774353:identity	check:7774353/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774353,""flag"":1043527700,""id"":1043527700,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774353 flag=1043527700	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774353:region	check:7774353/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Altus"""	greenfield/eldenring/data.py:LOCATIONS['Altus'] ap_id=7774353	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774354:identity	check:7774354/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774354,""flag"":1043527750,""id"":1043527750,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774354 flag=1043527750	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774354:region	check:7774354/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Altus"""	greenfield/eldenring/data.py:LOCATIONS['Altus'] ap_id=7774354	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774355:identity	check:7774355/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774355,""flag"":1043527760,""id"":1043527760,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774355 flag=1043527760	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774355:region	check:7774355/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Altus"""	greenfield/eldenring/data.py:LOCATIONS['Altus'] ap_id=7774355	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774356:identity	check:7774356/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774356,""flag"":1043537000,""id"":1043537000,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774356 flag=1043537000	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774356:region	check:7774356/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Altus"""	greenfield/eldenring/data.py:LOCATIONS['Altus'] ap_id=7774356	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774357:identity	check:7774357/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774357,""flag"":1043537010,""id"":1043537010,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774357 flag=1043537010	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774357:region	check:7774357/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Altus"""	greenfield/eldenring/data.py:LOCATIONS['Altus'] ap_id=7774357	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774358:identity	check:7774358/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774358,""flag"":1043537020,""id"":1043537020,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774358 flag=1043537020	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774358:region	check:7774358/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Altus"""	greenfield/eldenring/data.py:LOCATIONS['Altus'] ap_id=7774358	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774359:identity	check:7774359/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774359,""flag"":1043537030,""id"":1043537030,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774359 flag=1043537030	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774359:region	check:7774359/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Altus"""	greenfield/eldenring/data.py:LOCATIONS['Altus'] ap_id=7774359	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774360:identity	check:7774360/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774360,""flag"":1043537040,""id"":1043537040,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774360 flag=1043537040	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774360:region	check:7774360/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Altus"""	greenfield/eldenring/data.py:LOCATIONS['Altus'] ap_id=7774360	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774361:identity	check:7774361/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774361,""flag"":1043537050,""id"":1043537050,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774361 flag=1043537050	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774361:region	check:7774361/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Altus"""	greenfield/eldenring/data.py:LOCATIONS['Altus'] ap_id=7774361	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774362:identity	check:7774362/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774362,""flag"":1043537060,""id"":1043537060,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774362 flag=1043537060	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774362:region	check:7774362/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Altus"""	greenfield/eldenring/data.py:LOCATIONS['Altus'] ap_id=7774362	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774363:identity	check:7774363/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774363,""flag"":1043537070,""id"":1043537070,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774363 flag=1043537070	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774363:region	check:7774363/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Altus"""	greenfield/eldenring/data.py:LOCATIONS['Altus'] ap_id=7774363	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7774364:identity	check:7774364/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7774364,""flag"":1044347010,""id"":1044347010,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7774364 flag=1044347010	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
