check_id	confidence	access_status	external_family_count	external_families	identity_region_lead_ids	basis	limitations
7773746	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773747	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773748	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773749	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773750	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773751	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773752	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773753	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773754	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773755	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773756	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773757	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773758	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773759	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773760	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773761	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773762	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773763	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773764	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773765	trusted_identity_region	unknown	2	gameplay-guide:game8;gameplay-guide:redmaw	game8-igon-embedded-ash-check-7773765;redmaw-embedded-ash-dlc-walkthrough-d18-26-check-7773765	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773766	trusted_identity_region	unknown	2	gameplay-guide:game8;gameplay-wiki:fextralife	fextralife-acquisition-page-28196-revision-757542-check-7773766;game8-458828-check-7773766	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773767	trusted_identity_region	unknown	2	gameplay-guide:game8;gameplay-guide:redmaw	game8-458735-check-7773767;redmaw-embedded-ash-dlc-walkthrough-d8-36-check-7773767	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773768	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773769	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773770	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773771	hold	unknown	1	gameplay-wiki:eldenpedia	eldenpedia-acquisition-page-9245-revision-66913-check-7773771	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773772	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773773	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773774	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773775	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773776	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773777	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773778	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773779	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773780	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773781	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773782	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773783	hold	unknown	1	gameplay-wiki:fextralife	fextralife-page-20529-revision-757453-check-7773783	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773784	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773785	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773786	hold	unknown	1	gameplay-guide:redmaw	redmaw-w11-30-check-7773786	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773787	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773788	trusted_identity_region	unknown	2	gameplay-guide:powerpyx;gameplay-wiki:fextralife	fextralife-page-26820-revision-756519-check-7773788;powerpyx-ainsel-river-check-7773788	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773789	trusted_identity_region	unknown	2	gameplay-guide:game8;gameplay-guide:redmaw	game8-371005-hl_3-check-7773789;redmaw-w46-38-check-7773789	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773790	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773791	trusted_identity_region	unknown	2	gameplay-guide:powerpyx;gameplay-guide:redmaw	powerpyx-mt-gelmir-check-7773791;redmaw-w33-70-check-7773791	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773792	hold	unknown	1	gameplay-wiki:eldenpedia	eldenpedia-page-5397-revision-20687-check-7773792	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773793	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773794	trusted_identity_region	unknown	2	gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	eldenpedia-acquisition-page-8969-revision-99538-check-7773794;eldenpedia-boss-page-9540-revision-97380-check-7773794;fextralife-acquisition-page-21459-revision-752209-check-7773794	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773795	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-12078-revision-45432-check-7773795;redmaw-w33-76-check-7773795	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773796	trusted_identity_region	unknown	2	gameplay-guide:powerpyx;gameplay-wiki:eldenpedia	eldenpedia-boss-page-5165-revision-100147-check-7773796;eldenpedia-page-11071-revision-100731-check-7773796;powerpyx-siofra-river-check-7773796	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773797	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773798	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	fextralife-page-23838-revision-756507-check-7773798;redmaw-w24-56-check-7773798	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773799	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773800	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773801	hold	unknown	1	gameplay-wiki:fextralife	fextralife-page-29228-revision-757931-check-7773801	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773802	hold	unknown	1	gameplay-guide:redmaw	redmaw-w7-21-check-7773802	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773803	hold	unknown	1	gameplay-guide:redmaw	redmaw-w15-27-check-7773803	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773804	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-3438-revision-13564-check-7773804;redmaw-w29-28-check-7773804	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773805	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-4327-revision-16802-check-7773805;redmaw-w21-16-check-7773805	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773806	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-boss-page-7092-revision-100161-check-7773806;eldenpedia-page-2179-revision-8316-check-7773806;redmaw-w39-23-check-7773806	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773807	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-8256-revision-31105-check-7773807;redmaw-w14-78-check-7773807	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773808	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-11126-revision-41948-check-7773808;redmaw-w11-16-check-7773808	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773809	hold	unknown	1	gameplay-guide:redmaw	redmaw-w14-29-check-7773809	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773810	hold	unknown	1	gameplay-guide:redmaw	redmaw-w31-37-check-7773810	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773811	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-boss-page-6357-revision-66972-check-7773811;eldenpedia-page-13821-revision-84374-check-7773811;redmaw-w32-95-check-7773811	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773812	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-10839-revision-40802-check-7773812;redmaw-w34-78-check-7773812	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773813	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-13159-revision-49444-check-7773813;redmaw-w28-17-check-7773813	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773814	hold	unknown	1	gameplay-guide:redmaw	redmaw-w28-70-check-7773814	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773815	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-11147-revision-42019-check-7773815;redmaw-w34-92-check-7773815	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773816	hold	unknown	1	gameplay-guide:redmaw	redmaw-w19-31-check-7773816	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773817	trusted_identity_region	unknown	3	gameplay-guide:redmaw;gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	eldenpedia-page-10763-revision-40416-check-7773817;fextralife-page-22597-revision-757339-check-7773817;redmaw-w19-117-check-7773817	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773818	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-4918-revision-95878-check-7773818;redmaw-w41-30-check-7773818	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773819	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-7425-revision-27931-check-7773819;redmaw-w40-47-check-7773819	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773820	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773821	hold	unknown	1	gameplay-wiki:eldenpedia	eldenpedia-page-10495-revision-39361-check-7773821	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773822	trusted_identity_region	unknown	2	gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	eldenpedia-boss-page-8047-revision-100029-check-7773822;eldenpedia-page-340-revision-1146-check-7773822;fextralife-page-25301-revision-757707-check-7773822	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773823	hold	unknown	1	gameplay-guide:redmaw	redmaw-w6-9-check-7773823	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773824	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-boss-page-3083-revision-100473-check-7773824;redmaw-w5-47-check-7773824	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773825	hold	unknown	1	gameplay-guide:redmaw	redmaw-w10-9-check-7773825	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773826	hold	unknown	1	gameplay-guide:redmaw	redmaw-w10-68-check-7773826	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773827	hold	unknown	1	gameplay-guide:redmaw	redmaw-w12-46-check-7773827	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773828	hold	unknown	1	gameplay-guide:redmaw	redmaw-w32-30-check-7773828	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773829	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-boss-page-1861-revision-7069-check-7773829;eldenpedia-page-7264-revision-27257-check-7773829;redmaw-w32-115-check-7773829	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773830	trusted_identity_region	unknown	3	gameplay-guide:redmaw;gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	eldenpedia-boss-page-1293-revision-65718-check-7773830;eldenpedia-page-565-revision-101157-check-7773830;fextralife-acquisition-page-23258-revision-758345-check-7773830;fextralife-linked-place-page-23258-revision-758345-check-7773830;redmaw-w30-11-check-7773830	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773831	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-62-revision-82794-check-7773831;redmaw-w28-28-check-7773831	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773832	hold	unknown	1	gameplay-guide:redmaw	redmaw-w19-85-check-7773832	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773833	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-4206-revision-16430-check-7773833;redmaw-w41-18-check-7773833	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773834	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-11379-revision-99815-check-7773834;redmaw-w3-87-check-7773834	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773835	hold	unknown	1	gameplay-wiki:eldenpedia	eldenpedia-page-8863-revision-33478-check-7773835	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773836	hold	unknown	1	gameplay-wiki:eldenpedia	eldenpedia-page-11882-revision-99814-check-7773836	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773837	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-8089-revision-30482-check-7773837;redmaw-w40-10-check-7773837	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773838	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-boss-page-7713-revision-66891-check-7773838;eldenpedia-page-62-revision-82794-check-7773838;redmaw-w28-27-check-7773838	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773839	hold	unknown	1	gameplay-guide:redmaw	redmaw-w6-31-check-7773839	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773840	trusted_identity_region	unknown	3	gameplay-guide:powerpyx;gameplay-guide:redmaw;gameplay-wiki:fextralife	fextralife-page-21316-revision-757733-check-7773840;powerpyx-limgrave-check-7773840;redmaw-w4-68-check-7773840	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773841	hold	unknown	1	gameplay-guide:redmaw	redmaw-w3-91-check-7773841	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773842	trusted_identity_region	unknown	3	gameplay-guide:redmaw;gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	eldenpedia-page-14743-revision-55049-check-7773842;fextralife-page-22406-revision-758340-check-7773842;redmaw-w28-88-check-7773842	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773843	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-10313-revision-95453-check-7773843;redmaw-w34-29-check-7773843	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773844	hold	unknown	1	gameplay-guide:redmaw	redmaw-w30-48-check-7773844	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773845	hold	unknown	1	gameplay-wiki:eldenpedia	eldenpedia-repeated-page-8143-revision-30625-check-7773845	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773846	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-7192-revision-27005-check-7773846;redmaw-w20-22-check-7773846	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773847	hold	unknown	1	gameplay-wiki:eldenpedia	eldenpedia-page-5147-revision-19686-check-7773847	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773848	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773849	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773850	trusted_identity_region	unknown	2	gameplay-guide:game8;gameplay-wiki:eldenpedia	eldenpedia-boss-page-5134-revision-65399-check-7773850;eldenpedia-page-17254-revision-84817-check-7773850;game8-460490-check-7773850	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773851	trusted_identity_region	unknown	2	gameplay-guide:game8;gameplay-wiki:eldenpedia	eldenpedia-boss-page-615-revision-68486-check-7773851;game8-458993-check-7773851	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773852	trusted_identity_region	unknown	2	gameplay-guide:game8;gameplay-wiki:eldenpedia	eldenpedia-boss-page-5264-revision-83064-check-7773852;game8-458843-check-7773852	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773853	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773854	trusted_identity_region	unknown	2	gameplay-guide:game8;gameplay-wiki:eldenpedia	eldenpedia-boss-page-261-revision-99777-check-7773854;game8-459626-check-7773854	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773855	trusted_identity_region	unknown	3	gameplay-guide:redmaw;gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	eldenpedia-boss-page-8736-revision-100162-check-7773855;eldenpedia-page-842-revision-68986-check-7773855;fextralife-page-25251-revision-758251-check-7773855;redmaw-w20-2-check-7773855	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773856	hold	unknown	1	gameplay-wiki:eldenpedia	eldenpedia-acquisition-page-13351-revision-100682-check-7773856	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773857	hold	unknown	1	gameplay-guide:redmaw	redmaw-w41-2-check-7773857	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773858	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	fextralife-page-27067-revision-758314-check-7773858;redmaw-w37-24-check-7773858	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773859	hold	unknown	1	gameplay-guide:redmaw	redmaw-w40-3-check-7773859	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773860	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-13752-revision-51433-check-7773860;redmaw-w40-17-check-7773860	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773861	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	fextralife-page-28288-revision-758268-check-7773861;redmaw-w38-75-check-7773861	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773862	hold	unknown	1	gameplay-wiki:eldenpedia	eldenpedia-acquisition-page-13351-revision-100682-check-7773862	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773863	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773864	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773865	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773866	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773867	trusted_identity_region	unknown	2	gameplay-guide:game8;gameplay-wiki:eldenpedia	eldenpedia-boss-page-11984-revision-99785-check-7773867;game8-459841-check-7773867	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773868	trusted_identity_region	unknown	2	gameplay-guide:game8;gameplay-wiki:eldenpedia	eldenpedia-boss-page-547-revision-1946-check-7773868;game8-458707-check-7773868	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773869	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773870	hold	unknown	1	gameplay-wiki:eldenpedia	eldenpedia-boss-page-10823-revision-99698-check-7773870	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773871	hold	unknown	1	gameplay-wiki:eldenpedia	eldenpedia-boss-page-11984-revision-99785-check-7773871	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773872	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773873	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773874	trusted_identity_region	unknown	2	gameplay-guide:game8;gameplay-wiki:fextralife	fextralife-page-21324-revision-756574-check-7773874;game8-458883-check-7773874	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773875	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773876	trusted_identity_region	unknown	2	gameplay-guide:game8;gameplay-wiki:fextralife	fextralife-page-29175-revision-756492-check-7773876;game8-rauh-check-7773876	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773877	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773878	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773879	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773880	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773881	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773882	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	fextralife-page-23176-revision-756906-check-7773882;redmaw-w3-77-check-7773882	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773883	hold	unknown	1	gameplay-guide:redmaw	redmaw-w21-3-check-7773883	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773884	hold	unknown	1	gameplay-guide:redmaw	redmaw-w19-109-check-7773884	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773885	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	fextralife-page-26393-revision-756567-check-7773885;redmaw-w3-56-check-7773885	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773886	hold	unknown	1	gameplay-guide:redmaw	redmaw-w20-28-check-7773886	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7773887	hold	unknown	1	gameplay-guide:redmaw	redmaw-w41-8-check-7773887	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
