param	ordinal	column	type
SignPuddleParam	4	disableParamReserve2	UNKNOWN
SignPuddleParam	5	matchAreaId	UNKNOWN
SignPuddleParam	6	unknown_0x20	UNKNOWN
SignPuddleParam	7	unknown_0x24	UNKNOWN
SignPuddleParam	8	areaNo	UNKNOWN
SignPuddleParam	9	gridXNo	UNKNOWN
SignPuddleParam	10	gridZNo	UNKNOWN
SignPuddleParam	11	pad3	UNKNOWN
SignPuddleParam	12	posX	UNKNOWN
SignPuddleParam	13	posY	UNKNOWN
SignPuddleParam	14	posZ	UNKNOWN
SignPuddleParam	15	signSubCategoryId	UNKNOWN
SignPuddleParam	16	locationTextId	UNKNOWN
SignPuddleParam	17	sortId	UNKNOWN
SignPuddleParam	18	endPad	UNKNOWN
SignPuddleParam	19		UNKNOWN
SignPuddleSubCategoryParam	0	ID	UNKNOWN
SignPuddleSubCategoryParam	1	Name	UNKNOWN
SignPuddleSubCategoryParam	2	startPad	UNKNOWN
SignPuddleSubCategoryParam	3	signPuddleCategoryText	UNKNOWN
SignPuddleSubCategoryParam	4	signPuddleTabId	UNKNOWN
SignPuddleSubCategoryParam	5	unknown_0xa	UNKNOWN
SignPuddleSubCategoryParam	6	endPad	UNKNOWN
SignPuddleSubCategoryParam	7		UNKNOWN
SignPuddleTabParam	0	ID	UNKNOWN
SignPuddleTabParam	1	Name	UNKNOWN
SignPuddleTabParam	2	isDlcTab	UNKNOWN
SignPuddleTabParam	3	tabTextId	UNKNOWN
SignPuddleTabParam	4	unknown_0x8	UNKNOWN
SignPuddleTabParam	5	unknown_0xc	UNKNOWN
SignPuddleTabParam	6		UNKNOWN
SoundAssetSoundObjEnableDistParam	0	ID	UNKNOWN
SoundAssetSoundObjEnableDistParam	1	Name	UNKNOWN
SoundAssetSoundObjEnableDistParam	2	SoundObjEnableDist	UNKNOWN
SoundAssetSoundObjEnableDistParam	3		UNKNOWN
SoundAutoEnvSoundGroupParam	0	ID	UNKNOWN
SoundAutoEnvSoundGroupParam	1	Name	UNKNOWN
SoundAutoEnvSoundGroupParam	2	SoundNo	UNKNOWN
SoundAutoEnvSoundGroupParam	3	ExpandRange	UNKNOWN
SoundAutoEnvSoundGroupParam	4	FollowSpeed	UNKNOWN
SoundAutoEnvSoundGroupParam	5	FollowRate	UNKNOWN
SoundAutoEnvSoundGroupParam	6		UNKNOWN
SoundAutoReverbEvaluationDistParam	0	ID	UNKNOWN
SoundAutoReverbEvaluationDistParam	1	Name	UNKNOWN
SoundAutoReverbEvaluationDistParam	2	NoHitDist	UNKNOWN
SoundAutoReverbEvaluationDistParam	3	isCollectNoHitPoint	UNKNOWN
SoundAutoReverbEvaluationDistParam	4	isCollectOutdoorPoint	UNKNOWN
SoundAutoReverbEvaluationDistParam	5	isCollectFloorPoint	UNKNOWN
SoundAutoReverbEvaluationDistParam	6	distValCalcType	UNKNOWN
SoundAutoReverbEvaluationDistParam	7	enableLifeTime	UNKNOWN
SoundAutoReverbEvaluationDistParam	8	maxDistRecordNum	UNKNOWN
SoundAutoReverbEvaluationDistParam	9	ignoreDistNumForMax	UNKNOWN
SoundAutoReverbEvaluationDistParam	10		UNKNOWN
SoundAutoReverbSelectParam	0	ID	UNKNOWN
SoundAutoReverbSelectParam	1	Name	UNKNOWN
SoundAutoReverbSelectParam	2	reverbType	UNKNOWN
SoundAutoReverbSelectParam	3	AreaNo	UNKNOWN
SoundAutoReverbSelectParam	4	IndoorOutdoor	UNKNOWN
SoundAutoReverbSelectParam	5	useDistNoA	UNKNOWN
SoundAutoReverbSelectParam	6	useDistNoB	UNKNOWN
SoundAutoReverbSelectParam	7	pad0	UNKNOWN
SoundAutoReverbSelectParam	8	DistMinA	UNKNOWN
SoundAutoReverbSelectParam	9	DistMaxA	UNKNOWN
SoundAutoReverbSelectParam	10	DistMinB	UNKNOWN
SoundAutoReverbSelectParam	11	DistMaxB	UNKNOWN
SoundAutoReverbSelectParam	12	NoHitNumMin	UNKNOWN
SoundAutoReverbSelectParam	13		UNKNOWN
SoundChrPhysicsSeParam	0	ID	UNKNOWN
SoundChrPhysicsSeParam	1	Name	UNKNOWN
SoundChrPhysicsSeParam	2	disableParam_NT	UNKNOWN
SoundChrPhysicsSeParam	3	disableParamReserve1	UNKNOWN
SoundChrPhysicsSeParam	4	disableParamReserve2	UNKNOWN
SoundChrPhysicsSeParam	5	ContactLandSeId	UNKNOWN
SoundChrPhysicsSeParam	6	ContactLandAddSeId	UNKNOWN
SoundChrPhysicsSeParam	7	ContactLandPlayNum	UNKNOWN
SoundChrPhysicsSeParam	8	IsEnablePlayCountPerRigid	UNKNOWN
SoundChrPhysicsSeParam	9	pad	UNKNOWN
SoundChrPhysicsSeParam	10	ContactLandMinImpuse	UNKNOWN
SoundChrPhysicsSeParam	11	ContactLandMinSpeed	UNKNOWN
SoundChrPhysicsSeParam	12	ContactPlayerSeId	UNKNOWN
SoundChrPhysicsSeParam	13	ContactPlayerMinImpuse	UNKNOWN
SoundChrPhysicsSeParam	14	ContactPlayerMinSpeed	UNKNOWN
SoundChrPhysicsSeParam	15	ContactCheckRigidIdx0	UNKNOWN
SoundChrPhysicsSeParam	16	ContactCheckRigidIdx1	UNKNOWN
SoundChrPhysicsSeParam	17	ContactCheckRigidIdx2	UNKNOWN
SoundChrPhysicsSeParam	18	ContactCheckRigidIdx3	UNKNOWN
SoundChrPhysicsSeParam	19	ContactCheckRigidIdx4	UNKNOWN
SoundChrPhysicsSeParam	20	ContactCheckRigidIdx5	UNKNOWN
SoundChrPhysicsSeParam	21	ContactCheckRigidIdx6	UNKNOWN
SoundChrPhysicsSeParam	22	ContactCheckRigidIdx7	UNKNOWN
SoundChrPhysicsSeParam	23	ContactCheckRigidIdx8	UNKNOWN
SoundChrPhysicsSeParam	24	ContactCheckRigidIdx9	UNKNOWN
SoundChrPhysicsSeParam	25	ContactCheckRigidIdx10	UNKNOWN
SoundChrPhysicsSeParam	26	ContactCheckRigidIdx11	UNKNOWN
SoundChrPhysicsSeParam	27	ContactCheckRigidIdx12	UNKNOWN
SoundChrPhysicsSeParam	28	ContactCheckRigidIdx13	UNKNOWN
SoundChrPhysicsSeParam	29	ContactCheckRigidIdx14	UNKNOWN
SoundChrPhysicsSeParam	30	ContactCheckRigidIdx15	UNKNOWN
SoundChrPhysicsSeParam	31		UNKNOWN
SoundCommonIngameParam	0	ID	UNKNOWN
SoundCommonIngameParam	1	Name	UNKNOWN
SoundCommonIngameParam	2	ParamKeyStr	UNKNOWN
SoundCommonIngameParam	3	ParamValueStr	UNKNOWN
SoundCommonIngameParam	4		UNKNOWN
SoundCommonSystemParam	0	ID	UNKNOWN
SoundCommonSystemParam	1	Name	UNKNOWN
SoundCommonSystemParam	2	ParamKeyStr	UNKNOWN
SoundCommonSystemParam	3	ParamValueStr	UNKNOWN
SoundCommonSystemParam	4		UNKNOWN
SoundCutsceneParam	0	ID	UNKNOWN
SoundCutsceneParam	1	Name	UNKNOWN
SoundCutsceneParam	2	disableParam_NT	UNKNOWN
SoundCutsceneParam	3	disableParamReserve1	UNKNOWN
SoundCutsceneParam	4	disableParamReserve2	UNKNOWN
SoundCutsceneParam	5	ReverbType	UNKNOWN
SoundCutsceneParam	6	pad0	UNKNOWN
SoundCutsceneParam	7	BgmBehaviorTypeOnStart	UNKNOWN
SoundCutsceneParam	8	OneShotBgmBehaviorOnStart	UNKNOWN
SoundCutsceneParam	9	PostPlaySeId	UNKNOWN
SoundCutsceneParam	10	PostPlaySeIdForSkip	UNKNOWN
SoundCutsceneParam	11	EnterMapMuteStopTimeOnDrawCutscene	UNKNOWN
SoundCutsceneParam	12	unknown_0x18	UNKNOWN
SoundCutsceneParam	13	unknown_0x19	UNKNOWN
SoundCutsceneParam	14	unknown_0x1a	UNKNOWN
SoundCutsceneParam	15	unknown_0x1b	UNKNOWN
SoundCutsceneParam	16	reserved	UNKNOWN
SoundCutsceneParam	17	reserved2	UNKNOWN
SoundCutsceneParam	18		UNKNOWN
SpeedtreeParam	0	ID	UNKNOWN
SpeedtreeParam	1	Name	UNKNOWN
SpeedtreeParam	2	MinFadeLeaf	UNKNOWN
SpeedtreeParam	3	MinFadeFrond	UNKNOWN
SpeedtreeParam	4	MinFadeBranch	UNKNOWN
SpeedtreeParam	5	MinTranslucencyLeaf	UNKNOWN
SpeedtreeParam	6	MaxTranslucencyLeaf	UNKNOWN
SpeedtreeParam	7	MinTranslucencyFrond	UNKNOWN
SpeedtreeParam	8	MaxTranslucencyFrond	UNKNOWN
SpeedtreeParam	9	MinTranslucencyBranch	UNKNOWN
SpeedtreeParam	10	MaxTranslucencyBranch	UNKNOWN
SpeedtreeParam	11	BillboardBackSpecularWeakenParam	UNKNOWN
SpeedtreeParam	12		UNKNOWN
SpEffectParam	0	ID	UNKNOWN
SpEffectParam	1	Name	UNKNOWN
SpEffectParam	2	iconId	UNKNOWN
SpEffectParam	3	conditionHp	UNKNOWN
SpEffectParam	4	effectEndurance	UNKNOWN
SpEffectParam	5	motionInterval	UNKNOWN
SpEffectParam	6	maxHpRate	UNKNOWN
SpEffectParam	7	maxMpRate	UNKNOWN
SpEffectParam	8	maxStaminaRate	UNKNOWN
SpEffectParam	9	slashDamageCutRate	UNKNOWN
SpEffectParam	10	blowDamageCutRate	UNKNOWN
SpEffectParam	11	thrustDamageCutRate	UNKNOWN
SpEffectParam	12	neutralDamageCutRate	UNKNOWN
SpEffectParam	13	magicDamageCutRate	UNKNOWN
SpEffectParam	14	fireDamageCutRate	UNKNOWN
SpEffectParam	15	thunderDamageCutRate	UNKNOWN
SpEffectParam	16	physicsAttackRate	UNKNOWN
SpEffectParam	17	magicAttackRate	UNKNOWN
SpEffectParam	18	fireAttackRate	UNKNOWN
SpEffectParam	19	thunderAttackRate	UNKNOWN
SpEffectParam	20	physicsAttackPowerRate	UNKNOWN
SpEffectParam	21	magicAttackPowerRate	UNKNOWN
SpEffectParam	22	fireAttackPowerRate	UNKNOWN
SpEffectParam	23	thunderAttackPowerRate	UNKNOWN
SpEffectParam	24	physicsAttackPower	UNKNOWN
SpEffectParam	25	magicAttackPower	UNKNOWN
SpEffectParam	26	fireAttackPower	UNKNOWN
SpEffectParam	27	thunderAttackPower	UNKNOWN
SpEffectParam	28	physicsDiffenceRate	UNKNOWN
SpEffectParam	29	magicDiffenceRate	UNKNOWN
SpEffectParam	30	fireDiffenceRate	UNKNOWN
SpEffectParam	31	thunderDiffenceRate	UNKNOWN
SpEffectParam	32	physicsDiffence	UNKNOWN
SpEffectParam	33	magicDiffence	UNKNOWN
SpEffectParam	34	fireDiffence	UNKNOWN
SpEffectParam	35	thunderDiffence	UNKNOWN
SpEffectParam	36	NoGuardDamageRate	UNKNOWN
SpEffectParam	37	vitalSpotChangeRate	UNKNOWN
SpEffectParam	38	normalSpotChangeRate	UNKNOWN
SpEffectParam	39	lookAtTargetPosOffset	UNKNOWN
SpEffectParam	40	behaviorId	UNKNOWN
SpEffectParam	41	changeHpRate	UNKNOWN
SpEffectParam	42	changeHpPoint	UNKNOWN
SpEffectParam	43	changeMpRate	UNKNOWN
SpEffectParam	44	changeMpPoint	UNKNOWN
SpEffectParam	45	mpRecoverChangeSpeed	UNKNOWN
SpEffectParam	46	changeStaminaRate	UNKNOWN
SpEffectParam	47	changeStaminaPoint	UNKNOWN
SpEffectParam	48	staminaRecoverChangeSpeed	UNKNOWN
SpEffectParam	49	magicEffectTimeChange	UNKNOWN
SpEffectParam	50	insideDurability	UNKNOWN
SpEffectParam	51	maxDurability	UNKNOWN
SpEffectParam	52	staminaAttackRate	UNKNOWN
SpEffectParam	53	poizonAttackPower	UNKNOWN
SpEffectParam	54	diseaseAttackPower	UNKNOWN
SpEffectParam	55	bloodAttackPower	UNKNOWN
SpEffectParam	56	curseAttackPower	UNKNOWN
SpEffectParam	57	fallDamageRate	UNKNOWN
SpEffectParam	58	soulRate	UNKNOWN
SpEffectParam	59	equipWeightChangeRate	UNKNOWN
SpEffectParam	60	allItemWeightChangeRate	UNKNOWN
SpEffectParam	61	soul	UNKNOWN
SpEffectParam	62	animIdOffset	UNKNOWN
SpEffectParam	63	haveSoulRate	UNKNOWN
SpEffectParam	64	targetPriority	UNKNOWN
SpEffectParam	65	sightSearchEnemyRate	UNKNOWN
SpEffectParam	66	hearingSearchEnemyRate	UNKNOWN
SpEffectParam	67	grabityRate	UNKNOWN
SpEffectParam	68	registPoizonChangeRate	UNKNOWN
SpEffectParam	69	registDiseaseChangeRate	UNKNOWN
SpEffectParam	70	registBloodChangeRate	UNKNOWN
SpEffectParam	71	registCurseChangeRate	UNKNOWN
SpEffectParam	72	soulStealRate	UNKNOWN
SpEffectParam	73	lifeReductionRate	UNKNOWN
SpEffectParam	74	hpRecoverRate	UNKNOWN
SpEffectParam	75	replaceSpEffectId	UNKNOWN
SpEffectParam	76	cycleOccurrenceSpEffectId	UNKNOWN
SpEffectParam	77	atkOccurrenceSpEffectId	UNKNOWN
SpEffectParam	78	guardDefFlickPowerRate	UNKNOWN
SpEffectParam	79	guardStaminaCutRate	UNKNOWN
SpEffectParam	80	rayCastPassedTime	UNKNOWN
SpEffectParam	81	magicSubCategoryChange1	UNKNOWN
SpEffectParam	82	magicSubCategoryChange2	UNKNOWN
SpEffectParam	83	bowDistRate	UNKNOWN
SpEffectParam	84	spCategory	UNKNOWN
SpEffectParam	85	categoryPriority	UNKNOWN
SpEffectParam	86	saveCategory	UNKNOWN
SpEffectParam	87	changeMagicSlot	UNKNOWN
SpEffectParam	88	changeMiracleSlot	UNKNOWN
SpEffectParam	89	heroPointDamage	UNKNOWN
SpEffectParam	90	defFlickPower	UNKNOWN
SpEffectParam	91	flickDamageCutRate	UNKNOWN
SpEffectParam	92	bloodDamageRate	UNKNOWN
SpEffectParam	93	dmgLv_None	UNKNOWN
SpEffectParam	94	dmgLv_S	UNKNOWN
SpEffectParam	95	dmgLv_M	UNKNOWN
SpEffectParam	96	dmgLv_L	UNKNOWN
SpEffectParam	97	dmgLv_BlowM	UNKNOWN
SpEffectParam	98	dmgLv_Push	UNKNOWN
SpEffectParam	99	dmgLv_Strike	UNKNOWN
SpEffectParam	100	dmgLv_BlowS	UNKNOWN
SpEffectParam	101	dmgLv_Min	UNKNOWN
SpEffectParam	102	dmgLv_Uppercut	UNKNOWN
SpEffectParam	103	dmgLv_BlowLL	UNKNOWN
SpEffectParam	104	dmgLv_Breath	UNKNOWN
SpEffectParam	105	atkAttribute	UNKNOWN
SpEffectParam	106	spAttribute	UNKNOWN
SpEffectParam	107	stateInfo	UNKNOWN
SpEffectParam	108	wepParamChange	UNKNOWN
SpEffectParam	109	moveType	UNKNOWN
SpEffectParam	110	lifeReductionType	UNKNOWN
SpEffectParam	111	throwCondition	UNKNOWN
SpEffectParam	112	addBehaviorJudgeId_condition	UNKNOWN
SpEffectParam	113	freezeDamageRate	UNKNOWN
SpEffectParam	114	effectTargetSelf	UNKNOWN
SpEffectParam	115	effectTargetFriend	UNKNOWN
SpEffectParam	116	effectTargetEnemy	UNKNOWN
SpEffectParam	117	effectTargetPlayer	UNKNOWN
SpEffectParam	118	effectTargetAI	UNKNOWN
SpEffectParam	119	effectTargetLive	UNKNOWN
SpEffectParam	120	effectTargetGhost	UNKNOWN
SpEffectParam	121	disableSleep	UNKNOWN
SpEffectParam	122	disableMadness	UNKNOWN
SpEffectParam	123	effectTargetAttacker	UNKNOWN
SpEffectParam	124	dispIconNonactive	UNKNOWN
SpEffectParam	125	regainGaugeDamage	UNKNOWN
SpEffectParam	126	bAdjustMagicAblity	UNKNOWN
SpEffectParam	127	bAdjustFaithAblity	UNKNOWN
SpEffectParam	128	bGameClearBonus	UNKNOWN
SpEffectParam	129	magParamChange	UNKNOWN
SpEffectParam	130	miracleParamChange	UNKNOWN
SpEffectParam	131	clearSoul	UNKNOWN
SpEffectParam	132	requestSOS	UNKNOWN
SpEffectParam	133	requestBlackSOS	UNKNOWN
SpEffectParam	134	requestForceJoinBlackSOS	UNKNOWN
SpEffectParam	135	requestKickSession	UNKNOWN
SpEffectParam	136	requestLeaveSession	UNKNOWN
SpEffectParam	137	requestNpcInveda	UNKNOWN
SpEffectParam	138	noDead	UNKNOWN
SpEffectParam	139	bCurrHPIndependeMaxHP	UNKNOWN
SpEffectParam	140	corrosionIgnore	UNKNOWN
SpEffectParam	141	sightSearchCutIgnore	UNKNOWN
SpEffectParam	142	hearingSearchCutIgnore	UNKNOWN
SpEffectParam	143	antiMagicIgnore	UNKNOWN
SpEffectParam	144	fakeTargetIgnore	UNKNOWN
SpEffectParam	145	fakeTargetIgnoreUndead	UNKNOWN
SpEffectParam	146	fakeTargetIgnoreAnimal	UNKNOWN
SpEffectParam	147	grabityIgnore	UNKNOWN
SpEffectParam	148	disablePoison	UNKNOWN
SpEffectParam	149	disableDisease	UNKNOWN
SpEffectParam	150	disableBlood	UNKNOWN
SpEffectParam	151	disableCurse	UNKNOWN
SpEffectParam	152	enableCharm	UNKNOWN
SpEffectParam	153	enableLifeTime	UNKNOWN
SpEffectParam	154	bAdjustStrengthAblity	UNKNOWN
SpEffectParam	155	bAdjustAgilityAblity	UNKNOWN
SpEffectParam	156	eraseOnBonfireRecover	UNKNOWN
SpEffectParam	157	throwAttackParamChange	UNKNOWN
SpEffectParam	158	requestLeaveColiseumSession	UNKNOWN
SpEffectParam	159	isExtendSpEffectLife	UNKNOWN
SpEffectParam	160	hasTarget	UNKNOWN
SpEffectParam	161	replanningOnFire	UNKNOWN
SpEffectParam	162	vowType0	UNKNOWN
SpEffectParam	163	vowType1	UNKNOWN
SpEffectParam	164	vowType2	UNKNOWN
SpEffectParam	165	vowType3	UNKNOWN
SpEffectParam	166	vowType4	UNKNOWN
SpEffectParam	167	vowType5	UNKNOWN
SpEffectParam	168	vowType6	UNKNOWN
SpEffectParam	169	vowType7	UNKNOWN
SpEffectParam	170	vowType8	UNKNOWN
SpEffectParam	171	vowType9	UNKNOWN
SpEffectParam	172	vowType10	UNKNOWN
SpEffectParam	173	vowType11	UNKNOWN
SpEffectParam	174	vowType12	UNKNOWN
SpEffectParam	175	vowType13	UNKNOWN
SpEffectParam	176	vowType14	UNKNOWN
SpEffectParam	177	vowType15	UNKNOWN
SpEffectParam	178	repAtkDmgLv	UNKNOWN
SpEffectParam	179	sightSearchRate	UNKNOWN
SpEffectParam	180	effectTargetOpposeTarget	UNKNOWN
SpEffectParam	181	effectTargetFriendlyTarget	UNKNOWN
SpEffectParam	182	effectTargetSelfTarget	UNKNOWN
SpEffectParam	183	effectTargetPcHorse	UNKNOWN
SpEffectParam	184	effectTargetPcDeceased	UNKNOWN
SpEffectParam	185	isContractSpEffectLife	UNKNOWN
SpEffectParam	186	isWaitModeDelete	UNKNOWN
SpEffectParam	187	isIgnoreNoDamage	UNKNOWN
SpEffectParam	188	changeTeamType	UNKNOWN
SpEffectParam	189	dmypolyId	UNKNOWN
SpEffectParam	190	vfxId	UNKNOWN
SpEffectParam	191	accumuOverFireId	UNKNOWN
SpEffectParam	192	accumuOverVal	UNKNOWN
SpEffectParam	193	accumuUnderFireId	UNKNOWN
SpEffectParam	194	accumuUnderVal	UNKNOWN
SpEffectParam	195	accumuVal	UNKNOWN
SpEffectParam	196	eye_angX	UNKNOWN
SpEffectParam	197	eye_angY	UNKNOWN
SpEffectParam	198	addDeceasedLv	UNKNOWN
SpEffectParam	199	vfxId1	UNKNOWN
SpEffectParam	200	vfxId2	UNKNOWN
SpEffectParam	201	vfxId3	UNKNOWN
SpEffectParam	202	vfxId4	UNKNOWN
SpEffectParam	203	vfxId5	UNKNOWN
SpEffectParam	204	vfxId6	UNKNOWN
SpEffectParam	205	vfxId7	UNKNOWN
SpEffectParam	206	freezeAttackPower	UNKNOWN
SpEffectParam	207	AppearAiSoundId	UNKNOWN
SpEffectParam	208	addFootEffectSfxId	UNKNOWN
SpEffectParam	209	dexterityCancelSystemOnlyAddDexterity	UNKNOWN
SpEffectParam	210	teamOffenseEffectivity	UNKNOWN
SpEffectParam	211	toughnessDamageCutRate	UNKNOWN
SpEffectParam	212	weakDmgRateA	UNKNOWN
SpEffectParam	213	weakDmgRateB	UNKNOWN
SpEffectParam	214	weakDmgRateC	UNKNOWN
SpEffectParam	215	weakDmgRateD	UNKNOWN
SpEffectParam	216	weakDmgRateE	UNKNOWN
SpEffectParam	217	weakDmgRateF	UNKNOWN
SpEffectParam	218	darkDamageCutRate	UNKNOWN
SpEffectParam	219	darkDiffenceRate	UNKNOWN
SpEffectParam	220	darkDiffence	UNKNOWN
SpEffectParam	221	darkAttackRate	UNKNOWN
SpEffectParam	222	darkAttackPowerRate	UNKNOWN
SpEffectParam	223	darkAttackPower	UNKNOWN
SpEffectParam	224	antiDarkSightRadius	UNKNOWN
SpEffectParam	225	antiDarkSightDmypolyId	UNKNOWN
SpEffectParam	226	conditionHpRate	UNKNOWN
SpEffectParam	227	consumeStaminaRate	UNKNOWN
SpEffectParam	228	itemDropRate	UNKNOWN
SpEffectParam	229	changePoisonResistPoint	UNKNOWN
SpEffectParam	230	changeDiseaseResistPoint	UNKNOWN
SpEffectParam	231	changeBloodResistPoint	UNKNOWN
SpEffectParam	232	changeCurseResistPoint	UNKNOWN
SpEffectParam	233	changeFreezeResistPoint	UNKNOWN
SpEffectParam	234	slashAttackRate	UNKNOWN
SpEffectParam	235	blowAttackRate	UNKNOWN
SpEffectParam	236	thrustAttackRate	UNKNOWN
SpEffectParam	237	neutralAttackRate	UNKNOWN
SpEffectParam	238	slashAttackPowerRate	UNKNOWN
SpEffectParam	239	blowAttackPowerRate	UNKNOWN
SpEffectParam	240	thrustAttackPowerRate	UNKNOWN
SpEffectParam	241	neutralAttackPowerRate	UNKNOWN
SpEffectParam	242	slashAttackPower	UNKNOWN
SpEffectParam	243	blowAttackPower	UNKNOWN
SpEffectParam	244	thrustAttackPower	UNKNOWN
SpEffectParam	245	neutralAttackPower	UNKNOWN
SpEffectParam	246	changeStrengthPoint	UNKNOWN
SpEffectParam	247	changeAgilityPoint	UNKNOWN
SpEffectParam	248	changeMagicPoint	UNKNOWN
SpEffectParam	249	changeFaithPoint	UNKNOWN
SpEffectParam	250	changeLuckPoint	UNKNOWN
SpEffectParam	251	recoverArtsPoint_Str	UNKNOWN
SpEffectParam	252	recoverArtsPoint_Dex	UNKNOWN
SpEffectParam	253	recoverArtsPoint_Magic	UNKNOWN
SpEffectParam	254	recoverArtsPoint_Miracle	UNKNOWN
SpEffectParam	255	madnessDamageRate	UNKNOWN
SpEffectParam	256	isUseStatusAilmentAtkPowerCorrect	UNKNOWN
SpEffectParam	257	isUseAtkParamAtkPowerCorrect	UNKNOWN
SpEffectParam	258	dontDeleteOnDead	UNKNOWN
SpEffectParam	259	disableFreeze	UNKNOWN
SpEffectParam	260	isDisableNetSync	UNKNOWN
SpEffectParam	261	shamanParamChange	UNKNOWN
SpEffectParam	262	isStopSearchedNotify	UNKNOWN
SpEffectParam	263	isCheckAboveShadowTest	UNKNOWN
SpEffectParam	264	addBehaviorJudgeId_add	UNKNOWN
SpEffectParam	265	saReceiveDamageRate	UNKNOWN
SpEffectParam	266	defPlayerDmgCorrectRate_Physics	UNKNOWN
SpEffectParam	267	defPlayerDmgCorrectRate_Magic	UNKNOWN
SpEffectParam	268	defPlayerDmgCorrectRate_Fire	UNKNOWN
SpEffectParam	269	defPlayerDmgCorrectRate_Thunder	UNKNOWN
SpEffectParam	270	defPlayerDmgCorrectRate_Dark	UNKNOWN
SpEffectParam	271	defEnemyDmgCorrectRate_Physics	UNKNOWN
SpEffectParam	272	defEnemyDmgCorrectRate_Magic	UNKNOWN
SpEffectParam	273	defEnemyDmgCorrectRate_Fire	UNKNOWN
SpEffectParam	274	defEnemyDmgCorrectRate_Thunder	UNKNOWN
SpEffectParam	275	defEnemyDmgCorrectRate_Dark	UNKNOWN
SpEffectParam	276	defObjDmgCorrectRate	UNKNOWN
SpEffectParam	277	atkPlayerDmgCorrectRate_Physics	UNKNOWN
SpEffectParam	278	atkPlayerDmgCorrectRate_Magic	UNKNOWN
SpEffectParam	279	atkPlayerDmgCorrectRate_Fire	UNKNOWN
SpEffectParam	280	atkPlayerDmgCorrectRate_Thunder	UNKNOWN
SpEffectParam	281	atkPlayerDmgCorrectRate_Dark	UNKNOWN
SpEffectParam	282	atkEnemyDmgCorrectRate_Physics	UNKNOWN
SpEffectParam	283	atkEnemyDmgCorrectRate_Magic	UNKNOWN
SpEffectParam	284	atkEnemyDmgCorrectRate_Fire	UNKNOWN
SpEffectParam	285	atkEnemyDmgCorrectRate_Thunder	UNKNOWN
SpEffectParam	286	atkEnemyDmgCorrectRate_Dark	UNKNOWN
SpEffectParam	287	registFreezeChangeRate	UNKNOWN
SpEffectParam	288	invocationConditionsStateChange1	UNKNOWN
SpEffectParam	289	invocationConditionsStateChange2	UNKNOWN
SpEffectParam	290	invocationConditionsStateChange3	UNKNOWN
SpEffectParam	291	hearingAiSoundLevel	UNKNOWN
SpEffectParam	292	chrProxyHeightRate	UNKNOWN
SpEffectParam	293	addAwarePointCorrectValue_forMe	UNKNOWN
SpEffectParam	294	addAwarePointCorrectValue_forTarget	UNKNOWN
SpEffectParam	295	sightSearchEnemyAdd	UNKNOWN
SpEffectParam	296	sightSearchAdd	UNKNOWN
SpEffectParam	297	hearingSearchAdd	UNKNOWN
SpEffectParam	298	hearingSearchRate	UNKNOWN
SpEffectParam	299	hearingSearchEnemyAdd	UNKNOWN
SpEffectParam	300	value_Magnification	UNKNOWN
SpEffectParam	301	artsConsumptionRate	UNKNOWN
SpEffectParam	302	magicConsumptionRate	UNKNOWN
SpEffectParam	303	shamanConsumptionRate	UNKNOWN
SpEffectParam	304	miracleConsumptionRate	UNKNOWN
SpEffectParam	305	changeHpEstusFlaskRate	UNKNOWN
SpEffectParam	306	changeHpEstusFlaskPoint	UNKNOWN
SpEffectParam	307	changeMpEstusFlaskRate	UNKNOWN
SpEffectParam	308	changeMpEstusFlaskPoint	UNKNOWN
SpEffectParam	309	changeHpEstusFlaskCorrectRate	UNKNOWN
SpEffectParam	310	changeMpEstusFlaskCorrectRate	UNKNOWN
SpEffectParam	311	applyIdOnGetSoul	UNKNOWN
SpEffectParam	312	extendLifeRate	UNKNOWN
SpEffectParam	313	contractLifeRate	UNKNOWN
SpEffectParam	314	defObjectAttackPowerRate	UNKNOWN
SpEffectParam	315	effectEndDeleteDecalGroupId	UNKNOWN
SpEffectParam	316	addLifeForceStatus	UNKNOWN
SpEffectParam	317	addWillpowerStatus	UNKNOWN
SpEffectParam	318	addEndureStatus	UNKNOWN
SpEffectParam	319	addVitalityStatus	UNKNOWN
SpEffectParam	320	addStrengthStatus	UNKNOWN
SpEffectParam	321	addDexterityStatus	UNKNOWN
SpEffectParam	322	addMagicStatus	UNKNOWN
SpEffectParam	323	addFaithStatus	UNKNOWN
SpEffectParam	324	addLuckStatus	UNKNOWN
SpEffectParam	325	deleteCriteriaDamage	UNKNOWN
SpEffectParam	326	magicSubCategoryChange3	UNKNOWN
SpEffectParam	327	spAttributeVariationValue	UNKNOWN
SpEffectParam	328	atkFlickPower	UNKNOWN
SpEffectParam	329	wetConditionDepth	UNKNOWN
SpEffectParam	330	changeSaRecoveryVelocity	UNKNOWN
SpEffectParam	331	regainRate	UNKNOWN
SpEffectParam	332	saAttackPowerRate	UNKNOWN
SpEffectParam	333	sleepAttackPower	UNKNOWN
SpEffectParam	334	madnessAttackPower	UNKNOWN
SpEffectParam	335	registSleepChangeRate	UNKNOWN
SpEffectParam	336	registMadnessChangeRate	UNKNOWN
SpEffectParam	337	changeSleepResistPoint	UNKNOWN
SpEffectParam	338	changeMadnessResistPoint	UNKNOWN
SpEffectParam	339	sleepDamageRate	UNKNOWN
SpEffectParam	340	applyPartsGroup	UNKNOWN
