column	n_params	params
randomRollMax	1	DecalParam
randomRollMin	1	DecalParam
randomSizeMax	1	DecalParam
randomSizeMin	1	DecalParam
randomYawMax	1	DecalParam
randomYawMin	1	DecalParam
rangedAttackId	1	NpcThinkParam
rank	2	AiSoundParam,EquipParamGem
rarity	5	EquipParamAccessory,EquipParamGem,EquipParamGoods,EquipParamProtector,EquipParamWeapon
rayCastPassedTime	1	SpEffectParam
reactionId	1	TalkParam
recordDeadingGhostMinTime	1	NetworkParam
recordDeadingGhostTotalTime	1	NetworkParam
recordWanderingGhostMinTime	1	NetworkParam
recordWanderingGhostTime	1	NetworkParam
recoverArtsPoint_Dex	1	SpEffectParam
recoverArtsPoint_Magic	1	SpEffectParam
recoverArtsPoint_Miracle	1	SpEffectParam
recoverArtsPoint_Str	1	SpEffectParam
recoverBelowMaxHpCompletionNoticeSpEffectId	1	GameSystemCommonParam
recurrenceCountBias	3	Gconfig_MotionBlurQuality,Gconfig_MotionBlurQuality_ps4,Gconfig_MotionBlurQuality_xboxone
redHunterVisitor	1	NetworkMsgParam
redHunterVisitor2	1	NetworkMsgParam
redHunter_HostBossAreaGetSoulRate	1	GameSystemCommonParam
redSignLimitEventFlagId_1	1	PlayRegionParam
redSignLimitEventFlagId_1_targetFlagState	1	PlayRegionParam
redSignLimitEventFlagId_2	1	PlayRegionParam
redSignLimitEventFlagId_2_targetFlagState	1	PlayRegionParam
redSignLimitEventFlagId_3	1	PlayRegionParam
redSignLimitEventFlagId_3_targetFlagState	1	PlayRegionParam
red_Falldam	1	CharaInitParam
refCategory	2	EquipParamAccessory,EquipParamGoods
refCategory1	1	Magic
refCategory10	1	Magic
refCategory2	1	Magic
refCategory3	1	Magic
refCategory4	1	Magic
refCategory5	1	Magic
refCategory6	1	Magic
refCategory7	1	Magic
refCategory8	1	Magic
refCategory9	1	Magic
refDrawParamId	1	AssetEnvironmentGeometryParam
refFaceParamId	1	CharMakeMenuTopParam
refId	3	BehaviorParam,BehaviorParam_PC,EquipParamAccessory
refId1	1	Magic
refId10	1	Magic
refId2	1	Magic
refId3	1	Magic
refId4	1	Magic
refId5	1	Magic
refId6	1	Magic
refId7	1	Magic
refId8	1	Magic
refId9	1	Magic
refId_1	1	EquipParamGoods
refId_default	1	EquipParamGoods
refStatus	1	SwordArtsParam
refTextId	1	CharMakeMenuTopParam
refType	3	BehaviorParam,BehaviorParam_PC,Magic
refVirtualWepId	1	EquipParamGoods
reflecColorB	1	DecalParam
reflecColorG	1	DecalParam
reflecColorR	1	DecalParam
reflecTextureId	1	DecalParam
regainGaugeDamage	1	SpEffectParam
regainRate	1	SpEffectParam
regainableHpRateScale	2	AtkParam_Npc,AtkParam_Pc
regainableSlotId	2	AtkParam_Npc,AtkParam_Pc
regainableTimeScale	2	AtkParam_Npc,AtkParam_Pc
regionType	1	ActionButtonParam
registBloodChangeRate	1	SpEffectParam
registCurseChangeRate	1	SpEffectParam
registDiseaseChangeRate	1	SpEffectParam
registFreezeChangeRate	1	SpEffectParam
registMadnessChangeRate	1	SpEffectParam
registPoizonChangeRate	1	SpEffectParam
registSleepChangeRate	1	SpEffectParam
reinforceGoodsId	1	EquipParamGoods
reinforceLv	1	EquipParamCustomWeapon
reinforceMaterialId	1	EquipParamGoods
reinforcePrice	2	EquipParamGoods,EquipParamWeapon
reinforcePriceRate	1	ReinforceParamWeapon
reinforceShopCategory	1	EquipParamWeapon
reinforceTypeId	2	EquipParamProtector,EquipParamWeapon
reloadGhostCellCount	1	NetworkParam
reloadGhostIntervalTime	1	NetworkParam
reloadGhostTotalCount	1	NetworkParam
reloadNewSignCellCount	1	NetworkParam
reloadRandomSignCellCount	1	NetworkParam
reloadSearch_BellGuard_Max	1	NetworkParam
reloadSearch_BellGuard_Min	1	NetworkParam
reloadSearch_CoopBlue_Max	1	NetworkParam
reloadSearch_CoopBlue_Min	1	NetworkParam
reloadSearch_RatKing_Max	1	NetworkParam
reloadSearch_RatKing_Min	1	NetworkParam
reloadSignCellCount_0	1	NetworkParam
reloadSignCellCount_1	1	NetworkParam
reloadSignTotalCount_0	1	NetworkParam
reloadSignTotalCount_1	1	NetworkParam
reloadSignTotalCount_2	1	NetworkParam
reloadVisitListCoolTime	1	NetworkParam
remotePlayerThreatLvNotify_EndNotifyDist	1	GameSystemCommonParam
remotePlayerThreatLvNotify_NotifyDist	1	GameSystemCommonParam
remotePlayerThreatLvNotify_NotifyTime	1	GameSystemCommonParam
remotePlayerThreatLvNotify_ThreatLv	1	GameSystemCommonParam
renderDistance	3	Gconfig_RaytracingQuality,Gconfig_RaytracingQuality_ps5,Gconfig_RaytracingQuality_scarlett
repAtkDmgLv	1	SpEffectParam
repeatHitSfx	2	AtkParam_Npc,AtkParam_Pc
repeatType	1	TutorialParam
repickActionButtonParamId	1	AssetEnvironmentGeometryParam
repickAnimIdOffset	1	AssetEnvironmentGeometryParam
repickItemLotParamId	1	AssetEnvironmentGeometryParam
repickReplacementActionButtonParamId	1	AssetEnvironmentGeometryParam
repickReplacementAnimIdOffset	1	AssetEnvironmentGeometryParam
repickReplacementItemLotParamId	1	AssetEnvironmentGeometryParam
replaceCategory	2	EquipParamGoods,Magic
replaceItemId	1	EquipParamGoods
replaceMagicId	1	Magic
replaceMateiralId_Rain	1	HitMtrlParam
replaceSpEffectId	1	SpEffectParam
replaceTextureId_byMaterial	1	DecalParam
replaningState	1	AiSoundParam
replanningOnFire	1	SpEffectParam
replayBonfireGhostTime	1	NetworkParam
replayBonfireModeRange	1	NetworkParam
replayBonfirePhantomParamId	1	NetworkParam
replayBonfirePhantomParamIdForCodename	1	NetworkParam
replayGhostRangeOnView	1	NetworkParam
replayGhostRangeOutView	1	NetworkParam
reportAnimMemSizeMb	1	ChrModelParam
requestBlackSOS	1	SpEffectParam
requestForceJoinBlackSOS	1	SpEffectParam
requestForceJoinBlackSOS_B	1	SpEffectParam
requestKickSession	1	SpEffectParam
requestLeaveColiseumSession	1	SpEffectParam
requestLeaveSession	1	SpEffectParam
requestNpcInveda	1	SpEffectParam
requestSOS	1	SpEffectParam
requestSearchQuickMatchLimit	1	NetworkParam
requestTimeLeftBothHand	1	PlayerCommonParam
requirementFaith	1	Magic
requirementIntellect	1	Magic
requirementLuck	1	Magic
resId	1	FeTextEffectParam
resereve	1	PartsDrawParam
reserve	16	BaseChrSelectMenuParam,CharaInitParam,GameAreaParam,HitEffectSeParam,HitEffectSfxConceptParam,LegacyDistantViewPartsReplaceParam,LoadBalancerDrawDistScaleParam,LoadBalancerDrawDistScaleParam_ps4,LoadBalancerDrawDistScaleParam_ps5,LoadBalancerDrawDistScaleParam_xb1,LoadBalancerDrawDistScaleParam_xb1x,LoadBalancerDrawDistScaleParam_xss,LoadBalancerDrawDistScaleParam_xsx,PhantomParam,WeatherLotParam,WepAbsorpPosParam
reserve0	9	CommonSystemParam,LoadBalancerNewDrawDistScaleParam_ps4,LoadBalancerNewDrawDistScaleParam_ps5,LoadBalancerNewDrawDistScaleParam_win64,LoadBalancerNewDrawDistScaleParam_xb1,LoadBalancerNewDrawDistScaleParam_xb1x,LoadBalancerNewDrawDistScaleParam_xss,LoadBalancerNewDrawDistScaleParam_xsx,LoadBalancerParam
reserve1	8	LoadBalancerNewDrawDistScaleParam_ps4,LoadBalancerNewDrawDistScaleParam_ps5,LoadBalancerNewDrawDistScaleParam_win64,LoadBalancerNewDrawDistScaleParam_xb1,LoadBalancerNewDrawDistScaleParam_xb1x,LoadBalancerNewDrawDistScaleParam_xss,LoadBalancerNewDrawDistScaleParam_xsx,LoadBalancerParam
reserve2	8	LoadBalancerNewDrawDistScaleParam_ps4,LoadBalancerNewDrawDistScaleParam_ps5,LoadBalancerNewDrawDistScaleParam_win64,LoadBalancerNewDrawDistScaleParam_xb1,LoadBalancerNewDrawDistScaleParam_xb1x,LoadBalancerNewDrawDistScaleParam_xss,LoadBalancerNewDrawDistScaleParam_xsx,SwordArtsParam
reserve3	1	EquipParamGoods
reserve4	1	EquipParamGoods
reserve5	1	EquipParamGoods
reserve_0	3	AssetModelSfxParam,BudgetParam,WetAspectParam
reserve_1	3	AssetModelSfxParam,BudgetParam,WetAspectParam
reserve_2	2	AssetModelSfxParam,WetAspectParam
reserve_3	2	AssetModelSfxParam,WetAspectParam
reserve_4	2	AssetModelSfxParam,WetAspectParam
reserve_5	1	AssetModelSfxParam
reserve_6	1	AssetModelSfxParam
reserve_7	1	AssetModelSfxParam
reserved	10	CharMakeMenuListItemParam,CharMakeMenuTopParam,CutsceneGparamTimeParam,CutsceneGparamWeatherParam,CutsceneMapIdParam,KeyAssignParam_TypeA,KeyAssignParam_TypeB,KeyAssignParam_TypeC,MenuPropertyLayoutParam,SoundCutsceneParam
reserved0	2	EnemyCommonParam,WeatherAssetReplaceParam
reserved02	2	GraphicsCommonParam,PlayerCommonParam
reserved04	1	GraphicsCommonParam
reserved1	2	CutsceneGparamWeatherParam,WeatherAssetReplaceParam
reserved17	1	MenuCommonParam
reserved18	1	EnemyCommonParam
reserved2	4	CharMakeMenuTopParam,CutsceneGparamWeatherParam,SoundCutsceneParam,WeatherAssetReplaceParam
reserved23	1	PlayerCommonParam
reserved27	1	PlayerCommonParam
reserved2_canMountWep	1	EquipParamGem
reserved33	1	MenuCommonParam
reserved38	1	PlayerCommonParam
reserved41	1	PlayerCommonParam
reserved45	1	PlayerCommonParam
reserved5	1	EnemyCommonParam
reserved8	1	MenuCommonParam
reserved_123	1	PlayerCommonParam
reserved_2	1	CutsceneMapIdParam
reserved_canMountWep_0x3d_4	1	EquipParamGem
residentMaterialExParamId00	1	NpcParam
residentMaterialExParamId01	1	NpcParam
residentMaterialExParamId02	1	NpcParam
residentMaterialExParamId03	1	NpcParam
residentMaterialExParamId04	1	NpcParam
residentSeDmypolyId0	1	AssetEnvironmentGeometryParam
residentSeDmypolyId1	1	AssetEnvironmentGeometryParam
residentSeDmypolyId2	1	AssetEnvironmentGeometryParam
residentSeDmypolyId3	1	AssetEnvironmentGeometryParam
residentSeId0	1	AssetEnvironmentGeometryParam
residentSeId1	1	AssetEnvironmentGeometryParam
residentSeId2	1	AssetEnvironmentGeometryParam
residentSeId3	1	AssetEnvironmentGeometryParam
residentSfxId_1	1	EquipParamWeapon
residentSfxId_2	1	EquipParamWeapon
residentSfxId_3	1	EquipParamWeapon
residentSfxId_4	1	EquipParamWeapon
residentSfx_1_IsVisibleForHang	1	EquipParamWeapon
residentSfx_2_IsVisibleForHang	1	EquipParamWeapon
residentSfx_3_IsVisibleForHang	1	EquipParamWeapon
residentSfx_4_IsVisibleForHang	1	EquipParamWeapon
residentSfx_DmyId_1	1	EquipParamWeapon
residentSfx_DmyId_2	1	EquipParamWeapon
residentSfx_DmyId_3	1	EquipParamWeapon
residentSfx_DmyId_4	1	EquipParamWeapon
residentSpEffectId	2	EquipParamProtector,EquipParamWeapon
residentSpEffectId1	4	EquipParamAccessory,EquipParamWeapon,ReinforceParamProtector,ReinforceParamWeapon
residentSpEffectId2	5	EquipParamAccessory,EquipParamProtector,EquipParamWeapon,ReinforceParamProtector,ReinforceParamWeapon
residentSpEffectId3	4	EquipParamAccessory,EquipParamProtector,ReinforceParamProtector,ReinforceParamWeapon
residentSpEffectId4	1	EquipParamAccessory
resistBlood	1	EquipParamProtector
resistBloodRate	1	ReinforceParamProtector
resistCorrectId_blood	1	NpcParam
resistCorrectId_curse	1	NpcParam
resistCorrectId_disease	1	NpcParam
resistCorrectId_freeze	1	NpcParam
resistCorrectId_madness	1	NpcParam
resistCorrectId_poison	1	NpcParam
resistCorrectId_sleep	1	NpcParam
resistCurse	1	EquipParamProtector
resistCurseItemId	1	PlayerCommonParam
resistCurseItemLotParamId_map	1	PlayerCommonParam
resistCurseItemMaxNum	1	PlayerCommonParam
resistCurseItemSpEffectBaseId	1	PlayerCommonParam
resistCurseRate	1	ReinforceParamProtector
resistDisease	1	EquipParamProtector
resistDiseaseRate	1	ReinforceParamProtector
resistFreeze	1	EquipParamProtector
resistFreezeRate	1	ReinforceParamProtector
resistMadness	1	EquipParamProtector
resistMadnessRate	1	ReinforceParamProtector
resistPoison	1	EquipParamProtector
resistPoisonRate	1	ReinforceParamProtector
resistRecoverPoint_Blood_Enemy	1	PlayerCommonParam
resistRecoverPoint_Blood_Player	1	PlayerCommonParam
resistRecoverPoint_Curse_Enemy	1	PlayerCommonParam
resistRecoverPoint_Curse_Player	1	PlayerCommonParam
resistRecoverPoint_Desease_Enemy	1	PlayerCommonParam
resistRecoverPoint_Desease_Player	1	PlayerCommonParam
resistRecoverPoint_Freeze_Enemy	1	PlayerCommonParam
resistRecoverPoint_Freeze_Player	1	PlayerCommonParam
resistRecoverPoint_Madness_Enemy	1	PlayerCommonParam
resistRecoverPoint_Madness_Player	1	PlayerCommonParam
resistRecoverPoint_Poision_Enemy	1	PlayerCommonParam
resistRecoverPoint_Poision_Player	1	PlayerCommonParam
resistRecoverPoint_Sleep_Enemy	1	PlayerCommonParam
resistRecoverPoint_Sleep_Player	1	PlayerCommonParam
resistSleep	1	EquipParamProtector
resistSleepRate	1	ReinforceParamProtector
resist_blood	1	NpcParam
resist_curse	1	NpcParam
resist_desease	1	NpcParam
resist_freeze	1	NpcParam
resist_madness	1	NpcParam
resist_poison	1	NpcParam
resist_sleep	1	NpcParam
resolutionDivider	3	Gconfig_ReflectionQuality,Gconfig_ReflectionQuality_ps4,Gconfig_ReflectionQuality_xboxone
respawnSpecialEffectActiveCheckerSpEffectId	1	GameSystemCommonParam
restrictSpecialSwordArt	1	EquipParamWeapon
retargetMoveRate	1	NpcParam
retributionMagic_burstDmypolyId	1	PlayerCommonParam
retributionMagic_burstMagicParamId	1	PlayerCommonParam
retributionMagic_damageCountNum	1	PlayerCommonParam
retributionMagic_damageCountRemainTime	1	PlayerCommonParam
retryPointActivatedDialogDelayTime	1	GameSystemCommonParam
retryPointActivatedDialogTextId	1	GameSystemCommonParam
retryPointActivatedPcAnimId	1	GameSystemCommonParam
retryPointAreaRadius	1	GameSystemCommonParam
returnPos	1	TalkParam
reverbType	1	SoundAutoReverbSelectParam
reveredSpiritAshBlessing	1	CharaInitParam
rideCamParamId	1	RideParam
rideJumpRegionDefaultSfxId	1	GameSystemCommonParam
rideJumpoff_SfxHeightOffset	1	GameSystemCommonParam
rideJumpoff_SfxId	1	GameSystemCommonParam
rideJumpoff_SpEffectId	1	GameSystemCommonParam
rideJumpoff_SpEffectIdPc	1	GameSystemCommonParam
ridingSAReceivedRateNotPlayer	1	GameSystemCommonParam
ridingSAReceivedRatePlayer	1	GameSystemCommonParam
rightHandEquipable	1	EquipParamWeapon
rightHang_0	1	WepAbsorpPosParam
rightHang_1	1	WepAbsorpPosParam
rightHang_2	1	WepAbsorpPosParam
rightHang_3	1	WepAbsorpPosParam
right_0	1	WepAbsorpPosParam
right_1	1	WepAbsorpPosParam
right_2	1	WepAbsorpPosParam
right_3	1	WepAbsorpPosParam
roleNameColor	1	RoleParam
roleNameId	2	NpcParam,RoleParam
rosaliaBlack	1	NetworkMsgParam
rotRangeMinX	1	LockCamParam
s1	1	MenuColorTableParam
s2	1	MenuColorTableParam
s3	1	MenuColorTableParam
saAttackPowerRate	1	SpEffectParam
saAttackRate_forVsRideAtk	1	GameSystemCommonParam
saDurability	2	EquipParamProtector,EquipParamWeapon
saDurabilityRate	1	ReinforceParamWeapon
saGuardCutRate	2	EquipParamWeapon,NpcParam
saLargeDamageHitSfx_ForceDamage	1	GameSystemCommonParam
saLargeDamageHitSfx_MinDamage	1	GameSystemCommonParam
saLargeDamageHitSfx_SfxId	1	GameSystemCommonParam
saLargeDamageHitSfx_Threshold	1	GameSystemCommonParam
saRate	1	FinalDamageRateParam
saReceiveDamageRate	1	SpEffectParam
saRecoveryRate	1	NpcParam
saWeaponAtkRate	1	ReinforceParamWeapon
saWeaponDamage	1	EquipParamWeapon
saleValue	5	EquipParamAccessory,EquipParamGem,EquipParamGoods,EquipParamProtector,EquipParamWeapon
sampleCountBias	3	Gconfig_MotionBlurQuality,Gconfig_MotionBlurQuality_ps4,Gconfig_MotionBlurQuality_xboxone
saveCategory	1	SpEffectParam
saveMapNameId	2	MapPieceTexParam,MapPieceTexParam_m61
scadutreeBlessing	1	CharaInitParam
scaleBaseMax	3	GrassTypeParam,GrassTypeParam_Lv1,GrassTypeParam_Lv2
scaleBaseMin	3	GrassTypeParam,GrassTypeParam_Lv1,GrassTypeParam_Lv2
scaleHeightMax	3	GrassTypeParam,GrassTypeParam_Lv1,GrassTypeParam_Lv2
scaleHeightMin	3	GrassTypeParam,GrassTypeParam_Lv1,GrassTypeParam_Lv2
seId	1	FeTextEffectParam
seId_Bullet1	1	Bullet
seId_Bullet2	1	Bullet
seId_Flick	1	Bullet
seId_Hit	1	Bullet
seMaterialId	1	SeMaterialConvertParam
searchEye_angX	1	NpcThinkParam
searchEye_angY	1	NpcThinkParam
searchEye_dist	1	NpcThinkParam
searchTargetLv1ForgetTime	1	NpcThinkParam
searchTargetLv2ForgetTime	1	NpcThinkParam
searchTargetTryApproachTime	1	EnemyCommonParam
searchThreshold_Lv0toLv1	1	NpcThinkParam
searchThreshold_Lv1toLv2	1	NpcThinkParam
secondaryItemNum_01	1	CharaInitParam
secondaryItemNum_02	1	CharaInitParam
secondaryItemNum_03	1	CharaInitParam
secondaryItemNum_04	1	CharaInitParam
secondaryItemNum_05	1	CharaInitParam
secondaryItemNum_06	1	CharaInitParam
secondaryItem_01	1	CharaInitParam
secondaryItem_02	1	CharaInitParam
secondaryItem_03	1	CharaInitParam
secondaryItem_04	1	CharaInitParam
secondaryItem_05	1	CharaInitParam
secondaryItem_06	1	CharaInitParam
selectMinZoomStep	2	BonfireWarpParam,WorldMapPointParam
selfEscCycleCnt	1	ThrowParam
selfEscCycleTime	1	ThrowParam
selfTarget	3	AiSoundParam,AtkParam_Npc,AtkParam_Pc
sellQuantity	2	ShopLineupParam,ShopLineupParam_Recipe
sellValue	5	EquipParamAccessory,EquipParamGem,EquipParamGoods,EquipParamProtector,EquipParamWeapon
sendGlobalEventLogIntervalTime	1	GameSystemCommonParam
sendPlayLogIntervalTime	1	GameSystemCommonParam
setNum	2	ShopLineupParam,ShopLineupParam_Recipe
sftSoftSprite	1	LoadBalancerParam
sfxDistortion	1	LoadBalancerParam
sfxGlow	1	LoadBalancerParam
sfxId_0	1	AssetModelSfxParam
sfxId_00	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_01	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_02	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_03	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_04	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_05	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_06	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_07	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_08	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_09	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_1	1	AssetModelSfxParam
sfxId_10	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_100	1	FootSfxParam
sfxId_101	1	FootSfxParam
sfxId_102	1	FootSfxParam
sfxId_103	1	FootSfxParam
sfxId_104	1	FootSfxParam
sfxId_105	1	FootSfxParam
sfxId_106	1	FootSfxParam
sfxId_107	1	FootSfxParam
sfxId_108	1	FootSfxParam
sfxId_109	1	FootSfxParam
sfxId_11	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_110	1	FootSfxParam
sfxId_111	1	FootSfxParam
sfxId_112	1	FootSfxParam
sfxId_113	1	FootSfxParam
sfxId_114	1	FootSfxParam
sfxId_115	1	FootSfxParam
sfxId_116	1	FootSfxParam
sfxId_117	1	FootSfxParam
sfxId_118	1	FootSfxParam
sfxId_119	1	FootSfxParam
sfxId_12	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_120	1	FootSfxParam
sfxId_121	1	FootSfxParam
sfxId_122	1	FootSfxParam
sfxId_123	1	FootSfxParam
sfxId_124	1	FootSfxParam
sfxId_125	1	FootSfxParam
sfxId_126	1	FootSfxParam
sfxId_127	1	FootSfxParam
sfxId_128	1	FootSfxParam
sfxId_129	1	FootSfxParam
sfxId_13	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_130	1	FootSfxParam
sfxId_131	1	FootSfxParam
sfxId_132	1	FootSfxParam
sfxId_133	1	FootSfxParam
sfxId_134	1	FootSfxParam
sfxId_135	1	FootSfxParam
sfxId_136	1	FootSfxParam
sfxId_137	1	FootSfxParam
sfxId_138	1	FootSfxParam
sfxId_139	1	FootSfxParam
sfxId_14	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_140	1	FootSfxParam
sfxId_141	1	FootSfxParam
sfxId_142	1	FootSfxParam
sfxId_143	1	FootSfxParam
sfxId_144	1	FootSfxParam
sfxId_145	1	FootSfxParam
sfxId_146	1	FootSfxParam
sfxId_147	1	FootSfxParam
sfxId_148	1	FootSfxParam
sfxId_149	1	FootSfxParam
sfxId_15	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_150	1	FootSfxParam
sfxId_151	1	FootSfxParam
sfxId_152	1	FootSfxParam
sfxId_153	1	FootSfxParam
sfxId_154	1	FootSfxParam
sfxId_155	1	FootSfxParam
sfxId_156	1	FootSfxParam
sfxId_157	1	FootSfxParam
sfxId_158	1	FootSfxParam
sfxId_159	1	FootSfxParam
sfxId_16	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_160	1	FootSfxParam
sfxId_161	1	FootSfxParam
sfxId_162	1	FootSfxParam
sfxId_163	1	FootSfxParam
sfxId_164	1	FootSfxParam
sfxId_165	1	FootSfxParam
sfxId_166	1	FootSfxParam
sfxId_167	1	FootSfxParam
sfxId_168	1	FootSfxParam
sfxId_169	1	FootSfxParam
sfxId_17	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_170	1	FootSfxParam
sfxId_171	1	FootSfxParam
sfxId_172	1	FootSfxParam
sfxId_173	1	FootSfxParam
sfxId_174	1	FootSfxParam
sfxId_175	1	FootSfxParam
sfxId_176	1	FootSfxParam
sfxId_177	1	FootSfxParam
sfxId_178	1	FootSfxParam
sfxId_179	1	FootSfxParam
sfxId_18	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_180	1	FootSfxParam
sfxId_181	1	FootSfxParam
sfxId_182	1	FootSfxParam
sfxId_183	1	FootSfxParam
sfxId_184	1	FootSfxParam
sfxId_185	1	FootSfxParam
sfxId_186	1	FootSfxParam
sfxId_187	1	FootSfxParam
sfxId_188	1	FootSfxParam
sfxId_189	1	FootSfxParam
sfxId_19	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_190	1	FootSfxParam
sfxId_191	1	FootSfxParam
sfxId_192	1	FootSfxParam
sfxId_193	1	FootSfxParam
sfxId_194	1	FootSfxParam
sfxId_195	1	FootSfxParam
sfxId_196	1	FootSfxParam
sfxId_197	1	FootSfxParam
sfxId_198	1	FootSfxParam
sfxId_199	1	FootSfxParam
sfxId_2	1	AssetModelSfxParam
sfxId_20	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_21	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_22	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_23	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_24	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_25	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_26	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_27	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_28	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_29	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_3	1	AssetModelSfxParam
sfxId_30	3	AssetMaterialSfxParam,FootSfxParam,ThrowDirectionSfxParam
sfxId_31	2	AssetMaterialSfxParam,FootSfxParam
sfxId_32	1	FootSfxParam
sfxId_33	1	FootSfxParam
sfxId_34	1	FootSfxParam
sfxId_35	1	FootSfxParam
sfxId_36	1	FootSfxParam
sfxId_37	1	FootSfxParam
sfxId_38	1	FootSfxParam
sfxId_39	1	FootSfxParam
sfxId_4	1	AssetModelSfxParam
sfxId_40	1	FootSfxParam
sfxId_41	1	FootSfxParam
sfxId_42	1	FootSfxParam
sfxId_43	1	FootSfxParam
sfxId_44	1	FootSfxParam
sfxId_45	1	FootSfxParam
sfxId_46	1	FootSfxParam
sfxId_47	1	FootSfxParam
sfxId_48	1	FootSfxParam
sfxId_49	1	FootSfxParam
sfxId_5	1	AssetModelSfxParam
sfxId_50	1	FootSfxParam
sfxId_51	1	FootSfxParam
sfxId_52	1	FootSfxParam
sfxId_53	1	FootSfxParam
sfxId_54	1	FootSfxParam
sfxId_55	1	FootSfxParam
sfxId_56	1	FootSfxParam
sfxId_57	1	FootSfxParam
sfxId_58	1	FootSfxParam
sfxId_59	1	FootSfxParam
sfxId_6	1	AssetModelSfxParam
sfxId_60	1	FootSfxParam
sfxId_61	1	FootSfxParam
sfxId_62	1	FootSfxParam
sfxId_63	1	FootSfxParam
sfxId_64	1	FootSfxParam
sfxId_65	1	FootSfxParam
sfxId_66	1	FootSfxParam
sfxId_67	1	FootSfxParam
sfxId_68	1	FootSfxParam
sfxId_69	1	FootSfxParam
sfxId_7	1	AssetModelSfxParam
sfxId_70	1	FootSfxParam
sfxId_71	1	FootSfxParam
sfxId_72	1	FootSfxParam
sfxId_73	1	FootSfxParam
sfxId_74	1	FootSfxParam
sfxId_75	1	FootSfxParam
sfxId_76	1	FootSfxParam
sfxId_77	1	FootSfxParam
sfxId_78	1	FootSfxParam
sfxId_79	1	FootSfxParam
sfxId_80	1	FootSfxParam
sfxId_81	1	FootSfxParam
sfxId_82	1	FootSfxParam
sfxId_83	1	FootSfxParam
sfxId_84	1	FootSfxParam
sfxId_85	1	FootSfxParam
sfxId_86	1	FootSfxParam
sfxId_87	1	FootSfxParam
sfxId_88	1	FootSfxParam
sfxId_89	1	FootSfxParam
sfxId_90	1	FootSfxParam
sfxId_91	1	FootSfxParam
sfxId_92	1	FootSfxParam
sfxId_93	1	FootSfxParam
sfxId_94	1	FootSfxParam
sfxId_95	1	FootSfxParam
sfxId_96	1	FootSfxParam
sfxId_97	1	FootSfxParam
sfxId_98	1	FootSfxParam
sfxId_99	1	FootSfxParam
sfxId_Bullet	1	Bullet
sfxId_Flick	1	Bullet
sfxId_ForceErase	1	Bullet
sfxId_Hit	1	Bullet
sfxLightShaft	1	LoadBalancerParam
sfxParticleHalf	1	LoadBalancerParam
sfxPostureType	1	Bullet
sfxReflection	1	LoadBalancerParam
sfxScaleRenderDistanceScale	1	LoadBalancerParam
sfxSize	1	NpcParam
sfxVariationId	2	EquipParamAccessory,EquipParamGoods
sfxWaterInteraction	1	LoadBalancerParam
shadowBlur	1	LoadBalancerParam
shadowCascade0ResolutionHalf	1	LoadBalancerParam
shadowCascade1ResolutionHalf	1	LoadBalancerParam
shadowDrawAlphaTestDist	1	PartsDrawParam
