# AUTO-GENERATED by tools/datamine_flagless_enemy_drops.py -- DO NOT EDIT.
# ItemLotParam_enemy rows with NO getItemFlagId* that award a NAMED item, joined
# to the NpcParam rows that reference them. MEASUREMENT ONLY -- see
# SPEC-flagless-enemy-drops.md; suppression policy is a separate ruling.
lot	slot	item_id	category	base_point	num	is_goods	name	npc_param_ids
575100000	2	15410	1	10	1	goods	Living Jar Shard	57510000;57510002;57510080;57510084;57510090;57510098
575100100	2	15410	1	10	1	goods	Living Jar Shard	57510200
575100200	2	15410	1	10	1	goods	Living Jar Shard	57510300
575100300	2	15410	1	10	1	goods	Living Jar Shard	57510400;57510480;57510484;57510490;57510498
576000000	2	2002951	1	90	1	goods	Broken Rune	57600000;57600080;57600081;57600084;57600090
576000000	3	2002952	1	9	1	goods	Shadow Realm Rune [1]	57600000;57600080;57600081;57600084;57600090
576000000	4	2002953	1	1	1	goods	Shadow Realm Rune [2]	57600000;57600080;57600081;57600084;57600090
576000100	2	2002951	1	90	1	goods	Broken Rune	57600100
576000100	3	2002952	1	9	1	goods	Shadow Realm Rune [1]	57600100
576000100	4	2002953	1	1	1	goods	Shadow Realm Rune [2]	57600100
576000200	2	2002951	1	90	1	goods	Broken Rune	57600300;57600386;57600390
576000200	3	2002952	1	9	1	goods	Shadow Realm Rune [1]	57600300;57600386;57600390
576000200	4	2002953	1	1	1	goods	Shadow Realm Rune [2]	57600300;57600386;57600390
576086200	2	2002951	1	90	1	goods	Broken Rune	57600886
576086200	3	2002952	1	9	1	goods	Shadow Realm Rune [1]	57600886
576086200	4	2002953	1	1	1	goods	Shadow Realm Rune [2]	57600886
576100000	2	2002951	1	90	1	goods	Broken Rune	57610000;57610080;57610081;57610084;57610090
576100000	3	2002952	1	9	1	goods	Shadow Realm Rune [1]	57610000;57610080;57610081;57610084;57610090
576100000	4	2002953	1	1	1	goods	Shadow Realm Rune [2]	57610000;57610080;57610081;57610084;57610090
576100100	2	2002951	1	90	1	goods	Broken Rune	57610300;57610386;57610390
576100100	3	2002952	1	9	1	goods	Shadow Realm Rune [1]	57610300;57610386;57610390
576100100	4	2002953	1	1	1	goods	Shadow Realm Rune [2]	57610300;57610386;57610390
576186100	2	2002951	1	90	1	goods	Broken Rune	57610886
576186100	3	2002952	1	9	1	goods	Shadow Realm Rune [1]	57610886
576186100	4	2002953	1	1	1	goods	Shadow Realm Rune [2]	57610886
578000000	2	15030	1	1000	1	goods	Beast Blood	57800000;57800090;57800095
578000100	2	15030	1	1000	1	goods	Beast Blood	57800100
578000200	2	15030	1	1000	1	goods	Beast Blood	57800200
579000000	2	23120000	2	100	1		Golem's Halberd	57900000;57900090;57900095
579000010	2	23120000	2	100	1		Golem's Halberd	57900100
579000100	2	42010000	2	100	1		Golem Greatbow	57901000;57901090;57901094;57901095
579000110	2	42010000	2	100	1		Golem Greatbow	57901100
579000200	2	23120000	2	100	1		Golem's Halberd	57902000
579000210	2	23120000	2	100	1		Golem's Halberd	57902100
579000300	2	42010000	2	100	1		Golem Greatbow	57903000
579000310	2	42010000	2	100	1		Golem Greatbow	57903100
579000400	2	23120000	2	100	1		Golem's Halberd	57904000
579000410	2	23120000	2	100	1		Golem's Halberd	57904100
579000500	2	42010000	2	100	1		Golem Greatbow	57905000
579000510	2	42010000	2	100	1		Golem Greatbow	57905100
579000600	2	23120000	2	100	1		Golem's Halberd	57906000
579000700	2	42010000	2	100	1		Golem Greatbow	57907000
579000800	2	23120000	2	100	1		Golem's Halberd	57908000
579000900	2	42010000	2	100	1		Golem Greatbow	57909000
581000000	2	15400	1	50	1	goods	String	58100000;58100001;58100083;58100093
581000700	2	15400	1	50	1	goods	String	58108083
583080000	2	14520000	2	20	1		Messmer Soldier's Axe	58300000;58300001;58300080;58300081;58300082
583080010	2	14520000	2	20	1		Messmer Soldier's Axe	58300100;58300101;58300180;58300181;58300182
583080020	2	14520000	2	20	1		Messmer Soldier's Axe	58300200;58300201;58300280;58300281;58300282
583080040	2	14520000	2	20	1		Messmer Soldier's Axe	58300300;58300301;58300380;58300381;58300382
583080050	2	14520000	2	20	1		Messmer Soldier's Axe	58300400;58300401;58300482
583080100	2	17510000	2	20	1		Messmer Soldier's Spear	58300500;58300501;58300580;58300581;58300582
583080200	2	14520000	2	20	1		Messmer Soldier's Axe	58300600;58300680;58300681
583090000	2	14520000	2	20	1		Messmer Soldier's Axe	58300090;58300093;58300095;58300098
583090010	2	14520000	2	20	1		Messmer Soldier's Axe	58300190;58300193
583090020	2	14520000	2	20	1		Messmer Soldier's Axe	58300290;58300293;58300298
583090040	2	14520000	2	20	1		Messmer Soldier's Axe	58300390;58300393;58300395;58300398
583090050	2	14520000	2	20	1		Messmer Soldier's Axe	58300490
583090100	2	17510000	2	20	1		Messmer Soldier's Spear	58300590;58300593;58300595;58300598
583090200	2	14520000	2	20	1		Messmer Soldier's Axe	58300690;58300698
584080000	2	5150000	3	30	1		Black Knight Helm	58400000;58400001;58400080;58400081;58400082
584080100	2	42040000	2	40	1		Greatbow	58400100;58400101;58400182
584080200	2	5150000	3	30	1		Black Knight Helm	58400200;58400201
584080300	2	42040000	2	40	1		Greatbow	58400300;58400301;58400382
584090000	2	5150000	3	30	1		Black Knight Helm	58400090;58400093;58400098
584090100	2	42040000	2	40	1		Greatbow	58400190;58400193;58400195;58400198
584090200	2	5150000	3	30	1		Black Knight Helm	58400290;58400293
584090300	2	42040000	2	40	1		Greatbow	58400390;58400398
585000000	2	15000	1	40	1	goods	Sliver of Meat	58500000;58500083;58500084
585000000	3	15000	1	100	2	goods	Sliver of Meat	58500000;58500083;58500084
585000000	4	15000	1	200	3	goods	Sliver of Meat	58500000;58500083;58500084
585000100	2	15000	1	40	1	goods	Sliver of Meat	58500100;58500180;58500183;58500184;58500190
585000100	3	15000	1	100	2	goods	Sliver of Meat	58500100;58500180;58500183;58500184;58500190
585000100	4	15000	1	200	3	goods	Sliver of Meat	58500100;58500180;58500183;58500184;58500190
587000000	2	14540000	2	20	1		Forked-Tongue Hatchet	58700000;58700001;58700081;58700090;58700091;58700095
587000100	2	10903	1	16	1	goods	Grave Glovewort [4]	58700100;58700101;58700181;58700190;58700191;58700195;58700400;58700481;58700491;58700495
587000200	2	3520000	2	20	1		Lizard Greatsword	58700200;58700201;58700281;58700290;58700291;58700295
587000300	2	3520000	2	20	1		Lizard Greatsword	58700300;58700301;58700381;58700390;58700391;58700395
587100000	2	10905	1	16	1	goods	Grave Glovewort [6]	58710000;58710001;58710090;58710095
588000000	2	10913	1	25	1	goods	Ghost Glovewort [4]	58800000;58800001;58800090;58800091;58800095
588000100	2	10913	1	25	1	goods	Ghost Glovewort [4]	58800100;58800101;58800181;58800190;58800191
588000200	2	10913	1	25	1	goods	Ghost Glovewort [4]	58800200;58800201;58800281;58800290
589000000	2	15000	1	100	1	goods	Sliver of Meat	58900000;58900001;58900090;58900093
590000000	2	2015040	1	55	1	goods	Fly Mold	59000000;59000001;59000080;59000081;59000083;59000088;59000089;59000090;59000091;59000094
590000000	3	2015040	1	30	2	goods	Fly Mold	59000000;59000001;59000080;59000081;59000083;59000088;59000089;59000090;59000091;59000094
590000000	4	2015040	1	15	3	goods	Fly Mold	59000000;59000001;59000080;59000081;59000083;59000088;59000089;59000090;59000091;59000094
590000100	2	2015040	1	55	1	goods	Fly Mold	59000100;59000180;59000181;59000183;59000188;59000189;59000190;59000191;59000194
590000100	3	2015040	1	30	2	goods	Fly Mold	59000100;59000180;59000181;59000183;59000188;59000189;59000190;59000191;59000194
590000100	4	2015040	1	15	3	goods	Fly Mold	59000100;59000180;59000181;59000183;59000188;59000189;59000190;59000191;59000194
590000110	2	2015040	1	55	1	goods	Fly Mold	59000200
590000110	3	2015040	1	30	2	goods	Fly Mold	59000200
590000110	4	2015040	1	15	3	goods	Fly Mold	59000200
593000000	2	15080000	2	40	1		Executioner's Greataxe	59300000;59300084
593000100	2	18090000	2	40	1		Glaive	59301000;59301084
593100000	2	15080000	2	40	1		Executioner's Greataxe	59310000;59310081;59310084
593100100	2	18090000	2	40	1		Glaive	59311000;59311081;59311084
594000000	2	2020026	1	40	1	goods	Congealed Putrescence	59400000;59400087
594000100	2	2020026	1	40	1	goods	Congealed Putrescence	59400100;59400187
594000200	2	2020026	1	40	1	goods	Congealed Putrescence	59400200;59400287
594000300	2	2020026	1	40	1	goods	Congealed Putrescence	59400300;59400387
594000400	2	2020026	1	80	1	goods	Congealed Putrescence	59400400;59400487
594000500	2	2020026	1	40	1	goods	Congealed Putrescence	59401000;59401087
599000000	2	10916	1	16	1	goods	Ghost Glovewort [7]	59900000;59900090;59900094;59900095
600000000	2	15060	1	625	1	goods	Flight Pinion	60010000;60010010;60010012;60010014;60010020;60010022;60010030;60010032;60010033;60010040;60010042;60010050;60010052;60010064;60010065
600000000	3	15060	1	100	2	goods	Flight Pinion	60010000;60010010;60010012;60010014;60010020;60010022;60010030;60010032;60010033;60010040;60010042;60010050;60010052;60010064;60010065
600000000	4	15060	1	25	3	goods	Flight Pinion	60010000;60010010;60010012;60010014;60010020;60010022;60010030;60010032;60010033;60010040;60010042;60010050;60010052;60010064;60010065
601000000	2	15000	1	80	1	goods	Sliver of Meat	60100000;60100010;60100012;60100020;60100022;60100030;60100032;60100033;60100040;60100042;60100050;60100052;60100064;60100065;60101000
603000000	2	15020	1	250	1	goods	Lump of Flesh	60310000;60310010;60310012;60310020;60310022;60310030;60310032;60310033;60310042;60310052
604000000	2	15120	1	1000	1	goods	Slumbering Egg	60400000;60400010;60400012;60400020;60400022;60400030;60400032;60400033;60400050
605000000	2	15020	1	250	1	goods	Lump of Flesh	60500000;60500010;60500012;60500020;60500022;60500030;60500032;60500050;60500052;60500064
605000100	2	15020	1	250	1	goods	Lump of Flesh	60501000;60501010;60501012;60501030;60501032;60501042;60501050;60501052
606000000	2	15000	1	80	1	goods	Sliver of Meat	60600000;60600010;60600012;60600020;60600030;60600032;60600033;60600040;60600042;60600050;60600052;60600064;60600065
606000010	2	15000	1	80	1	goods	Sliver of Meat	60603030
606000100	2	15000	1	80	1	goods	Sliver of Meat	60601000;60601010;60601012;60601030;60601032;60601040;60601042;60601050;60601052
606000110	2	15000	1	80	1	goods	Sliver of Meat	60604030
606000200	2	15000	1	80	1	goods	Sliver of Meat	60602000;60602010;60602012;60602030;60602032;60602042;60602050;60602052
606000210	2	15000	1	80	1	goods	Sliver of Meat	60605030
607000000	2	15060	1	475	1	goods	Flight Pinion	60700000;60700010;60700012;60700020;60700022;60700032;60700040;60700042;60700050;60700052
607000000	3	15060	1	100	2	goods	Flight Pinion	60700000;60700010;60700012;60700020;60700022;60700032;60700040;60700042;60700050;60700052
607000000	4	15060	1	25	3	goods	Flight Pinion	60700000;60700010;60700012;60700020;60700022;60700032;60700040;60700042;60700050;60700052
608000000	2	15110	1	750	1	goods	Great Dragonfly Head	60800000;60800010;60800012;60800020;60800030;60800032;60800033;60800040;60800052;60800064
608000100	2	15110	1	750	1	goods	Great Dragonfly Head	60810000;60810010;60810012;60810020;60810030;60810033;60810040;60810042;60810052;60820000;60820040
609000000	2	15090	1	1000	1	goods	Turtle Neck Meat	60900000;60900010;60900012;60900020;60900022;60900030;60900032;60900033;60900040;60900042;60900050;60900052;60900064
610000000	2	15340	1	625	1	goods	Thin Beast Bones	61000000;61000010;61000012;61000020;61000022;61000030;61000032;61000033;61000040;61000042;61000050;61000052;61000064;61000065;61000100;61000150
610000000	3	15340	1	100	2	goods	Thin Beast Bones	61000000;61000010;61000012;61000020;61000022;61000030;61000032;61000033;61000040;61000042;61000050;61000052;61000064;61000065;61000100;61000150
610000000	4	15340	1	25	3	goods	Thin Beast Bones	61000000;61000010;61000012;61000020;61000022;61000030;61000032;61000033;61000040;61000042;61000050;61000052;61000064;61000065;61000100;61000150
621000000	2	41010000	2	40	1		Albinauric Bow	62100000
621000700	2	41010000	2	40	1		Albinauric Bow	62100092
622000000	2	15340	1	250	1	goods	Thin Beast Bones	62200000;62200092
622100000	2	15340	1	250	1	goods	Thin Beast Bones	62210000;62211000
623100000	2	90000	3	30	1		Perfumer Hood	62310000;62310081;62310090;62310098
623100100	2	30010000	2	40	1		Perfumer's Shield	62311000;62311081;62311090;62311098
623200000	2	2250000	2	20	1		Lazuli Glintstone Sword	62322000;62322082
623300000	2	40020000	2	40	1		Red Branch Shortbow	62330000;62330082
623300100	2	40020000	2	40	1		Red Branch Shortbow	62331000
629000000	2	14040000	2	20	1		Iron Cleaver	62900000;62900090;62900095
629000010	2	14040000	2	20	1		Iron Cleaver	62900100
629000020	2	14040000	2	20	1		Iron Cleaver	62900200;62900290
629000100	2	40010000	2	20	1		Misbegotten Shortbow	62901000;62901090;62901095
629000110	2	15040	1	25	1	goods	Old Fang	62901100
629000120	2	40010000	2	20	1		Misbegotten Shortbow	62902000;62902090
629000130	2	15040	1	25	1	goods	Old Fang	62902100
629100000	2	15050000	2	20	1		Longhaft Axe	62910000;62910090;62910095
629100100	2	15050000	2	20	1		Longhaft Axe	62910200
630000000	2	15160	1	50	1	goods	Strip of White Flesh	63000000;63000094
630000100	2	15160	1	50	1	goods	Strip of White Flesh	63001000
630000200	2	15160	1	50	1	goods	Strip of White Flesh	63002000;63002100
630000300	2	15340	1	250	1	goods	Thin Beast Bones	63003000
630000400	2	15160	1	50	1	goods	Strip of White Flesh	63004000
632000000	2	33000000	2	20	1		Glintstone Staff	63202000;63202082;63202200
632000010	2	33000000	2	20	1		Glintstone Staff	63202300;63202382
700000000	2	16150000	2	20	1		Iron Spear	70000065
700000100	2	32210000	2	10	1		Inverted Hawk Towershield	70001065
700000200	2	50240000	2	50	5		Spiritflame Arrow	70002065
700000300	2	50240000	2	50	5		Spiritflame Arrow	70003165
