flag,map,region,method
20007770,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
20007780,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
20007790,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
20007800,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
20007810,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
20007820,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
20007830,m20_00_00_00,Mohgwyn / Consecrated-adjacent,treasure
20007991,m20_00_00_00,Mohgwyn / Consecrated-adjacent,emevd
20007993,m20_00_00_00,Mohgwyn / Consecrated-adjacent,emevd
20017000,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017010,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017020,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017030,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017040,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017050,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017060,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017070,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017080,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017090,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017100,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017110,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017120,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017130,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017140,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017150,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017160,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017170,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017180,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017190,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017200,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017210,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017220,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017230,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017240,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017250,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017260,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017270,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017280,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017290,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017300,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017310,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017320,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017330,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017340,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017350,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017360,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017370,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017380,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017390,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017400,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017410,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017420,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017430,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017440,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017450,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017460,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017470,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017480,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017490,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017500,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017510,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017520,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017530,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017540,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017550,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017560,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017570,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017580,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017590,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017600,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017610,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017620,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017630,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017640,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017650,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017660,m20_01_00_00,Mohgwyn / Consecrated-adjacent,treasure
20017981,m20_01_00_00,Mohgwyn / Consecrated-adjacent,emevd
20017991,m20_01_00_00,Mohgwyn / Consecrated-adjacent,emevd
21007000,m21_00_00_00,DLC Interior,emevd
21007010,m21_00_00_00,DLC Interior,emevd
21007020,m21_00_00_00,DLC Interior,emevd
21007050,m21_00_00_00,DLC Interior,emevd
21007100,m21_00_00_00,DLC Interior,emevd
21007200,m21_00_00_00,DLC Interior,emevd
21007210,m21_00_00_00,DLC Interior,emevd
21007240,m21_00_00_00,DLC Interior,emevd
21007260,m21_00_00_00,DLC Interior,emevd
21007290,m21_00_00_00,DLC Interior,emevd
21007300,m21_00_00_00,DLC Interior,emevd
21007340,m21_00_00_00,DLC Interior,emevd
21007350,m21_00_00_00,DLC Interior,emevd
21007370,m21_00_00_00,DLC Interior,emevd
21007380,m21_00_00_00,DLC Interior,emevd
21007450,m21_00_00_00,DLC Interior,emevd
21007470,m21_00_00_00,DLC Interior,emevd
21007500,m21_00_00_00,DLC Interior,emevd
21007510,m21_00_00_00,DLC Interior,emevd
21007520,m21_00_00_00,DLC Interior,emevd
21007530,m21_00_00_00,DLC Interior,emevd
21007560,m21_00_00_00,DLC Interior,emevd
21007570,m21_00_00_00,DLC Interior,emevd
21007580,m21_00_00_00,DLC Interior,emevd
21007700,m21_00_00_00,DLC Interior,emevd
21007710,m21_00_00_00,DLC Interior,emevd
21007720,m21_00_00_00,DLC Interior,emevd
21007730,m21_00_00_00,DLC Interior,emevd
21007740,m21_00_00_00,DLC Interior,emevd
21007750,m21_00_00_00,DLC Interior,emevd
21007850,m21_00_00_00,DLC Interior,emevd
21007991,m21_00_00_00,DLC Interior,emevd
21007993,m21_00_00_00,DLC Interior,emevd
21007995,m21_00_00_00,DLC Interior,emevd
21017000,m21_01_00_00,DLC Interior,emevd
21017010,m21_01_00_00,DLC Interior,emevd
21017050,m21_01_00_00,DLC Interior,emevd
21017110,m21_01_00_00,DLC Interior,emevd
21017200,m21_01_00_00,DLC Interior,emevd
21017210,m21_01_00_00,DLC Interior,emevd
21017230,m21_01_00_00,DLC Interior,emevd
21017250,m21_01_00_00,DLC Interior,emevd
21017270,m21_01_00_00,DLC Interior,emevd
21017280,m21_01_00_00,DLC Interior,emevd
21017290,m21_01_00_00,DLC Interior,emevd
21017300,m21_01_00_00,DLC Interior,emevd
21017310,m21_01_00_00,DLC Interior,emevd
21017360,m21_01_00_00,DLC Interior,emevd
21017370,m21_01_00_00,DLC Interior,emevd
21017450,m21_01_00_00,DLC Interior,emevd
21017460,m21_01_00_00,DLC Interior,emevd
21017500,m21_01_00_00,DLC Interior,emevd
21017510,m21_01_00_00,DLC Interior,emevd
21017520,m21_01_00_00,DLC Interior,emevd
21017530,m21_01_00_00,DLC Interior,emevd
21017570,m21_01_00_00,DLC Interior,emevd
21017580,m21_01_00_00,DLC Interior,emevd
21017700,m21_01_00_00,DLC Interior,emevd
21017710,m21_01_00_00,DLC Interior,emevd
21017720,m21_01_00_00,DLC Interior,emevd
21017730,m21_01_00_00,DLC Interior,emevd
21017740,m21_01_00_00,DLC Interior,emevd
21017760,m21_01_00_00,DLC Interior,emevd
21017770,m21_01_00_00,DLC Interior,emevd
21017800,m20_00_00_00,Mohgwyn / Consecrated-adjacent,emevd
21017820,m21_01_00_00,DLC Interior,emevd
21017950,m21_01_00_00,DLC Interior,emevd
21017991,m21_01_00_00,DLC Interior,emevd
21027050,m21_02_00_00,DLC Interior,emevd
21027230,m21_02_00_00,DLC Interior,emevd
21027250,m21_02_00_00,DLC Interior,emevd
21027270,m21_02_00_00,DLC Interior,emevd
21027991,m21_02_00_00,DLC Interior,emevd
22007000,m22_00_00_00,m22,emevd
22007100,m22_00_00_00,m22,emevd
22007200,m22_00_00_00,m22,emevd
22007210,m22_00_00_00,m22,emevd
22007220,m22_00_00_00,m22,emevd
22007240,m22_00_00_00,m22,emevd
22007900,m22_00_00_00,m22,emevd
28007000,m28_00_00_00,m28,treasure
28007010,m28_00_00_00,m28,treasure
28007020,m28_00_00_00,m28,treasure
28007030,m28_00_00_00,m28,treasure
28007040,m28_00_00_00,m28,treasure
28007050,m28_00_00_00,m28,treasure
28007100,m28_00_00_00,m28,emevd
30007010,m30_00_00_00,Hero's Graves (Catacombs),treasure
30007020,m30_00_00_00,Hero's Graves (Catacombs),treasure
30007040,m30_00_00_00,Hero's Graves (Catacombs),treasure
30037000,m30_03_00_00,Hero's Graves (Catacombs),treasure
30037010,m30_03_00_00,Hero's Graves (Catacombs),treasure
30037020,m30_03_00_00,Hero's Graves (Catacombs),treasure
30037030,m30_03_00_00,Hero's Graves (Catacombs),treasure
30037040,m30_03_00_00,Hero's Graves (Catacombs),treasure
30057000,m30_05_00_00,Hero's Graves (Catacombs),treasure
30057010,m30_05_00_00,Hero's Graves (Catacombs),treasure
30057030,m30_05_00_00,Hero's Graves (Catacombs),treasure
30057040,m30_05_00_00,Hero's Graves (Catacombs),treasure
30077600,m30_07_00_00,Hero's Graves (Catacombs),emevd
30097000,m30_09_00_00,Hero's Graves (Catacombs),emevd
30097050,m30_09_00_00,Hero's Graves (Catacombs),emevd
30107050,m30_10_00_00,Hero's Graves (Catacombs),emevd
30107100,m30_10_00_00,Hero's Graves (Catacombs),emevd
30117000,m30_11_00_00,Hero's Graves (Catacombs),emevd
30137020,m30_13_00_00,Hero's Graves (Catacombs),treasure
30137030,m30_13_00_00,Hero's Graves (Catacombs),treasure
30137040,m30_13_00_00,Hero's Graves (Catacombs),treasure
30177050,m30_17_00_00,Hero's Graves (Catacombs),emevd
30187900,m30_18_00_00,Hero's Graves (Catacombs),emevd
30207000,m30_20_00_00,Hero's Graves (Catacombs),emevd
30207910,m30_20_00_00,Hero's Graves (Catacombs),emevd
31007000,m31_00_00_00,Caves,treasure
31007010,m31_00_00_00,Caves,treasure
31007030,m31_00_00_00,Caves,treasure
31017000,m31_01_00_00,Caves,treasure
31017010,m31_01_00_00,Caves,treasure
31017020,m31_01_00_00,Caves,treasure
31017030,m31_01_00_00,Caves,treasure
31017040,m31_01_00_00,Caves,treasure
31017060,m31_01_00_00,Caves,treasure
31047000,m31_04_00_00,Caves,treasure
31047010,m31_04_00_00,Caves,treasure
31047020,m31_04_00_00,Caves,treasure
31047030,m31_04_00_00,Caves,treasure
31047040,m31_04_00_00,Caves,treasure
31047050,m31_04_00_00,Caves,treasure
31047060,m31_04_00_00,Caves,treasure
31047990,m31_04_00_00,Caves,emevd
31057000,m31_05_00_00,Caves,treasure
31057010,m31_05_00_00,Caves,treasure
31057020,m31_05_00_00,Caves,treasure
31057030,m31_05_00_00,Caves,treasure
31057040,m31_05_00_00,Caves,treasure
31057050,m31_05_00_00,Caves,treasure
31057060,m31_05_00_00,Caves,treasure
31057070,m31_05_00_00,Caves,treasure
31057100,m31_05_00_00,Caves,treasure
31067000,m31_06_00_00,Caves,emevd
31077000,m31_07_00_00,Caves,emevd
31097000,m31_09_00_00,Caves,emevd
31107000,m31_10_00_00,Caves,emevd
31117000,m31_11_00_00,Caves,emevd
31117200,m31_11_00_00,Caves,emevd
31117300,m31_11_00_00,Caves,emevd
31127000,m31_12_00_00,Caves,emevd
31157010,m31_15_00_00,Caves,treasure
31157020,m31_15_00_00,Caves,treasure
31177010,m31_17_00_00,Caves,treasure
31177020,m31_17_00_00,Caves,treasure
31177030,m31_17_00_00,Caves,treasure
31177040,m31_17_00_00,Caves,treasure
31177050,m31_17_00_00,Caves,treasure
31177060,m31_17_00_00,Caves,treasure
31177070,m31_17_00_00,Caves,treasure
31177080,m31_17_00_00,Caves,treasure
31187020,m31_18_00_00,Caves,treasure
31187030,m31_18_00_00,Caves,treasure
31187040,m31_18_00_00,Caves,treasure
31187050,m31_18_00_00,Caves,treasure
31187060,m31_18_00_00,Caves,treasure
31187070,m31_18_00_00,Caves,treasure
31187080,m31_18_00_00,Caves,treasure
31197000,m31_19_00_00,Caves,treasure
31197010,m31_19_00_00,Caves,treasure
31197030,m31_19_00_00,Caves,treasure
31197040,m31_19_00_00,Caves,treasure
31197050,m31_19_00_00,Caves,treasure
31197060,m31_19_00_00,Caves,treasure
31197080,m31_19_00_00,Caves,treasure
31197090,m31_19_00_00,Caves,treasure
31197100,m31_19_00_00,Caves,treasure
31197110,m31_19_00_00,Caves,treasure
31197120,m31_19_00_00,Caves,treasure
31197130,m31_19_00_00,Caves,treasure
31197200,m31_19_00_00,Caves,treasure
31197210,m31_19_00_00,Caves,treasure
31207000,m31_20_00_00,Caves,treasure
31207010,m31_20_00_00,Caves,treasure
31207020,m31_20_00_00,Caves,treasure
31207030,m31_20_00_00,Caves,treasure
31217000,m31_21_00_00,Caves,treasure
31217030,m31_21_00_00,Caves,treasure
31217040,m31_21_00_00,Caves,treasure
31217070,m31_21_00_00,Caves,treasure
31217080,m31_21_00_00,Caves,treasure
31217090,m31_21_00_00,Caves,treasure
31217100,m31_21_00_00,Caves,treasure
31217110,m31_21_00_00,Caves,treasure
31217120,m31_21_00_00,Caves,treasure
31217140,m31_21_00_00,Caves,treasure
31217150,m31_21_00_00,Caves,treasure
31217160,m31_21_00_00,Caves,treasure
31217190,m31_21_00_00,Caves,treasure
31217200,m31_21_00_00,Caves,treasure
31217210,m31_21_00_00,Caves,treasure
31217350,m31_21_00_00,Caves,treasure
31217400,m31_21_00_00,Caves,treasure
31227000,m31_22_00_00,Caves,treasure
31227010,m31_22_00_00,Caves,treasure
31227020,m31_22_00_00,Caves,treasure
31227030,m31_22_00_00,Caves,treasure
31227040,m31_22_00_00,Caves,treasure
31227050,m31_22_00_00,Caves,treasure
31227060,m31_22_00_00,Caves,treasure
31227070,m31_22_00_00,Caves,treasure
31227080,m31_22_00_00,Caves,treasure
32007000,m32_00_00_00,Tunnels,treasure
32007010,m32_00_00_00,Tunnels,treasure
32007020,m32_00_00_00,Tunnels,treasure
32007030,m32_00_00_00,Tunnels,treasure
32007060,m32_00_00_00,Tunnels,treasure
32007070,m32_00_00_00,Tunnels,treasure
32007900,m32_00_00_00,Tunnels,treasure
32017000,m32_01_00_00,Tunnels,treasure
32017010,m32_01_00_00,Tunnels,treasure
32017020,m32_01_00_00,Tunnels,treasure
32017030,m32_01_00_00,Tunnels,treasure
32017040,m32_01_00_00,Tunnels,treasure
32027000,m32_02_00_00,Tunnels,treasure
32027010,m32_02_00_00,Tunnels,treasure
32027020,m32_02_00_00,Tunnels,treasure
32027030,m32_02_00_00,Tunnels,treasure
32027040,m32_02_00_00,Tunnels,treasure
32027060,m32_02_00_00,Tunnels,treasure
32027070,m32_02_00_00,Tunnels,treasure
32027900,m32_02_00_00,Tunnels,treasure
32047000,m32_04_00_00,Tunnels,treasure
32047010,m32_04_00_00,Tunnels,treasure
32047020,m32_04_00_00,Tunnels,treasure
32047030,m32_04_00_00,Tunnels,treasure
32047040,m32_04_00_00,Tunnels,treasure
32047050,m32_04_00_00,Tunnels,treasure
32057000,m32_05_00_00,Tunnels,treasure
32057010,m32_05_00_00,Tunnels,treasure
32057020,m32_05_00_00,Tunnels,treasure
32057030,m32_05_00_00,Tunnels,treasure
32057040,m32_05_00_00,Tunnels,treasure
32057900,m32_05_00_00,Tunnels,treasure
32057910,m32_05_00_00,Tunnels,treasure
32077000,m32_07_00_00,Tunnels,treasure
32077010,m32_07_00_00,Tunnels,treasure
32077020,m32_07_00_00,Tunnels,treasure
32077030,m32_07_00_00,Tunnels,treasure
32077060,m32_07_00_00,Tunnels,treasure
32077070,m32_07_00_00,Tunnels,treasure
32087000,m32_08_00_00,Tunnels,treasure
32087020,m32_08_00_00,Tunnels,treasure
32087030,m32_08_00_00,Tunnels,treasure
32087050,m32_08_00_00,Tunnels,treasure
32087060,m32_08_00_00,Tunnels,treasure
32087070,m32_08_00_00,Tunnels,treasure
32087100,m32_08_00_00,Tunnels,treasure
32087110,m32_08_00_00,Tunnels,treasure
32087120,m32_08_00_00,Tunnels,treasure
32087900,m32_08_00_00,Tunnels,treasure
32087910,m32_08_00_00,Tunnels,treasure
32117000,m32_11_00_00,Tunnels,treasure
32117020,m32_11_00_00,Tunnels,treasure
32117030,m32_11_00_00,Tunnels,treasure
32117040,m32_11_00_00,Tunnels,treasure
32117060,m32_11_00_00,Tunnels,treasure
32117080,m32_11_00_00,Tunnels,treasure
32117700,m32_11_00_00,Tunnels,emevd
34107000,m34_10_00_00,DLC Dungeon,treasure
34107010,m34_10_00_00,DLC Dungeon,treasure
34107070,m34_10_00_00,DLC Dungeon,treasure
34107080,m34_10_00_00,DLC Dungeon,treasure
34107090,m34_10_00_00,DLC Dungeon,treasure
34107100,m34_10_00_00,DLC Dungeon,treasure
34107110,m34_10_00_00,DLC Dungeon,treasure
34117010,m34_11_00_00,DLC Dungeon,treasure
34117060,m34_11_00_00,DLC Dungeon,treasure
34117080,m34_11_00_00,DLC Dungeon,treasure
34117100,m34_11_00_00,DLC Dungeon,treasure
34117110,m34_11_00_00,DLC Dungeon,treasure
34117120,m34_11_00_00,DLC Dungeon,treasure
34117200,m34_11_00_00,DLC Dungeon,treasure
34117400,m34_11_00_00,DLC Dungeon,emevd
34117401,m34_11_00_00,DLC Dungeon,emevd
34117402,m34_11_00_00,DLC Dungeon,emevd
34117403,m34_11_00_00,DLC Dungeon,emevd
34117500,m34_11_00_00,DLC Dungeon,treasure
34117700,m34_11_00_00,DLC Dungeon,emevd
34117710,m34_11_00_00,DLC Dungeon,emevd
34127010,m34_12_00_00,DLC Dungeon,treasure
34127020,m34_12_00_00,DLC Dungeon,treasure
34127030,m34_12_00_00,DLC Dungeon,treasure
34127040,m34_12_00_00,DLC Dungeon,treasure
34127050,m34_12_00_00,DLC Dungeon,treasure
34127060,m34_12_00_00,DLC Dungeon,treasure
34127070,m34_12_00_00,DLC Dungeon,treasure
34127080,m34_12_00_00,DLC Dungeon,treasure
34127090,m34_12_00_00,DLC Dungeon,treasure
34127100,m34_12_00_00,DLC Dungeon,treasure
34127110,m34_12_00_00,DLC Dungeon,treasure
34127120,m34_12_00_00,DLC Dungeon,treasure
34127130,m34_12_00_00,DLC Dungeon,treasure
34127140,m34_12_00_00,DLC Dungeon,treasure
34127150,m34_12_00_00,DLC Dungeon,treasure
34127160,m34_12_00_00,DLC Dungeon,treasure
34127900,m34_12_00_00,DLC Dungeon,treasure
34137000,m34_13_00_00,DLC Dungeon,treasure
34137010,m34_13_00_00,DLC Dungeon,treasure
34137020,m34_13_00_00,DLC Dungeon,treasure
34137900,m34_13_00_00,DLC Dungeon,treasure
34147000,m34_14_00_00,DLC Dungeon,treasure
34147010,m34_14_00_00,DLC Dungeon,treasure
34147020,m34_14_00_00,DLC Dungeon,treasure
34147720,m34_14_00_00,DLC Dungeon,emevd
34147800,m34_14_00_00,DLC Dungeon,treasure
34147810,m34_14_00_00,DLC Dungeon,treasure
35007000,m35_00_00_00,Divine Tower,treasure
35007010,m35_00_00_00,Divine Tower,emevd
35007020,m35_00_00_00,Divine Tower,emevd
35007030,m35_00_00_00,Divine Tower,treasure
35007040,m35_00_00_00,Divine Tower,treasure
35007050,m35_00_00_00,Divine Tower,treasure
35007060,m35_00_00_00,Divine Tower,treasure
35007080,m35_00_00_00,Divine Tower,treasure
35007090,m35_00_00_00,Divine Tower,treasure
35007100,m35_00_00_00,Divine Tower,emevd
35007110,m35_00_00_00,Divine Tower,treasure
35007120,m35_00_00_00,Divine Tower,treasure
35007130,m35_00_00_00,Divine Tower,treasure
35007150,m35_00_00_00,Divine Tower,treasure
35007160,m35_00_00_00,Divine Tower,treasure
35007170,m35_00_00_00,Divine Tower,treasure
35007180,m35_00_00_00,Divine Tower,treasure
35007190,m35_00_00_00,Divine Tower,treasure
35007200,m35_00_00_00,Divine Tower,treasure
35007210,m35_00_00_00,Divine Tower,treasure
35007220,m35_00_00_00,Divine Tower,treasure
35007240,m35_00_00_00,Divine Tower,treasure
35007250,m35_00_00_00,Divine Tower,treasure
35007260,m35_00_00_00,Divine Tower,treasure
35007270,m35_00_00_00,Divine Tower,treasure
35007280,m35_00_00_00,Divine Tower,treasure
35007300,m35_00_00_00,Divine Tower,treasure
35007310,m35_00_00_00,Divine Tower,treasure
35007320,m35_00_00_00,Divine Tower,treasure
35007330,m35_00_00_00,Divine Tower,treasure
35007340,m35_00_00_00,Divine Tower,treasure
35007350,m35_00_00_00,Divine Tower,treasure
35007370,m35_00_00_00,Divine Tower,treasure
35007380,m35_00_00_00,Divine Tower,treasure
35007390,m35_00_00_00,Divine Tower,treasure
35007400,m35_00_00_00,Divine Tower,treasure
35007410,m35_00_00_00,Divine Tower,treasure
35007420,m35_00_00_00,Divine Tower,treasure
35007430,m35_00_00_00,Divine Tower,treasure
35007450,m35_00_00_00,Divine Tower,treasure
35007460,m35_00_00_00,Divine Tower,treasure
35007470,m35_00_00_00,Divine Tower,treasure
35007480,m35_00_00_00,Divine Tower,treasure
35007500,m35_00_00_00,Divine Tower,treasure
35007510,m35_00_00_00,Divine Tower,treasure
35007530,m35_00_00_00,Divine Tower,treasure
35007540,m35_00_00_00,Divine Tower,treasure
35007550,m35_00_00_00,Divine Tower,treasure
35007560,m35_00_00_00,Divine Tower,treasure
35007570,m35_00_00_00,Divine Tower,treasure
35007580,m35_00_00_00,Divine Tower,emevd
35007590,m35_00_00_00,Divine Tower,treasure
35007600,m35_00_00_00,Divine Tower,treasure
35007630,m35_00_00_00,Divine Tower,treasure
35007650,m35_00_00_00,Divine Tower,treasure
35007660,m35_00_00_00,Divine Tower,treasure
35007670,m35_00_00_00,Divine Tower,treasure
35007680,m35_00_00_00,Divine Tower,treasure
35007700,m35_00_00_00,Divine Tower,treasure
35007710,m35_00_00_00,Divine Tower,treasure
35007720,m35_00_00_00,Divine Tower,treasure
35007730,m35_00_00_00,Divine Tower,treasure
35007740,m35_00_00_00,Divine Tower,treasure
35007770,m35_00_00_00,Divine Tower,treasure
35007780,m35_00_00_00,Divine Tower,treasure
35007900,m35_00_00_00,Divine Tower,treasure
35007910,m35_00_00_00,Divine Tower,treasure
35007930,m35_00_00_00,Divine Tower,treasure
35007940,m35_00_00_00,Divine Tower,treasure
35007950,m35_00_00_00,Divine Tower,treasure
35007970,m35_00_00_00,Divine Tower,emevd
35007980,m35_00_00_00,Divine Tower,emevd
35007993,m35_00_00_00,Divine Tower,emevd
39207000,m39_20_00_00,DLC Dungeon,emevd
39207500,m39_20_00_00,DLC Dungeon,emevd
40007000,m18_00_00_00,Stormveil (assoc.),emevd
40007800,m40_00_00_00,DLC Dungeon,emevd
40017000,m18_00_00_00,Stormveil (assoc.),emevd
40027000,m18_00_00_00,Stormveil (assoc.),emevd
40027200,m40_02_00_00,DLC Dungeon,emevd
40027220,m40_02_00_00,DLC Dungeon,emevd
41007000,m18_00_00_00,Stormveil (assoc.),emevd
41007200,m41_00_00_00,DLC Legacy Dungeon,emevd
41007260,m41_00_00_00,DLC Legacy Dungeon,emevd
41017210,m41_01_00_00,DLC Legacy Dungeon,emevd
41017220,m41_01_00_00,DLC Legacy Dungeon,emevd
41017300,m41_01_00_00,DLC Legacy Dungeon,emevd
41027000,m18_00_00_00,Stormveil (assoc.),emevd
41027200,m41_02_00_00,DLC Legacy Dungeon,emevd
41027210,m41_02_00_00,DLC Legacy Dungeon,emevd
41027300,m41_02_00_00,DLC Legacy Dungeon,emevd
41027320,m41_02_00_00,DLC Legacy Dungeon,emevd
42007000,m18_00_00_00,Stormveil (assoc.),emevd
42027000,m42_02_00_00,DLC Legacy Dungeon,emevd
42037000,m18_00_00_00,Stormveil (assoc.),emevd
42037100,m42_03_00_00,DLC Legacy Dungeon,treasure
42037110,m42_03_00_00,DLC Legacy Dungeon,treasure
42037120,m42_03_00_00,DLC Legacy Dungeon,treasure
42037130,m42_03_00_00,DLC Legacy Dungeon,treasure
42037140,m42_03_00_00,DLC Legacy Dungeon,treasure
42037150,m42_03_00_00,DLC Legacy Dungeon,treasure
42037160,m42_03_00_00,DLC Legacy Dungeon,treasure
42037170,m42_03_00_00,DLC Legacy Dungeon,treasure
42037180,m42_03_00_00,DLC Legacy Dungeon,treasure
43007000,m18_00_00_00,Stormveil (assoc.),emevd
43017000,m43_01_00_00,DLC Legacy Dungeon,emevd
43017900,m43_01_00_00,DLC Legacy Dungeon,emevd
1033407100,m60_33_40_00,Overworld m60_33_40_00,treasure
1033417000,m60_33_41_00,Overworld m60_33_41_00,treasure
1033417010,m60_33_41_00,Overworld m60_33_41_00,treasure
1033417020,m60_33_41_00,Overworld m60_33_41_00,treasure
1033417400,m60_33_41_00,Overworld m60_33_41_00,emevd
1033417410,m60_33_41_00,Overworld m60_33_41_00,emevd
1033447000,m60_33_44_00,Overworld m60_33_44_00,emevd
1033467000,m60_33_46_00,Overworld m60_33_46_00,emevd
1033477000,m60_33_47_00,Overworld m60_33_47_00,emevd
1033477200,m60_33_47_00,Overworld m60_33_47_00,emevd
1034417000,m60_34_41_00,Overworld m60_34_41_00,emevd
1034427000,m60_34_42_00,Overworld m60_34_42_00,treasure
1034427010,m60_34_42_00,Overworld m60_34_42_00,treasure
1034427020,m60_34_42_00,Overworld m60_34_42_00,treasure
1034427030,m60_34_42_00,Overworld m60_34_42_00,treasure
1034427040,m60_34_42_00,Overworld m60_34_42_00,treasure
1034427050,m60_34_42_00,Overworld m60_34_42_00,treasure
1034427060,m60_34_42_00,Overworld m60_34_42_00,treasure
1034427100,m60_34_42_00,Overworld m60_34_42_00,treasure
1034427400,m60_34_42_00,Overworld m60_34_42_00,emevd
1034437000,m60_34_43_00,Overworld m60_34_43_00,treasure
1034437200,m60_34_43_00,Overworld m60_34_43_00,emevd
1034437300,m60_34_43_00,Overworld m60_34_43_00,treasure
1034447000,m60_34_44_00,Overworld m60_34_44_00,treasure
1034447010,m60_34_44_00,Overworld m60_34_44_00,treasure
1034447900,m60_34_44_00,Overworld m60_34_44_00,treasure
1034457010,m60_34_45_00,Overworld m60_34_45_00,treasure
1034457020,m60_34_45_00,Overworld m60_34_45_00,treasure
1034457100,m60_34_45_00,Overworld m60_34_45_00,treasure
1034467100,m60_34_46_00,Overworld m60_34_46_00,treasure
1034477000,m60_34_47_00,Overworld m60_34_47_00,treasure
1034477110,m60_34_47_00,Overworld m60_34_47_00,treasure
1034477120,m60_34_47_00,Overworld m60_34_47_00,treasure
1034477130,m60_34_47_00,Overworld m60_34_47_00,treasure
