flag,flag_source,item_name,region,method,confidence
1039507000,map_lot,Hefty Beast Bone,Global / Common-event (unplaced),global,low
1039507010,map_lot,Stonesword Key,Global / Common-event (unplaced),global,low
1039507020,map_lot,Golden Rune [4],Global / Common-event (unplaced),global,low
1039527000,map_lot,Human Bone Shard,Global / Common-event (unplaced),global,low
1039527020,map_lot,Magic Grease,Global / Common-event (unplaced),global,low
1039527700,map_lot,Eleonora's Poleblade,Global / Common-event (unplaced),global,low
1039537750,enemy_lot,Golden Rune [10],Global / Common-event (unplaced),global,low
1039547010,map_lot,Golden Rune [3],Global / Common-event (unplaced),global,low
1039547020,map_lot,Smithing Stone [5],Global / Common-event (unplaced),global,low
1039547030,map_lot,Poisonbloom,Global / Common-event (unplaced),global,low
1039547050,map_lot,Poisonbone Dart,Global / Common-event (unplaced),global,low
1039547060,map_lot,Golden Rune [6],Global / Common-event (unplaced),global,low
1039547070,map_lot,Smithing Stone [4],Global / Common-event (unplaced),global,low
1039547080,map_lot,Somber Smithing Stone [5],Global / Common-event (unplaced),global,low
1039547090,map_lot,Smithing Stone [5],Global / Common-event (unplaced),global,low
1039547100,map_lot,Drawstring Fire Grease,Global / Common-event (unplaced),global,low
1039547110,map_lot,Golden Rune [6],Global / Common-event (unplaced),global,low
1039547120,map_lot,Beast Blood,Global / Common-event (unplaced),global,low
1039547130,map_lot,Neutralizing Boluses,Global / Common-event (unplaced),global,low
1039547140,map_lot,Glass Shard,Global / Common-event (unplaced),global,low
1039547150,map_lot,Stonesword Key,Global / Common-event (unplaced),global,low
1039547160,map_lot,Golden Rune [6],Global / Common-event (unplaced),global,low
1039547170,map_lot,Poison Grease,Global / Common-event (unplaced),global,low
1039547180,map_lot,Hefty Beast Bone,Global / Common-event (unplaced),global,low
1039547200,map_lot,Smithing Stone [5],Global / Common-event (unplaced),global,low
1039547210,map_lot,Gold Firefly,Global / Common-event (unplaced),global,low
1039547240,map_lot,Smithing Stone [5],Global / Common-event (unplaced),global,low
1039547260,map_lot,Smithing Stone [4],Global / Common-event (unplaced),global,low
1039547300,map_lot,Valkyrie's Prosthesis,Global / Common-event (unplaced),global,low
1039547980,enemy_lot,Ghost Glovewort [4],Global / Common-event (unplaced),global,low
1039547990,enemy_lot,Ghost Glovewort [4],Global / Common-event (unplaced),global,low
1040407000,map_lot,Treespear,Global / Common-event (unplaced),global,low
1040527000,map_lot,Amber Starlight,Global / Common-event (unplaced),global,low
1040527010,map_lot,Golden Rune [6],Global / Common-event (unplaced),global,low
1040527020,map_lot,Golden Rune [6],Global / Common-event (unplaced),global,low
1040527030,map_lot,Golden Rune [4],Global / Common-event (unplaced),global,low
1040527040,map_lot,Golden Rune [3],Global / Common-event (unplaced),global,low
1040527050,map_lot,Golden Rune [4],Global / Common-event (unplaced),global,low
1040547000,map_lot,Great Stars,Global / Common-event (unplaced),global,low
1040547050,map_lot,Dragonwound Grease,Global / Common-event (unplaced),global,low
1040547700,enemy_lot,Golden Rune [10],Global / Common-event (unplaced),global,low
1040557700,enemy_lot,Haima Glintstone Crown,Global / Common-event (unplaced),global,low
1041337010,map_lot,Golden Rune [5],Global / Common-event (unplaced),global,low
1041337030,map_lot,Great Dragonfly Head,Global / Common-event (unplaced),global,low
1041337100,map_lot,[Sorcery] Ambush Shard,Global / Common-event (unplaced),global,low
1041357010,map_lot,Smithing Stone [2],Global / Common-event (unplaced),global,low
1041357020,map_lot,Exalted Flesh,Global / Common-event (unplaced),global,low
1041367000,map_lot,Land Octopus Ovary,Global / Common-event (unplaced),global,low
1041377000,map_lot,Strip of White Flesh,Global / Common-event (unplaced),global,low
1041377020,map_lot,Starlight Shards,Global / Common-event (unplaced),global,low
1041387010,map_lot,Magic Grease,Global / Common-event (unplaced),global,low
1041387030,map_lot,Smithing Stone [1],Global / Common-event (unplaced),global,low
1041387040,map_lot,Stonesword Key,Global / Common-event (unplaced),global,low
1041387050,map_lot,Godrick Soldier Ashes,Global / Common-event (unplaced),global,low
1041387100,map_lot,Golden Seed,Global / Common-event (unplaced),global,low
1041387200,map_lot,Bloodrose,Global / Common-event (unplaced),global,low
1041397000,map_lot,Lump of Flesh,Global / Common-event (unplaced),global,low
1041537010,map_lot,Poisonbone Dart,Global / Common-event (unplaced),global,low
1041537020,map_lot,[Incantation] Wrath of Gold,Global / Common-event (unplaced),global,low
1041537030,map_lot,Invigorating White Cured Meat,Global / Common-event (unplaced),global,low
1041537040,map_lot,Beast Blood,Global / Common-event (unplaced),global,low
1041537060,map_lot,Gravel Stone,Global / Common-event (unplaced),global,low
1041537070,map_lot,Soft Cotton,Global / Common-event (unplaced),global,low
1041537080,map_lot,Icon Shield,Global / Common-event (unplaced),global,low
1041547000,map_lot,Poison Grease,Global / Common-event (unplaced),global,low
1041547400,map_lot,Golden Seed,Global / Common-event (unplaced),global,low
1041557000,map_lot,Twinned Knight Swords,Global / Common-event (unplaced),global,low
1041557010,map_lot,Raw Meat Dumpling,Global / Common-event (unplaced),global,low
1041557020,map_lot,Navy Hood,Global / Common-event (unplaced),global,low
1042337200,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
1042377020,map_lot,,Global / Common-event (unplaced),global,low
1042377100,map_lot,Assassin's Crimson Dagger,Global / Common-event (unplaced),global,low
1042377110,map_lot,Ash of War: Storm Stomp,Global / Common-event (unplaced),global,low
1042377111,synthetic,LG/DBR: Smithing Stone [1] - W of DBR,Limgrave,synthetic_areacode,med
1042397900,map_lot,Beast Crest Heater Shield,Global / Common-event (unplaced),global,low
1042507000,map_lot,Giant-Crusher,Global / Common-event (unplaced),global,low
1042527000,map_lot,Old Fang,Global / Common-event (unplaced),global,low
1042527010,map_lot,Golden Rune [4],Global / Common-event (unplaced),global,low
1042527020,map_lot,Rainbow Stone,Global / Common-event (unplaced),global,low
1042527030,map_lot,Golden Rune [10],Global / Common-event (unplaced),global,low
1042527040,map_lot,Arteria Leaf,Global / Common-event (unplaced),global,low
1042527990,enemy_lot,Golden Rune [9],Global / Common-event (unplaced),global,low
1042537000,map_lot,Lightning Greatbolt,Global / Common-event (unplaced),global,low
1042537010,map_lot,Somber Smithing Stone [5],Global / Common-event (unplaced),global,low
1042547000,map_lot,Four-Toed Fowl Foot,Global / Common-event (unplaced),global,low
1042547010,map_lot,Golden Rune [5],Global / Common-event (unplaced),global,low
1042547020,map_lot,Holyproof Dried Liver,Global / Common-event (unplaced),global,low
1042547030,map_lot,Stormhawk Feather,Global / Common-event (unplaced),global,low
1042547040,map_lot,Hefty Beast Bone,Global / Common-event (unplaced),global,low
1042547050,map_lot,Golden Arrow,Global / Common-event (unplaced),global,low
1042547060,map_lot,Greatbow,Global / Common-event (unplaced),global,low
1042547070,map_lot,Gold Firefly,Global / Common-event (unplaced),global,low
1042547080,map_lot,Lightning Grease,Global / Common-event (unplaced),global,low
1042547090,map_lot,Exalted Flesh,Global / Common-event (unplaced),global,low
1042547100,map_lot,Rune Arc,Global / Common-event (unplaced),global,low
1043317500,map_lot,Smithing Stone [1],Global / Common-event (unplaced),global,low
1043327000,map_lot,Yellow Ember,Global / Common-event (unplaced),global,low
1043327010,map_lot,Sliver of Meat,Global / Common-event (unplaced),global,low
1043327990,enemy_lot,Golden Rune [6],Global / Common-event (unplaced),global,low
1043337010,map_lot,Golden Rune [2],Global / Common-event (unplaced),global,low
1043357500,enemy_lot,Ash of War: Gravitas,Global / Common-event (unplaced),global,low
1043377010,map_lot,Fire Grease,Global / Common-event (unplaced),global,low
1043377020,map_lot,Arteria Leaf,Global / Common-event (unplaced),global,low
1043397010,map_lot,Exalted Flesh,Global / Common-event (unplaced),global,low
1043397020,map_lot,Smithing Stone [1],Global / Common-event (unplaced),global,low
1043397030,map_lot,Turtle Neck Meat,Global / Common-event (unplaced),global,low
1043397200,map_lot,Golden Rune [3],Global / Common-event (unplaced),global,low
1043397500,enemy_lot,Ash of War: Golden Vow,Global / Common-event (unplaced),global,low
1043527700,enemy_lot,Golden Rune [12],Global / Common-event (unplaced),global,low
1043527750,enemy_lot,Golden Rune [13],Global / Common-event (unplaced),global,low
1043527760,enemy_lot,Golden Rune [13],Global / Common-event (unplaced),global,low
1043537000,map_lot,Golden Rune [9],Global / Common-event (unplaced),global,low
1043537010,map_lot,Golden Rune [10],Global / Common-event (unplaced),global,low
1043537020,map_lot,Grace Mimic,Global / Common-event (unplaced),global,low
1043537030,map_lot,Drawstring Holy Grease,Global / Common-event (unplaced),global,low
1043537040,map_lot,Smithing Stone [5],Global / Common-event (unplaced),global,low
1043537050,map_lot,Golden Rune [5],Global / Common-event (unplaced),global,low
1043537060,map_lot,Golden Rune [7],Global / Common-event (unplaced),global,low
1043537070,map_lot,Mushroom,Global / Common-event (unplaced),global,low
1044347010,map_lot,Smithing Stone [1],Global / Common-event (unplaced),global,low
1044347040,map_lot,Rainbow Stone,Global / Common-event (unplaced),global,low
1044347050,map_lot,Ruin Fragment,Global / Common-event (unplaced),global,low
1044347060,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
1044347070,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
1044347080,map_lot,Large Club,Global / Common-event (unplaced),global,low
1044347100,map_lot,Hand Ballista,Global / Common-event (unplaced),global,low
1044357010,map_lot,Royal House Scroll,Global / Common-event (unplaced),global,low
1044357020,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
1044357030,map_lot,Sliver of Meat,Global / Common-event (unplaced),global,low
1044357040,map_lot,Crab Eggs,Global / Common-event (unplaced),global,low
1044357050,map_lot,[Incantation] Flame Sling,Global / Common-event (unplaced),global,low
1044357060,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
1044357070,map_lot,Starlight Shards,Global / Common-event (unplaced),global,low
1044357900,map_lot,Great Epee,Global / Common-event (unplaced),global,low
1044367200,map_lot,Greataxe,Global / Common-event (unplaced),global,low
1044367700,enemy_lot,Glintstone Staff,Global / Common-event (unplaced),global,low
1045347000,map_lot,Stonesword Key,Global / Common-event (unplaced),global,low
1045357000,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
1045357020,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
1045357030,map_lot,Golden Rune [4],Global / Common-event (unplaced),global,low
1045357040,map_lot,Golden Rune [3],Global / Common-event (unplaced),global,low
1045357050,map_lot,Golden Rune [2],Global / Common-event (unplaced),global,low
1045357060,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
1045357070,map_lot,Golden Rune [2],Global / Common-event (unplaced),global,low
1045357080,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
1045357090,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
1045377000,map_lot,Golden Rune [2],Global / Common-event (unplaced),global,low
1045377010,map_lot,Smithing Stone [2],Global / Common-event (unplaced),global,low
1045377040,map_lot,,Global / Common-event (unplaced),global,low
1045377050,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
1045377060,map_lot,Thin Beast Bones,Global / Common-event (unplaced),global,low
1045377070,map_lot,Gold-Tinged Excrement,Global / Common-event (unplaced),global,low
1045377080,map_lot,Throwing Dagger,Global / Common-event (unplaced),global,low
1045377090,map_lot,Golden Rune [5],Global / Common-event (unplaced),global,low
1045377100,map_lot,Axe Talisman,Global / Common-event (unplaced),global,low
1045387000,map_lot,Magic Grease,Global / Common-event (unplaced),global,low
1045387020,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
1045387030,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
1045387040,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
1045387050,map_lot,Golden Rune [2],Global / Common-event (unplaced),global,low
1045387060,map_lot,Golden Rune [4],Global / Common-event (unplaced),global,low
1045387070,map_lot,Golden Rune [4],Global / Common-event (unplaced),global,low
1045387080,map_lot,Golden Rune [6],Global / Common-event (unplaced),global,low
1045397000,map_lot,Golden Rune [4],Global / Common-event (unplaced),global,low
1045397020,map_lot,Mushroom,Global / Common-event (unplaced),global,low
1045397040,map_lot,Smithing Stone [2],Global / Common-event (unplaced),global,low
1045397050,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
1045397060,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
1045397070,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
1045397080,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
1045397090,map_lot,Golden Rune [5],Global / Common-event (unplaced),global,low
1045397100,map_lot,Golden Rune [2],Global / Common-event (unplaced),global,low
1045397110,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
1045397120,map_lot,Green Turtle Talisman,Global / Common-event (unplaced),global,low
1045397140,map_lot,Smithing Stone [1],Global / Common-event (unplaced),global,low
1046397001,synthetic,LG/(FH): Ash of War: Bloody Slash - enemy drop upper area,Limgrave,synthetic_areacode,med
1047387980,enemy_lot,Smoldering Butterfly,Global / Common-event (unplaced),global,low
1047387990,enemy_lot,Smoldering Butterfly,Global / Common-event (unplaced),global,low
1047397040,map_lot,Golden Rune [9],Global / Common-event (unplaced),global,low
1047397080,map_lot,Slumbering Egg,Global / Common-event (unplaced),global,low
1047397990,enemy_lot,Smoldering Butterfly,Global / Common-event (unplaced),global,low
1047407000,map_lot,Golden Rune [5],Global / Common-event (unplaced),global,low
1047407020,map_lot,Smithing Stone [4],Global / Common-event (unplaced),global,low
1047407030,map_lot,Somber Smithing Stone [4],Global / Common-event (unplaced),global,low
1047407040,map_lot,Explosive Bolt,Global / Common-event (unplaced),global,low
1047407070,map_lot,Drawstring Fire Grease,Global / Common-event (unplaced),global,low
1047407080,map_lot,Smoldering Butterfly,Global / Common-event (unplaced),global,low
1047407910,map_lot,Sword of St. Trina,Global / Common-event (unplaced),global,low
1047407920,map_lot,Greatsword,Global / Common-event (unplaced),global,low
1047407990,enemy_lot,Smoldering Butterfly,Global / Common-event (unplaced),global,low
1047557040,map_lot,Golden Rune [7],Global / Common-event (unplaced),global,low
1047567320,map_lot,Thawfrost Boluses,Global / Common-event (unplaced),global,low
1048407010,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
1048407020,map_lot,Golden Rune [6],Global / Common-event (unplaced),global,low
1048407030,map_lot,Golden Rune [2],Global / Common-event (unplaced),global,low
1048407040,map_lot,Sacramental Bud,Global / Common-event (unplaced),global,low
1048407050,map_lot,Hefty Beast Bone,Global / Common-event (unplaced),global,low
1048407060,map_lot,Spiked Palisade Shield,Global / Common-event (unplaced),global,low
1048407900,map_lot,Visage Shield,Global / Common-event (unplaced),global,low
1048407980,enemy_lot,Smoldering Butterfly,Global / Common-event (unplaced),global,low
1048407990,enemy_lot,Smoldering Butterfly,Global / Common-event (unplaced),global,low
1048547990,enemy_lot,Rotten Battle Hammer,Global / Common-event (unplaced),global,low
1048557700,map_lot,Ancient Dragon Smithing Stone,Global / Common-event (unplaced),global,low
1048557710,map_lot,Night's Cavalry Helm,Global / Common-event (unplaced),global,low
1048567800,map_lot,Somber Ancient Dragon Smithing Stone,Global / Common-event (unplaced),global,low
1048577700,map_lot,[Sorcery] Explosive Ghostflame,Global / Common-event (unplaced),global,low
1048577900,map_lot,Ghost Glovewort [9],Global / Common-event (unplaced),global,low
1048577910,map_lot,Ghost Glovewort [9],Global / Common-event (unplaced),global,low
1048577920,map_lot,Ghost Glovewort [9],Global / Common-event (unplaced),global,low
1048577930,map_lot,Ghost Glovewort [9],Global / Common-event (unplaced),global,low
1048577990,enemy_lot,Rotten Duelist Greaves,Global / Common-event (unplaced),global,low
1049377100,map_lot,Ash of War: Poison Moth Flight,Global / Common-event (unplaced),global,low
1049377110,map_lot,Death's Poker,Global / Common-event (unplaced),global,low
1049377700,map_lot,Somber Smithing Stone [4],Global / Common-event (unplaced),global,low
1049387010,map_lot,Somber Smithing Stone [4],Global / Common-event (unplaced),global,low
1049387020,map_lot,Aeonian Butterfly,Global / Common-event (unplaced),global,low
1049387030,map_lot,Smithing Stone [4],Global / Common-event (unplaced),global,low
1049387040,map_lot,Black-Key Bolt,Global / Common-event (unplaced),global,low
1049387060,map_lot,Sacramental Bud,Global / Common-event (unplaced),global,low
1049387070,map_lot,Rune Arc,Global / Common-event (unplaced),global,low
1049387080,map_lot,Golden Rune [4],Global / Common-event (unplaced),global,low
1049387110,map_lot,Golden Rune [5],Global / Common-event (unplaced),global,low
1049387120,map_lot,Glass Shard,Global / Common-event (unplaced),global,low
1049387800,map_lot,[Sorcery] Eternal Darkness,Global / Common-event (unplaced),global,low
1049397000,map_lot,Stonesword Key,Global / Common-event (unplaced),global,low
1049397010,map_lot,Poisonbloom,Global / Common-event (unplaced),global,low
1049397020,map_lot,Rune Arc,Global / Common-event (unplaced),global,low
1049397030,map_lot,Staff of Loss,Global / Common-event (unplaced),global,low
1049397040,map_lot,Rotten Stray Ashes,Global / Common-event (unplaced),global,low
1049397800,map_lot,Nox Flowing Sword,Global / Common-event (unplaced),global,low
1049397850,map_lot,Battlemage Hugues,Global / Common-event (unplaced),global,low
1049397900,map_lot,Lusat's Glintstone Staff,Global / Common-event (unplaced),global,low
1049397910,map_lot,Spelldrake Talisman +1,Global / Common-event (unplaced),global,low
1049547700,map_lot,Somber Smithing Stone [8],Global / Common-event (unplaced),global,low
1049557300,map_lot,Somber Smithing Stone [9],Global / Common-event (unplaced),global,low
1049557310,map_lot,Old Fang,Global / Common-event (unplaced),global,low
1049557320,map_lot,Fire Blossom,Global / Common-event (unplaced),global,low
1049557330,map_lot,Miquella's Lily,Global / Common-event (unplaced),global,low
1049557700,map_lot,Larval Tear,Global / Common-event (unplaced),global,low
1049557800,map_lot,Golden Seed,Global / Common-event (unplaced),global,low
1049557810,map_lot,Golden Rune [11],Global / Common-event (unplaced),global,low
1049567300,map_lot,Albinauric Bloodclot,Global / Common-event (unplaced),global,low
1049567310,map_lot,Old Fang,Global / Common-event (unplaced),global,low
1049567320,map_lot,Strip of White Flesh,Global / Common-event (unplaced),global,low
1049567330,map_lot,Dragonwound Grease,Global / Common-event (unplaced),global,low
1049567340,map_lot,Nascent Butterfly,Global / Common-event (unplaced),global,low
1049567350,map_lot,Smithing Stone [8],Global / Common-event (unplaced),global,low
1049577700,map_lot,Somber Smithing Stone [7],Global / Common-event (unplaced),global,low
1049577710,map_lot,Somber Smithing Stone [8],Global / Common-event (unplaced),global,low
1049577720,map_lot,Somber Smithing Stone [9],Global / Common-event (unplaced),global,low
1050387950,enemy_lot,Golden Rune [9],Global / Common-event (unplaced),global,low
1050387960,enemy_lot,Golden Rune [9],Global / Common-event (unplaced),global,low
1050387970,enemy_lot,Golden Rune [9],Global / Common-event (unplaced),global,low
1050387980,enemy_lot,Golden Rune [9],Global / Common-event (unplaced),global,low
1050387990,enemy_lot,Golden Rune [9],Global / Common-event (unplaced),global,low
1050407800,map_lot,Dragon Heart,Global / Common-event (unplaced),global,low
1050537700,map_lot,Somber Smithing Stone [7],Global / Common-event (unplaced),global,low
1050537980,enemy_lot,Somber Smithing Stone [7],Global / Common-event (unplaced),global,low
1050537990,enemy_lot,Somber Smithing Stone [7],Global / Common-event (unplaced),global,low
1050567700,map_lot,Hoslow's Petal Whip,Global / Common-event (unplaced),global,low
1051357990,enemy_lot,Golden Rune [9],Global / Common-event (unplaced),global,low
1051367700,map_lot,Somber Smithing Stone [4],Global / Common-event (unplaced),global,low
1051367800,map_lot,Somber Smithing Stone [4],Global / Common-event (unplaced),global,low
1051397960,enemy_lot,Golden Rune [9],Global / Common-event (unplaced),global,low
1051397970,enemy_lot,Golden Rune [9],Global / Common-event (unplaced),global,low
1051397980,enemy_lot,Golden Rune [9],Global / Common-event (unplaced),global,low
1051397990,enemy_lot,Golden Rune [9],Global / Common-event (unplaced),global,low
1051417000,map_lot,Soft Cotton,Global / Common-event (unplaced),global,low
1051417010,map_lot,Cinquedea,Global / Common-event (unplaced),global,low
1051417030,map_lot,Dragoncrest Shield Talisman,Global / Common-event (unplaced),global,low
1051437020,map_lot,Golden Seed,Global / Common-event (unplaced),global,low
1051537500,map_lot,Rivers of Blood,Global / Common-event (unplaced),global,low
1051537700,map_lot,Somber Smithing Stone [8],Global / Common-event (unplaced),global,low
1051537950,enemy_lot,Somber Smithing Stone [7],Global / Common-event (unplaced),global,low
1051537960,enemy_lot,Somber Smithing Stone [7],Global / Common-event (unplaced),global,low
1051537970,enemy_lot,Somber Smithing Stone [7],Global / Common-event (unplaced),global,low
1051537980,enemy_lot,Somber Smithing Stone [7],Global / Common-event (unplaced),global,low
1051537990,enemy_lot,Somber Smithing Stone [7],Global / Common-event (unplaced),global,low
1051547960,enemy_lot,Somber Smithing Stone [7],Global / Common-event (unplaced),global,low
1051547970,enemy_lot,Somber Smithing Stone [7],Global / Common-event (unplaced),global,low
1051547980,enemy_lot,Somber Smithing Stone [7],Global / Common-event (unplaced),global,low
1051547990,enemy_lot,Somber Smithing Stone [7],Global / Common-event (unplaced),global,low
1051567700,map_lot,Somber Smithing Stone [8],Global / Common-event (unplaced),global,low
1051577720,map_lot,Helphen's Steeple,Global / Common-event (unplaced),global,low
1051577800,map_lot,Somber Smithing Stone [7],Global / Common-event (unplaced),global,low
1051577810,map_lot,Somber Smithing Stone [7],Global / Common-event (unplaced),global,low
1052417100,map_lot,Ash of War: Bloodhound's Step,Global / Common-event (unplaced),global,low
1052547980,enemy_lot,Somber Smithing Stone [7],Global / Common-event (unplaced),global,low
1052547990,enemy_lot,Somber Smithing Stone [7],Global / Common-event (unplaced),global,low
1052557040,map_lot,Smithing Stone [7],Global / Common-event (unplaced),global,low
1052557700,map_lot,One-Eyed Shield,Global / Common-event (unplaced),global,low
1052577000,map_lot,Stimulating Boluses,Global / Common-event (unplaced),global,low
1052577300,map_lot,Thawfrost Boluses,Global / Common-event (unplaced),global,low
1052577310,map_lot,Old Fang,Global / Common-event (unplaced),global,low
1052577800,map_lot,Golden Seed,Global / Common-event (unplaced),global,low
1052577810,map_lot,Smithing Stone [7],Global / Common-event (unplaced),global,low
1052577900,map_lot,[Sorcery] Founding Rain of Stars,Global / Common-event (unplaced),global,low
1052587800,map_lot,Golden Rune [4],Global / Common-event (unplaced),global,low
1052587810,map_lot,Golden Rune [5],Global / Common-event (unplaced),global,low
1052587820,map_lot,Golden Rune [10],Global / Common-event (unplaced),global,low
1053567700,map_lot,Golden Rune [12],Global / Common-event (unplaced),global,low
1053567710,map_lot,Golden Rune [12],Global / Common-event (unplaced),global,low
1053567720,map_lot,Golden Rune [12],Global / Common-event (unplaced),global,low
2044417995,enemy_lot,Scadutree Fragment,Global / Common-event (unplaced),global,low
2044457950,enemy_lot,Spirit Calculus,Global / Common-event (unplaced),global,low
2044467950,enemy_lot,Revered Spirit Ash,Global / Common-event (unplaced),global,low
2044477000,map_lot,Ghost Glovewort [2],Global / Common-event (unplaced),global,low
2044477010,map_lot,Leather Headband,Global / Common-event (unplaced),global,low
2044477020,map_lot,Beast Blood,Global / Common-event (unplaced),global,low
2044477030,map_lot,Lump of Flesh,Global / Common-event (unplaced),global,low
2044477040,map_lot,Throwing Dagger,Global / Common-event (unplaced),global,low
2044477050,map_lot,Somber Smithing Stone [1],Global / Common-event (unplaced),global,low
2044477900,map_lot,Larval Tear,Global / Common-event (unplaced),global,low
2045417950,enemy_lot,Bloodfiend's Arm,Global / Common-event (unplaced),global,low
2045427000,map_lot,Smithing Stone [3],Global / Common-event (unplaced),global,low
2045427700,map_lot,Scadutree Fragment,Global / Common-event (unplaced),global,low
2045437000,map_lot,Shadow Realm Rune [1],Global / Common-event (unplaced),global,low
2045437700,map_lot,Ash of War: Savage Lion's Claw,Global / Common-event (unplaced),global,low
2045447000,map_lot,Whiteflesh Mushroom,Global / Common-event (unplaced),global,low
2045447010,map_lot,,Global / Common-event (unplaced),global,low
2045447020,map_lot,Gravebird Armor,Global / Common-event (unplaced),global,low
2045457000,map_lot,Kukri,Global / Common-event (unplaced),global,low
2045457010,map_lot,Grave Glovewort [5],Global / Common-event (unplaced),global,low
2045457020,map_lot,Spirit Calculus,Global / Common-event (unplaced),global,low
2045467500,map_lot,Furnace Visage,Global / Common-event (unplaced),global,low
2045467995,enemy_lot,Sacred Bloody Flesh,Global / Common-event (unplaced),global,low
2045477400,map_lot,Devonia's Hammer,Global / Common-event (unplaced),global,low
2045477500,map_lot,Sword of Light,Global / Common-event (unplaced),global,low
2045477510,map_lot,,Global / Common-event (unplaced),global,low
2045477520,map_lot,,Global / Common-event (unplaced),global,low
2045477530,map_lot,,Global / Common-event (unplaced),global,low
2045477540,map_lot,,Global / Common-event (unplaced),global,low
2045477550,map_lot,,Global / Common-event (unplaced),global,low
2045477560,map_lot,,Global / Common-event (unplaced),global,low
2045477570,map_lot,,Global / Common-event (unplaced),global,low
2045477580,map_lot,,Global / Common-event (unplaced),global,low
2045477590,map_lot,,Global / Common-event (unplaced),global,low
2045477600,map_lot,,Global / Common-event (unplaced),global,low
2046397000,map_lot,Grave Glovewort [2],Global / Common-event (unplaced),global,low
2046397020,map_lot,Great Grave Glovewort,Global / Common-event (unplaced),global,low
2046397030,map_lot,Fireproof Pickled Liver,Global / Common-event (unplaced),global,low
2046397040,map_lot,Gravebird Ashes,Global / Common-event (unplaced),global,low
2046397050,map_lot,Grave Glovewort [8],Global / Common-event (unplaced),global,low
2046397060,map_lot,Furnace Visage,Global / Common-event (unplaced),global,low
2046407000,map_lot,Pata,Global / Common-event (unplaced),global,low
2046407001,map_lot,Oathseeker Knight Helm,Global / Common-event (unplaced),global,low
2046407002,map_lot,Oathseeker Knight Armor,Global / Common-event (unplaced),global,low
2046407003,map_lot,Oathseeker Knight Gauntlets,Global / Common-event (unplaced),global,low
2046407004,map_lot,Oathseeker Knight Greaves,Global / Common-event (unplaced),global,low
2046407040,map_lot,Great Grave Glovewort,Global / Common-event (unplaced),global,low
2046407050,map_lot,Ghost Glovewort [7],Global / Common-event (unplaced),global,low
2046407060,map_lot,Ghost Glovewort [9],Global / Common-event (unplaced),global,low
2046407700,map_lot,Blessed Blue Dew Talisman,Global / Common-event (unplaced),global,low
2046427700,map_lot,Scadutree Fragment,Global / Common-event (unplaced),global,low
2046427980,map_lot,Furnace Visage,Global / Common-event (unplaced),global,low
2046437000,map_lot,Ballista Bolt,Global / Common-event (unplaced),global,low
2046437010,map_lot,Lost Ashes of War,Global / Common-event (unplaced),global,low
2046437020,map_lot,Shadow Realm Rune [1],Global / Common-event (unplaced),global,low
2046437040,map_lot,Smithing Stone [6],Global / Common-event (unplaced),global,low
2046437700,map_lot,Furnace Visage,Global / Common-event (unplaced),global,low
2046437710,map_lot,Furnace Visage,Global / Common-event (unplaced),global,low
2046447000,map_lot,Broken Rune,Global / Common-event (unplaced),global,low
2046447010,map_lot,Human Bone Shard,Global / Common-event (unplaced),global,low
2046447020,map_lot,Fly Mold,Global / Common-event (unplaced),global,low
2046447030,map_lot,Ailment Talisman,Global / Common-event (unplaced),global,low
2046447050,map_lot,Silver Horn Tender,Global / Common-event (unplaced),global,low
2046447060,map_lot,Fly Mold,Global / Common-event (unplaced),global,low
2046447070,map_lot,Black Pyrefly,Global / Common-event (unplaced),global,low
2046447700,map_lot,Revered Spirit Ash,Global / Common-event (unplaced),global,low
2046447710,map_lot,Mushroom-Seller's Bell Bearing [1],Global / Common-event (unplaced),global,low
2046447900,map_lot,Larval Tear,Global / Common-event (unplaced),global,low
2046457950,enemy_lot,Rauh Burrow,Global / Common-event (unplaced),global,low
2046467000,map_lot,Scadutree Fragment,Global / Common-event (unplaced),global,low
2046467010,map_lot,Redflesh Mushroom,Global / Common-event (unplaced),global,low
2046467020,map_lot,Smithing Stone [8],Global / Common-event (unplaced),global,low
2046467800,map_lot,Larval Tear,Global / Common-event (unplaced),global,low
2046477700,map_lot,Somber Smithing Stone [8],Global / Common-event (unplaced),global,low
